"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"aisén ","sin dato","mapuche ","mujer",8,"2006",11201
"aisén ","no habla ni entiende ninguna","mapuche ","hombre",1038,"2006",11201
"aisén ","no habla ni entiende ninguna","mapuche ","mujer",1572,"2006",11201
"aisén ","habla y entiende","mapuche ","hombre",107,"2006",11201
"aisén ","no habla ni entiende ninguna","kawaskar","mujer",35,"2006",11201
"aisén ","no habla ni entiende ninguna","kawaskar","hombre",35,"2006",11201
"algarrobo ","sin dato","mapuche ","mujer",34,"2006",5602
"algarrobo ","no habla ni entiende ninguna","mapuche ","mujer",67,"2006",5602
"algarrobo ","no habla ni entiende ninguna","atacameño","hombre",45,"2006",5602
"algarrobo ","no habla ni entiende ninguna","mapuche ","hombre",53,"2006",5602
"alhué ","no habla ni entiende ninguna","mapuche ","mujer",42,"2006",13502
"alhué ","no habla ni entiende ninguna","mapuche ","hombre",63,"2006",13502
"alto bío bío ","solo entiende","mapuche ","hombre",497,"2006",8314
"alto bío bío ","solo entiende","mapuche ","mujer",642,"2006",8314
"alto bío bío ","no habla ni entiende ninguna","mapuche ","hombre",1068,"2006",8314
"alto bío bío ","no habla ni entiende ninguna","mapuche ","mujer",1007,"2006",8314
"alto bío bío ","habla y entiende","mapuche ","hombre",1554,"2006",8314
"alto bío bío ","habla y entiende","mapuche ","mujer",1675,"2006",8314
"alto del carmen ","no habla ni entiende ninguna","diaguita","hombre",530,"2006",3302
"alto del carmen ","no habla ni entiende ninguna","aymara","mujer",18,"2006",3302
"alto del carmen ","sin dato","sin dato","mujer",7,"2006",3302
"alto del carmen ","no habla ni entiende ninguna","diaguita","mujer",434,"2006",3302
"alto del carmen ","no habla ni entiende ninguna","aymara","hombre",9,"2006",3302
"alto del carmen ","no habla ni entiende ninguna","atacameño","hombre",4,"2006",3302
"alto hospicio ","no habla ni entiende ninguna","mapuche ","mujer",793,"2006",1107
"alto hospicio ","solo entiende","aymara","mujer",1222,"2006",1107
"alto hospicio ","habla y entiende","aymara","hombre",1667,"2006",1107
"alto hospicio ","solo entiende","mapuche ","mujer",75,"2006",1107
"alto hospicio ","solo entiende","quechua ","mujer",75,"2006",1107
"alto hospicio ","no habla ni entiende ninguna","quechua ","hombre",36,"2006",1107
"alto hospicio ","habla y entiende","aymara","mujer",2019,"2006",1107
"alto hospicio ","solo entiende","aymara","hombre",696,"2006",1107
"alto hospicio ","sin dato","sin dato","hombre",924,"2006",1107
"alto hospicio ","sin dato","sin dato","mujer",924,"2006",1107
"alto hospicio ","no habla ni entiende ninguna","mapuche ","hombre",643,"2006",1107
"alto hospicio ","no habla ni entiende ninguna","aymara","hombre",2713,"2006",1107
"alto hospicio ","no habla ni entiende ninguna","aymara","mujer",2535,"2006",1107
"alto hospicio ","no habla ni entiende ninguna","quechua ","mujer",110,"2006",1107
"ancud ","sin dato","mapuche ","mujer",62,"2006",10202
"ancud ","habla y entiende","mapuche ","hombre",39,"2006",10202
"ancud ","solo entiende","mapuche ","mujer",151,"2006",10202
"ancud ","no habla ni entiende ninguna","mapuche ","hombre",3130,"2006",10202
"ancud ","no habla ni entiende ninguna","mapuche ","mujer",3527,"2006",10202
"ancud ","habla y entiende","mapuche ","mujer",78,"2006",10202
"angol ","habla y entiende","mapuche ","mujer",235,"2006",9201
"angol ","no habla ni entiende ninguna","mapuche ","mujer",1059,"2006",9201
"angol ","no habla ni entiende ninguna","mapuche ","hombre",1010,"2006",9201
"angol ","sin dato","sin dato","hombre",59,"2006",9201
"angol ","solo entiende","mapuche ","mujer",59,"2006",9201
"angol ","habla y entiende","mapuche ","hombre",176,"2006",9201
"angol ","solo entiende","mapuche ","hombre",226,"2006",9201
"antofagasta ","no habla ni entiende ninguna","atacameño","hombre",283,"2006",2101
"antofagasta ","no habla ni entiende ninguna","mapuche ","mujer",2464,"2006",2101
"antofagasta ","solo entiende","mapuche ","hombre",284,"2006",2101
"antofagasta ","habla y entiende","mapuche ","hombre",327,"2006",2101
"antofagasta ","no habla ni entiende ninguna","diaguita","hombre",306,"2006",2101
"antofagasta ","no habla ni entiende ninguna","diaguita","mujer",612,"2006",2101
"antofagasta ","no habla ni entiende ninguna","aymara","hombre",1864,"2006",2101
"antofagasta ","sin dato","sin dato","mujer",314,"2006",2101
"antofagasta ","sin dato","sin dato","hombre",628,"2006",2101
"antofagasta ","no habla ni entiende ninguna","aymara","mujer",816,"2006",2101
"antofagasta ","no habla ni entiende ninguna","mapuche ","hombre",1893,"2006",2101
"antuco ","habla y entiende","mapuche ","mujer",5,"2006",8302
"antuco ","no habla ni entiende ninguna","mapuche ","hombre",40,"2006",8302
"antuco ","solo entiende","mapuche ","mujer",5,"2006",8302
"antuco ","no habla ni entiende ninguna","mapuche ","mujer",35,"2006",8302
"arauco ","no habla ni entiende ninguna","mapuche ","mujer",666,"2006",8202
"arauco ","no habla ni entiende ninguna","mapuche ","hombre",1281,"2006",8202
"arica ","habla y entiende","aymara","hombre",1546,"2006",15101
"arica ","sin dato","aymara","mujer",434,"2006",15101
"arica ","habla y entiende","aymara","mujer",1574,"2006",15101
"arica ","solo entiende","aymara","mujer",2518,"2006",15101
"arica ","no habla ni entiende ninguna","aymara","hombre",13424,"2006",15101
"arica ","no habla ni entiende ninguna","atacameño","hombre",703,"2006",15101
"arica ","no habla ni entiende ninguna","atacameño","mujer",1665,"2006",15101
"arica ","no habla ni entiende ninguna","mapuche ","mujer",278,"2006",15101
"arica ","solo entiende","mapuche ","hombre",252,"2006",15101
"arica ","no habla ni entiende ninguna","mapuche ","hombre",793,"2006",15101
"arica ","habla y entiende","mapuche ","hombre",225,"2006",15101
"arica ","no habla ni entiende ninguna","aymara","mujer",12173,"2006",15101
"arica ","solo entiende","aymara","hombre",2051,"2006",15101
"buin ","no habla ni entiende ninguna","mapuche ","hombre",463,"2006",13402
"buin ","solo entiende","mapuche ","mujer",79,"2006",13402
"buin ","no habla ni entiende ninguna","kawaskar","hombre",168,"2006",13402
"buin ","solo entiende","mapuche ","hombre",158,"2006",13402
"buin ","no habla ni entiende ninguna","mapuche ","mujer",903,"2006",13402
"buin ","habla y entiende","mapuche ","mujer",241,"2006",13402
"buin ","habla y entiende","mapuche ","hombre",225,"2006",13402
"bulnes ","habla y entiende","mapuche ","hombre",40,"2006",16102
"bulnes ","no habla ni entiende ninguna","mapuche ","mujer",57,"2006",16102
"bulnes ","solo entiende","mapuche ","mujer",38,"2006",16102
"bulnes ","no habla ni entiende ninguna","mapuche ","hombre",152,"2006",16102
"cabildo ","sin dato","sin dato","hombre",32,"2006",5402
"cabildo ","no habla ni entiende ninguna","atacameño","hombre",32,"2006",5402
"cabildo ","no habla ni entiende ninguna","mapuche ","hombre",48,"2006",5402
"cabildo ","no habla ni entiende ninguna","mapuche ","mujer",238,"2006",5402
"cabo de hornos ","solo entiende","mapuche ","mujer",6,"2006",12201
"cabo de hornos ","solo entiende","yagan","mujer",3,"2006",12201
"cabo de hornos ","no habla ni entiende ninguna","mapuche ","mujer",83,"2006",12201
"cabo de hornos ","no habla ni entiende ninguna","yagan","mujer",31,"2006",12201
"cabo de hornos ","sin dato","mapuche ","hombre",7,"2006",12201
"cabo de hornos ","no habla ni entiende ninguna","mapuche ","hombre",112,"2006",12201
"cabo de hornos ","no habla ni entiende ninguna","yagan","hombre",42,"2006",12201
"cabo de hornos ","sin dato","mapuche ","mujer",3,"2006",12201
"cabo de hornos ","solo entiende","mapuche ","hombre",6,"2006",12201
"cabo de hornos ","habla y entiende","mapuche ","hombre",3,"2006",12201
"cabrero ","solo entiende","mapuche ","hombre",37,"2006",8303
"cabrero ","no habla ni entiende ninguna","mapuche ","hombre",320,"2006",8303
"cabrero ","no habla ni entiende ninguna","mapuche ","mujer",278,"2006",8303
"calama ","sin dato","sin dato","hombre",1,"2006",2201
"calama ","habla y entiende","quechua ","mujer",1558,"2006",2201
"calama ","no habla ni entiende ninguna","mapuche ","mujer",1622,"2006",2201
"calama ","habla y entiende","aymara","hombre",249,"2006",2201
"calama ","habla y entiende","atacameño","mujer",151,"2006",2201
"calama ","habla y entiende","aymara","mujer",8,"2006",2201
"calama ","no habla ni entiende ninguna","quechua ","mujer",28,"2006",2201
"calama ","no habla ni entiende ninguna","aymara","mujer",462,"2006",2201
"calama ","no habla ni entiende ninguna","quechua ","hombre",510,"2006",2201
"calama ","solo entiende","atacameño","hombre",3,"2006",2201
"calama ","solo entiende","aymara","mujer",247,"2006",2201
"calama ","no habla ni entiende ninguna","atacameño","mujer",7771,"2006",2201
"calama ","solo entiende","quechua ","hombre",301,"2006",2201
"calama ","no habla ni entiende ninguna","aymara","hombre",1167,"2006",2201
"calama ","solo entiende","quechua ","mujer",7,"2006",2201
"calama ","solo entiende","atacameño","mujer",13,"2006",2201
"calama ","solo entiende","mapuche ","hombre",246,"2006",2201
"calama ","solo entiende","mapuche ","mujer",4,"2006",2201
"calama ","no habla ni entiende ninguna","atacameño","hombre",7522,"2006",2201
"calama ","habla y entiende","quechua ","hombre",1107,"2006",2201
"calama ","habla y entiende","atacameño","hombre",158,"2006",2201
"calama ","no habla ni entiende ninguna","mapuche ","hombre",618,"2006",2201
"calama ","solo entiende","aymara","hombre",6,"2006",2201
"calbuco ","no habla ni entiende ninguna","mapuche ","mujer",4082,"2006",10102
"calbuco ","solo entiende","mapuche ","mujer",134,"2006",10102
"calbuco ","no habla ni entiende ninguna","mapuche ","hombre",4262,"2006",10102
"calbuco ","habla y entiende","mapuche ","hombre",136,"2006",10102
"calbuco ","no habla ni entiende ninguna","atacameño","hombre",204,"2006",10102
"calbuco ","no habla ni entiende ninguna","diaguita","mujer",22,"2006",10102
"calbuco ","habla y entiende","mapuche ","mujer",68,"2006",10102
"calbuco ","no habla ni entiende ninguna","diaguita","hombre",22,"2006",10102
"calbuco ","solo entiende","mapuche ","hombre",36,"2006",10102
"caldera ","no habla ni entiende ninguna","coya","mujer",116,"2006",3102
"caldera ","no habla ni entiende ninguna","aymara","hombre",72,"2006",3102
"caldera ","no habla ni entiende ninguna","mapuche ","mujer",101,"2006",3102
"caldera ","no habla ni entiende ninguna","mapuche ","hombre",155,"2006",3102
"caldera ","no habla ni entiende ninguna","diaguita","hombre",21,"2006",3102
"caldera ","no habla ni entiende ninguna","aymara","mujer",56,"2006",3102
"caldera ","no habla ni entiende ninguna","coya","hombre",44,"2006",3102
"caldera ","solo entiende","aymara","hombre",22,"2006",3102
"caldera ","sin dato","sin dato","hombre",22,"2006",3102
"caldera ","solo entiende","mapuche ","mujer",28,"2006",3102
"caldera ","no habla ni entiende ninguna","yagan","mujer",22,"2006",3102
"calera de tango ","habla y entiende","mapuche ","hombre",23,"2006",13403
"calera de tango ","no habla ni entiende ninguna","mapuche ","mujer",230,"2006",13403
"calera de tango ","no habla ni entiende ninguna","mapuche ","hombre",193,"2006",13403
"calera de tango ","no habla ni entiende ninguna","aymara","mujer",51,"2006",13403
"calera de tango ","solo entiende","aymara","hombre",17,"2006",13403
"calera de tango ","solo entiende","mapuche ","mujer",20,"2006",13403
"calle larga ","no habla ni entiende ninguna","quechua ","hombre",9,"2006",5302
"calle larga ","no habla ni entiende ninguna","mapuche ","mujer",35,"2006",5302
"calle larga ","sin dato","sin dato","hombre",22,"2006",5302
"calle larga ","no habla ni entiende ninguna","mapuche ","hombre",35,"2006",5302
"camarones ","no habla ni entiende ninguna","atacameño","mujer",2,"2006",15102
"camarones ","no habla ni entiende ninguna","aymara","mujer",254,"2006",15102
"camarones ","solo entiende","aymara","hombre",59,"2006",15102
"camarones ","habla y entiende","aymara","hombre",67,"2006",15102
"camarones ","habla y entiende","aymara","mujer",61,"2006",15102
"camarones ","no habla ni entiende ninguna","aymara","hombre",240,"2006",15102
"camarones ","habla y entiende","quechua ","hombre",3,"2006",15102
"camarones ","solo entiende","aymara","mujer",53,"2006",15102
"camiña ","habla y entiende","aymara","mujer",104,"2006",1402
"camiña ","no habla ni entiende ninguna","rapa nui ","hombre",4,"2006",1402
"camiña ","no habla ni entiende ninguna","rapa nui ","mujer",6,"2006",1402
"camiña ","no habla ni entiende ninguna","mapuche ","mujer",2,"2006",1402
"camiña ","no habla ni entiende ninguna","aymara","hombre",256,"2006",1402
"camiña ","habla y entiende","aymara","hombre",115,"2006",1402
"camiña ","solo entiende","aymara","hombre",124,"2006",1402
"camiña ","solo entiende","aymara","mujer",110,"2006",1402
"camiña ","no habla ni entiende ninguna","aymara","mujer",232,"2006",1402
"canela ","no habla ni entiende ninguna","mapuche ","mujer",53,"2006",4202
"canela ","solo entiende","mapuche ","mujer",10,"2006",4202
"canela ","no habla ni entiende ninguna","atacameño","hombre",19,"2006",4202
"canela ","no habla ni entiende ninguna","atacameño","mujer",38,"2006",4202
"canela ","no habla ni entiende ninguna","mapuche ","hombre",40,"2006",4202
"cañete ","habla y entiende","mapuche ","mujer",371,"2006",8203
"cañete ","solo entiende","mapuche ","hombre",625,"2006",8203
"cañete ","sin dato","mapuche ","mujer",309,"2006",8203
"cañete ","habla y entiende","mapuche ","hombre",367,"2006",8203
"cañete ","solo entiende","mapuche ","mujer",415,"2006",8203
"cañete ","no habla ni entiende ninguna","mapuche ","hombre",2100,"2006",8203
"cañete ","no habla ni entiende ninguna","mapuche ","mujer",2071,"2006",8203
"cañete ","sin dato","mapuche ","hombre",103,"2006",8203
"carahue ","no habla ni entiende ninguna","mapuche ","mujer",2917,"2006",9102
"carahue ","solo entiende","mapuche ","hombre",900,"2006",9102
"carahue ","no habla ni entiende ninguna","mapuche ","hombre",2870,"2006",9102
"carahue ","habla y entiende","mapuche ","mujer",852,"2006",9102
"carahue ","habla y entiende","aymara","mujer",74,"2006",9102
"carahue ","habla y entiende","mapuche ","hombre",758,"2006",9102
"carahue ","solo entiende","aymara","mujer",37,"2006",9102
"carahue ","solo entiende","mapuche ","mujer",770,"2006",9102
"carahue ","no habla ni entiende ninguna","aymara","hombre",37,"2006",9102
"cartagena ","solo entiende","mapuche ","hombre",28,"2006",5603
"cartagena ","no habla ni entiende ninguna","mapuche ","hombre",333,"2006",5603
"cartagena ","habla y entiende","mapuche ","mujer",83,"2006",5603
"cartagena ","no habla ni entiende ninguna","mapuche ","mujer",320,"2006",5603
"cartagena ","solo entiende","mapuche ","mujer",28,"2006",5603
"cartagena ","habla y entiende","mapuche ","hombre",114,"2006",5603
"casablanca ","solo entiende","mapuche ","hombre",104,"2006",5102
"casablanca ","no habla ni entiende ninguna","mapuche ","hombre",242,"2006",5102
"casablanca ","solo entiende","mapuche ","mujer",207,"2006",5102
"casablanca ","no habla ni entiende ninguna","mapuche ","mujer",289,"2006",5102
"castro ","no habla ni entiende ninguna","mapuche ","hombre",4475,"2006",10201
"castro ","sin dato","mapuche ","mujer",336,"2006",10201
"castro ","solo entiende","mapuche ","hombre",60,"2006",10201
"castro ","sin dato","mapuche ","hombre",115,"2006",10201
"castro ","no habla ni entiende ninguna","mapuche ","mujer",3666,"2006",10201
"catemu ","no habla ni entiende ninguna","mapuche ","mujer",28,"2006",5702
"catemu ","solo entiende","mapuche ","hombre",12,"2006",5702
"catemu ","no habla ni entiende ninguna","coya","hombre",12,"2006",5702
"cauquenes ","sin dato","sin dato","mujer",104,"2006",7201
"cauquenes ","no habla ni entiende ninguna","mapuche ","mujer",232,"2006",7201
"cauquenes ","sin dato","sin dato","hombre",156,"2006",7201
"cauquenes ","no habla ni entiende ninguna","mapuche ","hombre",165,"2006",7201
"cerrillos ","solo entiende","mapuche ","mujer",160,"2006",13102
"cerrillos ","no habla ni entiende ninguna","mapuche ","hombre",1452,"2006",13102
"cerrillos ","habla y entiende","aymara","hombre",80,"2006",13102
"cerrillos ","habla y entiende","mapuche ","mujer",75,"2006",13102
"cerrillos ","sin dato","sin dato","hombre",268,"2006",13102
"cerrillos ","solo entiende","mapuche ","hombre",65,"2006",13102
"cerrillos ","habla y entiende","mapuche ","hombre",215,"2006",13102
"cerrillos ","no habla ni entiende ninguna","mapuche ","mujer",1953,"2006",13102
"cerrillos ","sin dato","sin dato","mujer",67,"2006",13102
"cerro navia ","solo entiende","mapuche ","mujer",1232,"2006",13103
"cerro navia ","habla y entiende","mapuche ","hombre",1498,"2006",13103
"cerro navia ","solo entiende","mapuche ","hombre",827,"2006",13103
"cerro navia ","no habla ni entiende ninguna","mapuche ","hombre",4409,"2006",13103
"cerro navia ","no habla ni entiende ninguna","aymara","mujer",114,"2006",13103
"cerro navia ","sin dato","yagan","mujer",240,"2006",13103
"cerro navia ","no habla ni entiende ninguna","mapuche ","mujer",4465,"2006",13103
"cerro navia ","habla y entiende","mapuche ","mujer",1408,"2006",13103
"cerro navia ","habla y entiende","atacameño","hombre",105,"2006",13103
"chaitén ","solo entiende","mapuche ","hombre",16,"2006",10401
"chaitén ","no habla ni entiende ninguna","mapuche ","hombre",763,"2006",10401
"chaitén ","no habla ni entiende ninguna","mapuche ","mujer",1105,"2006",10401
"chanco ","habla y entiende","quechua ","hombre",40,"2006",7202
"chanco ","sin dato","sin dato","hombre",11,"2006",7202
"chanco ","sin dato","mapuche ","hombre",23,"2006",7202
"chanco ","sin dato","mapuche ","mujer",47,"2006",7202
"chanco ","no habla ni entiende ninguna","mapuche ","mujer",33,"2006",7202
"chanco ","sin dato","sin dato","mujer",33,"2006",7202
"chañaral ","no habla ni entiende ninguna","mapuche ","mujer",43,"2006",3201
"chañaral ","no habla ni entiende ninguna","diaguita","hombre",22,"2006",3201
"chañaral ","no habla ni entiende ninguna","coya","hombre",18,"2006",3201
"chañaral ","solo entiende","mapuche ","mujer",22,"2006",3201
"chañaral ","no habla ni entiende ninguna","coya","mujer",18,"2006",3201
"chañaral ","no habla ni entiende ninguna","diaguita","mujer",44,"2006",3201
"chañaral ","no habla ni entiende ninguna","mapuche ","hombre",86,"2006",3201
"chañaral ","habla y entiende","coya","mujer",22,"2006",3201
"chépica ","no habla ni entiende ninguna","mapuche ","hombre",67,"2006",6302
"chépica ","no habla ni entiende ninguna","mapuche ","mujer",82,"2006",6302
"chiguayante ","no habla ni entiende ninguna","mapuche ","mujer",233,"2006",8103
"chiguayante ","no habla ni entiende ninguna","mapuche ","hombre",553,"2006",8103
"chile chico ","no habla ni entiende ninguna","kawaskar","mujer",16,"2006",11401
"chile chico ","habla y entiende","mapuche ","mujer",4,"2006",11401
"chile chico ","no habla ni entiende ninguna","mapuche ","hombre",160,"2006",11401
"chile chico ","solo entiende","mapuche ","mujer",15,"2006",11401
"chile chico ","no habla ni entiende ninguna","mapuche ","mujer",239,"2006",11401
"chile chico ","no habla ni entiende ninguna","kawaskar","hombre",16,"2006",11401
"chillán ","sin dato","sin dato","mujer",447,"2006",16101
"chillán ","sin dato","mapuche ","hombre",78,"2006",16101
"chillán ","no habla ni entiende ninguna","mapuche ","mujer",670,"2006",16101
"chillán ","sin dato","sin dato","hombre",149,"2006",16101
"chillán ","sin dato","mapuche ","mujer",156,"2006",16101
"chillán ","no habla ni entiende ninguna","mapuche ","hombre",156,"2006",16101
"chillán viejo ","no habla ni entiende ninguna","mapuche ","hombre",172,"2006",16103
"chillán viejo ","no habla ni entiende ninguna","mapuche ","mujer",264,"2006",16103
"chimbarongo ","no habla ni entiende ninguna","mapuche ","hombre",143,"2006",6303
"chimbarongo ","no habla ni entiende ninguna","mapuche ","mujer",126,"2006",6303
"chimbarongo ","habla y entiende","mapuche ","mujer",74,"2006",6303
"cholchol ","no habla ni entiende ninguna","aymara","mujer",60,"2006",9121
"cholchol ","solo entiende","mapuche ","mujer",986,"2006",9121
"cholchol ","no habla ni entiende ninguna","atacameño","mujer",11,"2006",9121
"cholchol ","habla y entiende","mapuche ","mujer",1435,"2006",9121
"cholchol ","no habla ni entiende ninguna","mapuche ","hombre",1408,"2006",9121
"cholchol ","solo entiende","mapuche ","hombre",646,"2006",9121
"cholchol ","no habla ni entiende ninguna","mapuche ","mujer",1285,"2006",9121
"cholchol ","sin dato","mapuche ","hombre",25,"2006",9121
"cholchol ","habla y entiende","mapuche ","hombre",1521,"2006",9121
"chonchi ","no habla ni entiende ninguna","atacameño","hombre",38,"2006",10203
"chonchi ","no habla ni entiende ninguna","mapuche ","mujer",2032,"2006",10203
"chonchi ","habla y entiende","mapuche ","mujer",52,"2006",10203
"chonchi ","sin dato","mapuche ","mujer",88,"2006",10203
"chonchi ","no habla ni entiende ninguna","mapuche ","hombre",1656,"2006",10203
"chonchi ","solo entiende","mapuche ","mujer",11,"2006",10203
"chonchi ","solo entiende","mapuche ","hombre",33,"2006",10203
"chonchi ","no habla ni entiende ninguna","atacameño","mujer",76,"2006",10203
"chonchi ","habla y entiende","mapuche ","hombre",37,"2006",10203
"chonchi ","sin dato","mapuche ","hombre",22,"2006",10203
"cisnes ","sin dato","sin dato","mujer",12,"2006",11202
"cisnes ","no habla ni entiende ninguna","atacameño","mujer",13,"2006",11202
"cisnes ","no habla ni entiende ninguna","kawaskar","mujer",10,"2006",11202
"cisnes ","no habla ni entiende ninguna","mapuche ","hombre",486,"2006",11202
"cisnes ","no habla ni entiende ninguna","yagan","hombre",5,"2006",11202
"cisnes ","sin dato","mapuche ","mujer",60,"2006",11202
"cisnes ","sin dato","mapuche ","hombre",30,"2006",11202
"cisnes ","sin dato","sin dato","hombre",4,"2006",11202
"cisnes ","no habla ni entiende ninguna","mapuche ","mujer",462,"2006",11202
"cobquecura ","no habla ni entiende ninguna","mapuche ","mujer",36,"2006",16202
"cobquecura ","sin dato","mapuche ","hombre",16,"2006",16202
"cobquecura ","sin dato","mapuche ","mujer",8,"2006",16202
"cobquecura ","no habla ni entiende ninguna","mapuche ","hombre",80,"2006",16202
"cochamó ","no habla ni entiende ninguna","mapuche ","mujer",99,"2006",10103
"cochamó ","no habla ni entiende ninguna","mapuche ","hombre",147,"2006",10103
"cochrane ","sin dato","quechua ","hombre",4,"2006",11301
"cochrane ","sin dato","sin dato","hombre",4,"2006",11301
"cochrane ","sin dato","sin dato","mujer",4,"2006",11301
"cochrane ","sin dato","quechua ","mujer",4,"2006",11301
"cochrane ","no habla ni entiende ninguna","mapuche ","hombre",142,"2006",11301
"cochrane ","no habla ni entiende ninguna","mapuche ","mujer",97,"2006",11301
"codegua ","solo entiende","mapuche ","hombre",11,"2006",6102
"codegua ","habla y entiende","mapuche ","hombre",19,"2006",6102
"coelemu ","no habla ni entiende ninguna","aymara","hombre",27,"2006",16203
