"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",278,"2009",5602
"algarrobo","escuela especial (diferencial)","no pertenece a ningún pueblo indígena","hombre",85,"2009",5602
"algarrobo","centro de formación técnica completa (con título)","mapuche","hombre",8,"2009",5602
"algarrobo","educación media técnica profesional","mapuche","mujer",168,"2009",5602
"algarrobo","educación media técnica profesional","no pertenece a ningún pueblo indígena","hombre",402,"2009",5602
"algarrobo","educación media científico-humanística","no pertenece a ningún pueblo indígena","hombre",1711,"2009",5602
"algarrobo","ninguno","mapuche","hombre",71,"2009",5602
"algarrobo","educación preescolar o educación parvularia","no pertenece a ningún pueblo indígena","hombre",254,"2009",5602
"algarrobo","educación básica","mapuche","mujer",152,"2009",5602
"algarrobo","educación universitaria incompleta (sin título)","no pertenece a ningún pueblo indígena","mujer",177,"2009",5602
"algarrobo","centro de formación técnica completa (con título)","no pertenece a ningún pueblo indígena","mujer",92,"2009",5602
"algarrobo","educación universitaria completa (con título)","no pertenece a ningún pueblo indígena","hombre",184,"2009",5602
"algarrobo","preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",277,"2009",5602
"algarrobo","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",169,"2009",5602
"algarrobo","escuela especial (diferencial)","no pertenece a ningún pueblo indígena","mujer",12,"2009",5602
"algarrobo","educación básica","no pertenece a ningún pueblo indígena","hombre",1834,"2009",5602
"algarrobo","técnica, comercial, industrial o normalista (sistema antiguo","no pertenece a ningún pueblo indígena","hombre",14,"2009",5602
"algarrobo","educación media científico-humanística","mapuche","mujer",176,"2009",5602
"algarrobo","educación universitaria completa (con título)","no pertenece a ningún pueblo indígena","mujer",208,"2009",5602
"algarrobo","educación media científico-humanística","mapuche","hombre",8,"2009",5602
"algarrobo","ninguno","no pertenece a ningún pueblo indígena","hombre",177,"2009",5602
"algarrobo","ninguno","no pertenece a ningún pueblo indígena","mujer",685,"2009",5602
"algarrobo","educación básica","mapuche","hombre",213,"2009",5602
"algarrobo","instituto profesional incompleto (sin título) ","no pertenece a ningún pueblo indígena","hombre",320,"2009",5602
"algarrobo","instituto profesional incompleto (sin título) ","no pertenece a ningún pueblo indígena","mujer",26,"2009",5602
"algarrobo","técnica, comercial, industrial o normalista (sistema antiguo","no pertenece a ningún pueblo indígena","mujer",14,"2009",5602
"algarrobo","centro de formación técnica incompleta (sin título) ","no pertenece a ningún pueblo indígena","hombre",28,"2009",5602
"algarrobo","educación media técnica profesional","no pertenece a ningún pueblo indígena","mujer",553,"2009",5602
"algarrobo","preparatoria (sistema antiguo)","mapuche","hombre",59,"2009",5602
