"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"aisén ","ninguno","no pertenece a ningún pueblo indígena","hombre",830,"2006",11201
"aisén ","preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",690,"2006",11201
"aisén ","instituto profesional completa (con título)","kawaskar","mujer",35,"2006",11201
"aisén ","centro de formación técnica incompleta (sin título) ","no pertenece a ningún pueblo indígena","hombre",34,"2006",11201
"aisén ","educación básica","no pertenece a ningún pueblo indígena","mujer",3562,"2006",11201
"aisén ","educación media técnica profesional","no pertenece a ningún pueblo indígena","hombre",991,"2006",11201
"aisén ","educación universitaria incompleta (sin título)","no pertenece a ningún pueblo indígena","mujer",261,"2006",11201
"aisén ","escuela especial (diferencial)","no pertenece a ningún pueblo indígena","hombre",8,"2006",11201
"aisén ","universitaria de postgrado","no pertenece a ningún pueblo indígena","hombre",8,"2006",11201
"aisén ","educación universitaria incompleta (sin título)","no pertenece a ningún pueblo indígena","hombre",201,"2006",11201
"aisén ","ninguno","no pertenece a ningún pueblo indígena","mujer",1083,"2006",11201
"aisén ","educación media científico-humanística","no pertenece a ningún pueblo indígena","mujer",2636,"2006",11201
"aisén ","ninguno","mapuche ","mujer",214,"2006",11201
"aisén ","instituto profesional completa (con título)","no pertenece a ningún pueblo indígena","hombre",183,"2006",11201
"aisén ","educación universitaria incompleta (sin título)","mapuche ","mujer",41,"2006",11201
"aisén ","humanidades (sistema antiguo)","mapuche ","hombre",66,"2006",11201
"aisén ","educación básica","mapuche ","mujer",753,"2006",11201
"aisén ","centro de formación técnica completa ( con título)","no pertenece a ningún pueblo indígena","mujer",41,"2006",11201
"aisén ","educación media técnica profesional","mapuche ","hombre",71,"2006",11201
"aisén ","instituto profesional incompleta (sin título) ","no pertenece a ningún pueblo indígena","hombre",85,"2006",11201
"aisén ","educación media científico-humanística","mapuche ","mujer",428,"2006",11201
"aisén ","educación preescolar o educación parvularia","no pertenece a ningún pueblo indígena","hombre",306,"2006",11201
"aisén ","educación básica","mapuche ","hombre",447,"2006",11201
"aisén ","educación preescolar o educación parvularia","no pertenece a ningún pueblo indígena","mujer",627,"2006",11201
"aisén ","preparatoria (sistema antiguo)","kawaskar","hombre",35,"2006",11201
"aisén ","instituto profesional completa (con título)","no pertenece a ningún pueblo indígena","mujer",266,"2006",11201
"aisén ","escuela especial (diferencial)","no pertenece a ningún pueblo indígena","mujer",54,"2006",11201
"aisén ","preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",667,"2006",11201
"aisén ","educación preescolar o educación parvularia","mapuche ","mujer",9,"2006",11201
"aisén ","centro de formación técnica completa ( con título)","no pertenece a ningún pueblo indígena","hombre",33,"2006",11201
"aisén ","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",125,"2006",11201
"aisén ","preparatoria (sistema antiguo)","mapuche ","mujer",56,"2006",11201
"aisén ","educación media científico-humanística","no pertenece a ningún pueblo indígena","hombre",2427,"2006",11201
"aisén ","ninguno","mapuche ","hombre",179,"2006",11201
"aisén ","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",331,"2006",11201
"aisén ","educación universitaria completa (con título)","no pertenece a ningún pueblo indígena","hombre",505,"2006",11201
"aisén ","educación universitaria completa (con título)","no pertenece a ningún pueblo indígena","mujer",177,"2006",11201
"aisén ","educación media técnica profesional","no pertenece a ningún pueblo indígena","mujer",645,"2006",11201
"aisén ","educación media científico-humanística","mapuche ","hombre",286,"2006",11201
"aisén ","preparatoria (sistema antiguo)","mapuche ","hombre",45,"2006",11201
"aisén ","escuela especial (diferencial)","mapuche ","hombre",9,"2006",11201
"aisén ","educación media técnica profesional","mapuche ","mujer",79,"2006",11201
"aisén ","instituto profesional incompleta (sin título) ","no pertenece a ningún pueblo indígena","mujer",237,"2006",11201
"aisén ","educación universitaria completa (con título)","mapuche ","hombre",42,"2006",11201
"aisén ","centro de formación técnica incompleta (sin título) ","no pertenece a ningún pueblo indígena","mujer",66,"2006",11201
"aisén ","educación básica","no pertenece a ningún pueblo indígena","hombre",3756,"2006",11201
"algarrobo ","educación media científico-humanística","no pertenece a ningún pueblo indígena","mujer",1437,"2006",5602
"algarrobo ","educación universitaria incompleta (sin título)","no pertenece a ningún pueblo indígena","mujer",172,"2006",5602
"algarrobo ","educación media técnica profesional","mapuche ","mujer",4,"2006",5602
"algarrobo ","educación básica","no pertenece a ningún pueblo indígena","mujer",1584,"2006",5602
