"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"Algarrobo","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",6830,"2017",5602
"Algarrobo","Mapuche","Mapuche","Hombre",373,"2017",5602
"Algarrobo","No sabe/no responde","No sabe/no responde","Hombre",99,"2017",5602
"Algarrobo","Mapuche","Mapuche","Mujer",544,"2017",5602
"Algarrobo","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",8090,"2017",5602
"Alhué","Aimara","Aimara","Mujer",16,"2017",13502
"Alhué","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",2346,"2017",13502
"Alhué","Mapuche","Mapuche","Mujer",15,"2017",13502
"Alhué","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",2066,"2017",13502
"Alhué","Mapuche","Mapuche","Hombre",72,"2017",13502
"Alto Biobío","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",1166,"2017",8314
"Alto Biobío","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",1676,"2017",8314
"Alto Biobío","No sabe/no responde","No sabe/no responde","Hombre",24,"2017",8314
"Alto Biobío","Quechua","Quechua","Hombre",102,"2017",8314
"Alto Biobío","No sabe/no responde","No sabe/no responde","Mujer",36,"2017",8314
"Alto Biobío","Mapuche","Mapuche","Mujer",3346,"2017",8314
"Alto Biobío","Mapuche","Mapuche","Hombre",3066,"2017",8314
"Alto del Carmen","Diaguita","Diaguita","Mujer",1241,"2017",3302
"Alto del Carmen","Kawashkar o Alacalufes","Kawashkar o Alacalufes","Mujer",101,"2017",3302
"Alto del Carmen","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",1176,"2017",3302
"Alto del Carmen","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",1257,"2017",3302
"Alto del Carmen","Mapuche","Mapuche","Hombre",31,"2017",3302
"Alto del Carmen","Diaguita","Diaguita","Hombre",643,"2017",3302
"Alto Hospicio","Kawashkar o Alacalufes","Kawashkar o Alacalufes","Mujer",44,"2017",1107
"Alto Hospicio","No sabe/no responde","No sabe/no responde","Hombre",42,"2017",1107
"Alto Hospicio","Aimara","Aimara","Hombre",8102,"2017",1107
"Alto Hospicio","Diaguita","Diaguita","Mujer",987,"2017",1107
"Alto Hospicio","Atacameño (Likan-Antai)","Atacameño (Likan-Antai)","Mujer",188,"2017",1107
"Alto Hospicio","No sabe/no responde","No sabe/no responde","Mujer",128,"2017",1107
"Alto Hospicio","Atacameño (Likan-Antai)","Atacameño (Likan-Antai)","Hombre",154,"2017",1107
"Alto Hospicio","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",50111,"2017",1107
"Alto Hospicio","Mapuche","Mapuche","Hombre",1852,"2017",1107
"Alto Hospicio","Aimara","Aimara","Mujer",9642,"2017",1107
"Alto Hospicio","Mapuche","Mapuche","Mujer",1765,"2017",1107
"Alto Hospicio","Quechua","Quechua","Hombre",1060,"2017",1107
"Alto Hospicio","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",50147,"2017",1107
"Alto Hospicio","Quechua","Quechua","Mujer",1314,"2017",1107
"Alto Hospicio","Diaguita","Diaguita","Hombre",1398,"2017",1107
"Alto Hospicio","Kawashkar o Alacalufes","Kawashkar o Alacalufes","Hombre",37,"2017",1107
"Ancud","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",15400,"2017",10202
"Ancud","Mapuche","Mapuche","Hombre",4032,"2017",10202
"Ancud","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",16278,"2017",10202
"Ancud","Mapuche","Mapuche","Mujer",5349,"2017",10202
"Ancud","Kawashkar o Alacalufes","Kawashkar o Alacalufes","Hombre",73,"2017",10202
"Andacollo","Diaguita","Diaguita","Mujer",32,"2017",4103
"Andacollo","Mapuche","Mapuche","Hombre",33,"2017",4103
"Andacollo","Aimara","Aimara","Hombre",52,"2017",4103
"Andacollo","Aimara","Aimara","Mujer",26,"2017",4103
"Andacollo","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",3822,"2017",4103
"Andacollo","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",3354,"2017",4103
"Angol","Mapuche","Mapuche","Hombre",1973,"2017",9201
"Angol","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",24481,"2017",9201
"Angol","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",20828,"2017",9201
"Angol","Aimara","Aimara","Mujer",49,"2017",9201
"Angol","Quechua","Quechua","Hombre",28,"2017",9201
"Angol","Mapuche","Mapuche","Mujer",1967,"2017",9201
"Antofagasta","Quechua","Quechua","Mujer",578,"2017",2101
"Antofagasta","Diaguita","Diaguita","Mujer",1822,"2017",2101
"Antofagasta","No sabe/no responde","No sabe/no responde","Mujer",549,"2017",2101
"Antofagasta","Mapuche","Mapuche","Mujer",3465,"2017",2101
"Antofagasta","Diaguita","Diaguita","Hombre",1875,"2017",2101
"Antofagasta","No sabe/no responde","No sabe/no responde","Hombre",688,"2017",2101
"Antofagasta","Atacameño (Likan-Antai)","Atacameño (Likan-Antai)","Mujer",1191,"2017",2101
"Antofagasta","Quechua","Quechua","Hombre",305,"2017",2101
"Antofagasta","Atacameño (Likan-Antai)","Atacameño (Likan-Antai)","Hombre",2538,"2017",2101
"Antofagasta","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",188884,"2017",2101
"Antofagasta","Aimara","Aimara","Hombre",2069,"2017",2101
"Antofagasta","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",177384,"2017",2101
"Antofagasta","Mapuche","Mapuche","Hombre",3594,"2017",2101
"Antofagasta","Aimara","Aimara","Mujer",2512,"2017",2101
"Antuco","Mapuche","Mapuche","Mujer",37,"2017",8302
"Antuco","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",1505,"2017",8302
"Antuco","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",1789,"2017",8302
"Antuco","Mapuche","Mapuche","Hombre",18,"2017",8302
"Arauco","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",17292,"2017",8202
"Arauco","Quechua","Quechua","Mujer",66,"2017",8202
"Arauco","Mapuche","Mapuche","Hombre",3568,"2017",8202
"Arauco","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",20675,"2017",8202
"Arauco","Mapuche","Mapuche","Mujer",4158,"2017",8202
"Arauco","Quechua","Quechua","Hombre",66,"2017",8202
"Arica","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",56044,"2017",15101
"Arica","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Mujer",59884,"2017",15101
"Arica","Collas","Collas","Hombre",20,"2017",15101
"Arica","Mapuche","Mapuche","Hombre",1352,"2017",15101
"Arica","No sabe/no responde","No sabe/no responde","Hombre",121,"2017",15101
"Arica","No sabe/no responde","No sabe/no responde","Mujer",36,"2017",15101
"Arica","Atacameño (Likan-Antai)","Atacameño (Likan-Antai)","Mujer",282,"2017",15101
"Arica","Rapa-Nui o Pascuenses","Rapa-Nui o Pascuenses","Hombre",69,"2017",15101
"Arica","Atacameño (Likan-Antai)","Atacameño (Likan-Antai)","Hombre",355,"2017",15101
"Arica","Collas","Collas","Mujer",36,"2017",15101
"Arica","Diaguita","Diaguita","Hombre",709,"2017",15101
"Arica","Mapuche","Mapuche","Mujer",1181,"2017",15101
"Arica","Aimara","Aimara","Mujer",18713,"2017",15101
"Arica","Quechua","Quechua","Mujer",396,"2017",15101
"Arica","Diaguita","Diaguita","Mujer",781,"2017",15101
"Arica","Rapa-Nui o Pascuenses","Rapa-Nui o Pascuenses","Mujer",209,"2017",15101
"Arica","Quechua","Quechua","Hombre",427,"2017",15101
"Arica","Aimara","Aimara","Hombre",17648,"2017",15101
"Aysén","Mapuche","Mapuche","Hombre",4492,"2017",11201
"Aysén","No pertenece a ningún pueblo indígena","No pertenece a ningún pueblo indígena","Hombre",8797,"2017",11201
