"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"aisén ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10676,"2006",11201
"aisén ","kawaskar","kawaskar","hombre",35,"2006",11201
"aisén ","mapuche ","mapuche ","mujer",1580,"2006",11201
"aisén ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",10159,"2006",11201
"aisén ","kawaskar","kawaskar","mujer",35,"2006",11201
"aisén ","mapuche ","mapuche ","hombre",1145,"2006",11201
"algarrobo ","mapuche ","mapuche ","mujer",101,"2006",5602
"algarrobo ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",5656,"2006",5602
"algarrobo ","mapuche ","mapuche ","hombre",53,"2006",5602
"algarrobo ","atacameño","atacameño","hombre",45,"2006",5602
"algarrobo ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",4968,"2006",5602
"alhué ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",2236,"2006",13502
"alhué ","mapuche ","mapuche ","hombre",63,"2006",13502
"alhué ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",2279,"2006",13502
"alhué ","mapuche ","mapuche ","mujer",42,"2006",13502
"alto bío bío ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",1377,"2006",8314
"alto bío bío ","mapuche ","mapuche ","hombre",3119,"2006",8314
"alto bío bío ","mapuche ","mapuche ","mujer",3324,"2006",8314
"alto bío bío ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",1258,"2006",8314
"alto del carmen ","diaguita","diaguita","hombre",530,"2006",3302
"alto del carmen ","sin dato","sin dato","mujer",7,"2006",3302
"alto del carmen ","aymara","aymara","mujer",18,"2006",3302
"alto del carmen ","aymara","aymara","hombre",9,"2006",3302
"alto del carmen ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",1636,"2006",3302
"alto del carmen ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",1880,"2006",3302
"alto del carmen ","atacameño","atacameño","hombre",4,"2006",3302
"alto del carmen ","diaguita","diaguita","mujer",434,"2006",3302
"alto hospicio ","sin dato","sin dato","mujer",924,"2006",1107
"alto hospicio ","quechua ","quechua ","hombre",36,"2006",1107
"alto hospicio ","aymara","aymara","hombre",5076,"2006",1107
"alto hospicio ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",28597,"2006",1107
"alto hospicio ","aymara","aymara","mujer",5776,"2006",1107
"alto hospicio ","quechua ","quechua ","mujer",185,"2006",1107
"alto hospicio ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",31509,"2006",1107
"alto hospicio ","mapuche ","mapuche ","mujer",868,"2006",1107
"alto hospicio ","mapuche ","mapuche ","hombre",643,"2006",1107
"alto hospicio ","sin dato","sin dato","hombre",924,"2006",1107
"ancud ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",17191,"2006",10202
"ancud ","mapuche ","mapuche ","mujer",3818,"2006",10202
"ancud ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",16641,"2006",10202
"ancud ","mapuche ","mapuche ","hombre",3169,"2006",10202
"andacollo ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",4407,"2006",4103
"andacollo ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",4801,"2006",4103
"angol ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",21893,"2006",9201
"angol ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",24351,"2006",9201
"angol ","mapuche ","mapuche ","hombre",1412,"2006",9201
"angol ","sin dato","sin dato","hombre",59,"2006",9201
"angol ","mapuche ","mapuche ","mujer",1353,"2006",9201
"antofagasta ","aymara","aymara","hombre",1864,"2006",2101
"antofagasta ","aymara","aymara","mujer",816,"2006",2101
"antofagasta ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",158896,"2006",2101
"antofagasta ","diaguita","diaguita","hombre",306,"2006",2101
"antofagasta ","atacameño","atacameño","hombre",283,"2006",2101
"antofagasta ","sin dato","sin dato","mujer",314,"2006",2101
"antofagasta ","diaguita","diaguita","mujer",612,"2006",2101
"antofagasta ","mapuche ","mapuche ","hombre",2504,"2006",2101
"antofagasta ","sin dato","sin dato","hombre",628,"2006",2101
"antofagasta ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",156258,"2006",2101
"antofagasta ","mapuche ","mapuche ","mujer",2464,"2006",2101
"antuco ","mapuche ","mapuche ","hombre",40,"2006",8302
"antuco ","mapuche ","mapuche ","mujer",45,"2006",8302
"antuco ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",1720,"2006",8302
"antuco ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",1805,"2006",8302
"arauco ","mapuche ","mapuche ","hombre",1281,"2006",8202
"arauco ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",18068,"2006",8202
"arauco ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",19034,"2006",8202
"arauco ","mapuche ","mapuche ","mujer",666,"2006",8202
"arica ","atacameño","atacameño","mujer",1665,"2006",15101
"arica ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",66503,"2006",15101
"arica ","atacameño","atacameño","hombre",703,"2006",15101
"arica ","aymara","aymara","mujer",16699,"2006",15101
"arica ","mapuche ","mapuche ","mujer",278,"2006",15101
"arica ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",73509,"2006",15101
"arica ","aymara","aymara","hombre",17021,"2006",15101
"arica ","mapuche ","mapuche ","hombre",1270,"2006",15101
"buin ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",32837,"2006",13402
"buin ","kawaskar","kawaskar","hombre",168,"2006",13402
"buin ","mapuche ","mapuche ","mujer",1223,"2006",13402
"buin ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",34411,"2006",13402
"buin ","mapuche ","mapuche ","hombre",846,"2006",13402
"bulnes ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",9867,"2006",16102
"bulnes ","mapuche ","mapuche ","mujer",95,"2006",16102
"bulnes ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10810,"2006",16102
"bulnes ","mapuche ","mapuche ","hombre",192,"2006",16102
"cabildo ","mapuche ","mapuche ","mujer",238,"2006",5402
"cabildo ","sin dato","sin dato","hombre",32,"2006",5402
"cabildo ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",9420,"2006",5402
"cabildo ","atacameño","atacameño","hombre",32,"2006",5402
"cabildo ","mapuche ","mapuche ","hombre",48,"2006",5402
"cabildo ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10466,"2006",5402
"cabo de hornos ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",806,"2006",12201
"cabo de hornos ","yagan","yagan","hombre",42,"2006",12201
"cabo de hornos ","mapuche ","mapuche ","mujer",92,"2006",12201
"cabo de hornos ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",851,"2006",12201
"cabo de hornos ","mapuche ","mapuche ","hombre",128,"2006",12201
"cabo de hornos ","yagan","yagan","mujer",34,"2006",12201
"cabrero ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",13848,"2006",8303
"cabrero ","mapuche ","mapuche ","mujer",278,"2006",8303
"cabrero ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",13854,"2006",8303
"cabrero ","mapuche ","mapuche ","hombre",357,"2006",8303
"calama ","quechua ","quechua ","hombre",1918,"2006",2201
"calama ","atacameño","atacameño","hombre",7683,"2006",2201
"calama ","aymara","aymara","hombre",1422,"2006",2201
"calama ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",59109,"2006",2201
"calama ","sin dato","sin dato","hombre",1,"2006",2201
"calama ","atacameño","atacameño","mujer",7935,"2006",2201
"calama ","aymara","aymara","mujer",717,"2006",2201
"calama ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",59565,"2006",2201
"calama ","mapuche ","mapuche ","hombre",864,"2006",2201
"calama ","mapuche ","mapuche ","mujer",1626,"2006",2201
"calama ","quechua ","quechua ","mujer",1593,"2006",2201
"calbuco ","atacameño","atacameño","hombre",204,"2006",10102
"calbuco ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",12809,"2006",10102
"calbuco ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",11844,"2006",10102
"calbuco ","diaguita","diaguita","mujer",22,"2006",10102
"calbuco ","mapuche ","mapuche ","hombre",4434,"2006",10102
"calbuco ","mapuche ","mapuche ","mujer",4284,"2006",10102
"calbuco ","diaguita","diaguita","hombre",22,"2006",10102
"caldera ","coya","coya","mujer",116,"2006",3102
"caldera ","coya","coya","hombre",44,"2006",3102
"caldera ","yagan","yagan","mujer",22,"2006",3102
"caldera ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",7317,"2006",3102
"caldera ","aymara","aymara","mujer",56,"2006",3102
"caldera ","mapuche ","mapuche ","mujer",129,"2006",3102
"caldera ","aymara","aymara","hombre",94,"2006",3102
"caldera ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",6190,"2006",3102
"caldera ","mapuche ","mapuche ","hombre",155,"2006",3102
"caldera ","sin dato","sin dato","hombre",22,"2006",3102
"caldera ","diaguita","diaguita","hombre",21,"2006",3102
"calera de tango ","aymara","aymara","hombre",17,"2006",13403
"calera de tango ","mapuche ","mapuche ","mujer",250,"2006",13403
"calera de tango ","aymara","aymara","mujer",51,"2006",13403
"calera de tango ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",11281,"2006",13403
"calera de tango ","mapuche ","mapuche ","hombre",216,"2006",13403
"calera de tango ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",11072,"2006",13403
"calle larga ","mapuche ","mapuche ","mujer",35,"2006",5302
"calle larga ","mapuche ","mapuche ","hombre",35,"2006",5302
"calle larga ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",4929,"2006",5302
"calle larga ","quechua ","quechua ","hombre",9,"2006",5302
"calle larga ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",5015,"2006",5302
"calle larga ","sin dato","sin dato","hombre",22,"2006",5302
"camarones ","atacameño","atacameño","mujer",2,"2006",15102
"camarones ","quechua ","quechua ","hombre",3,"2006",15102
"camarones ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",200,"2006",15102
"camarones ","aymara","aymara","mujer",368,"2006",15102
"camarones ","aymara","aymara","hombre",366,"2006",15102
"camarones ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",179,"2006",15102
"camiña ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",54,"2006",1402
"camiña ","aymara","aymara","mujer",446,"2006",1402
"camiña ","rapa nui ","rapa nui ","hombre",4,"2006",1402
"camiña ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",66,"2006",1402
"camiña ","aymara","aymara","hombre",495,"2006",1402
"camiña ","mapuche ","mapuche ","mujer",2,"2006",1402
"camiña ","rapa nui ","rapa nui ","mujer",6,"2006",1402
"canela ","mapuche ","mapuche ","mujer",63,"2006",4202
"canela ","atacameño","atacameño","mujer",38,"2006",4202
"canela ","mapuche ","mapuche ","hombre",40,"2006",4202
"canela ","atacameño","atacameño","hombre",19,"2006",4202
"canela ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",4243,"2006",4202
"canela ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",3990,"2006",4202
"cañete ","mapuche ","mapuche ","hombre",3195,"2006",8203
"cañete ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",13259,"2006",8203
"cañete ","mapuche ","mapuche ","mujer",3166,"2006",8203
"cañete ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",12977,"2006",8203
"carahue ","aymara","aymara","mujer",111,"2006",9102
"carahue ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",7449,"2006",9102
"carahue ","aymara","aymara","hombre",37,"2006",9102
"carahue ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",7928,"2006",9102
"carahue ","mapuche ","mapuche ","hombre",4528,"2006",9102
"carahue ","mapuche ","mapuche ","mujer",4539,"2006",9102
"cartagena ","mapuche ","mapuche ","mujer",431,"2006",5603
"cartagena ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",9499,"2006",5603
"cartagena ","mapuche ","mapuche ","hombre",475,"2006",5603
"cartagena ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10810,"2006",5603
"casablanca ","mapuche ","mapuche ","hombre",346,"2006",5102
"casablanca ","mapuche ","mapuche ","mujer",496,"2006",5102
"casablanca ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",12127,"2006",5102
"casablanca ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",13075,"2006",5102
"castro ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",18606,"2006",10201
"castro ","mapuche ","mapuche ","hombre",4650,"2006",10201
"castro ","mapuche ","mapuche ","mujer",4002,"2006",10201
"castro ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",18883,"2006",10201
"catemu ","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",6260,"2006",5702
"catemu ","coya","coya","hombre",12,"2006",5702
"catemu ","mapuche ","mapuche ","mujer",28,"2006",5702
