"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","mapuche","mapuche","hombre",388,"2011",5602
"algarrobo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",5647,"2011",5602
"algarrobo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",6661,"2011",5602
"algarrobo","mapuche","mapuche","mujer",388,"2011",5602
"alhué","mapuche","mapuche","hombre",27,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",2366,"2011",13502
"alhué","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",2119,"2011",13502
"alhué","mapuche","mapuche","mujer",94,"2011",13502
"alto biobío","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",992,"2011",8314
"alto biobío","mapuche","mapuche","mujer",4851,"2011",8314
"alto biobío","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",914,"2011",8314
"alto biobío","mapuche","mapuche","hombre",4199,"2011",8314
"alto del carmen","coya","coya","hombre",9,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",1562,"2011",3302
"alto del carmen","mapuche","mapuche","mujer",22,"2011",3302
"alto del carmen","diaguita","diaguita","mujer",783,"2011",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",1515,"2011",3302
"alto del carmen","diaguita","diaguita","hombre",670,"2011",3302
"alto hospicio","diaguita","diaguita","mujer",323,"2011",1107
"alto hospicio","diaguita","diaguita","hombre",269,"2011",1107
"alto hospicio","mapuche","mapuche","mujer",2036,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",36816,"2011",1107
"alto hospicio","aymara","aymara","mujer",6886,"2011",1107
"alto hospicio","aymara","aymara","hombre",6191,"2011",1107
"alto hospicio","yagán (yámana)","yagán (yámana)","mujer",20,"2011",1107
"alto hospicio","atacameño (likán antai)","atacameño (likán antai)","hombre",59,"2011",1107
"alto hospicio","rapa nui (pascuense)","rapa nui (pascuense)","hombre",31,"2011",1107
"alto hospicio","mapuche","mapuche","hombre",1495,"2011",1107
"alto hospicio","atacameño (likán antai)","atacameño (likán antai)","mujer",173,"2011",1107
"alto hospicio","coya","coya","hombre",67,"2011",1107
"alto hospicio","quechua","quechua","hombre",400,"2011",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",40382,"2011",1107
"alto hospicio","quechua","quechua","mujer",708,"2011",1107
"ancud","mapuche","mapuche","hombre",3614,"2011",10202
"ancud","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",15608,"2011",10202
"ancud","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",17225,"2011",10202
"ancud","mapuche","mapuche","mujer",4446,"2011",10202
"ancud","aymara","aymara","hombre",23,"2011",10202
"andacollo","mapuche","mapuche","hombre",28,"2011",4103
"andacollo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",4111,"2011",4103
"andacollo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",4064,"2011",4103
"andacollo","diaguita","diaguita","hombre",50,"2011",4103
"andacollo","aymara","aymara","mujer",19,"2011",4103
"andacollo","diaguita","diaguita","mujer",75,"2011",4103
"angol","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",22392,"2011",9201
"angol","mapuche","mapuche","hombre",2993,"2011",9201
"angol","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",20928,"2011",9201
"angol","atacameño (likán antai)","atacameño (likán antai)","hombre",48,"2011",9201
"angol","mapuche","mapuche","mujer",2918,"2011",9201
"angol","atacameño (likán antai)","atacameño (likán antai)","mujer",24,"2011",9201
"antofagasta","rapa nui (pascuense)","rapa nui (pascuense)","hombre",16,"2011",2101
"antofagasta","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",163356,"2011",2101
"antofagasta","coya","coya","hombre",117,"2011",2101
"antofagasta","atacameño (likán antai)","atacameño (likán antai)","hombre",1328,"2011",2101
"antofagasta","coya","coya","mujer",89,"2011",2101
"antofagasta","diaguita","diaguita","mujer",1111,"2011",2101
"antofagasta","diaguita","diaguita","hombre",958,"2011",2101
"antofagasta","aymara","aymara","hombre",806,"2011",2101
"antofagasta","quechua","quechua","mujer",227,"2011",2101
"antofagasta","aymara","aymara","mujer",1027,"2011",2101
"antofagasta","atacameño (likán antai)","atacameño (likán antai)","mujer",1229,"2011",2101
"antofagasta","mapuche","mapuche","mujer",2925,"2011",2101
"antofagasta","rapa nui (pascuense)","rapa nui (pascuense)","mujer",16,"2011",2101
"antofagasta","quechua","quechua","hombre",117,"2011",2101
"antofagasta","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",177845,"2011",2101
"antofagasta","mapuche","mapuche","hombre",2623,"2011",2101
"antuco","mapuche","mapuche","mujer",81,"2011",8302
"antuco","mapuche","mapuche","hombre",37,"2011",8302
"antuco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",1698,"2011",8302
"antuco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",1658,"2011",8302
"arauco","yagán (yámana)","yagán (yámana)","hombre",73,"2011",8202
"arauco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",17440,"2011",8202
"arauco","mapuche","mapuche","hombre",2329,"2011",8202
"arauco","yagán (yámana)","yagán (yámana)","mujer",73,"2011",8202
"arauco","mapuche","mapuche","mujer",3316,"2011",8202
"arauco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",18868,"2011",8202
"arica","diaguita","diaguita","mujer",474,"2011",15101
"arica","mapuche","mapuche","hombre",1661,"2011",15101
"arica","rapa nui (pascuense)","rapa nui (pascuense)","mujer",54,"2011",15101
"arica","aymara","aymara","hombre",20120,"2011",15101
"arica","aymara","aymara","mujer",20773,"2011",15101
"arica","atacameño (likán antai)","atacameño (likán antai)","hombre",178,"2011",15101
"arica","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",60984,"2011",15101
"arica","diaguita","diaguita","hombre",311,"2011",15101
"arica","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",64027,"2011",15101
"arica","atacameño (likán antai)","atacameño (likán antai)","mujer",135,"2011",15101
"arica","quechua","quechua","mujer",462,"2011",15101
