"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1","algarrobo","sí, firmó","no pertenece a ningún pueblo indígena","hombre",2464,"2013",5602
"2","algarrobo","sí, firmó","mapuche","mujer",131,"2013",5602
"3","algarrobo","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1222,"2013",5602
"4","algarrobo","no tiene","no pertenece a ningún pueblo indígena","hombre",366,"2013",5602
"5","algarrobo","no tiene","mapuche","mujer",49,"2013",5602
"6","algarrobo","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",55,"2013",5602
"7","algarrobo","no tiene","no pertenece a ningún pueblo indígena","mujer",322,"2013",5602
"8","algarrobo","sí, firmó","mapuche","hombre",94,"2013",5602
"9","alhué","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",17,"2013",13502
"10","alhué","sí, firmó","no pertenece a ningún pueblo indígena","hombre",923,"2013",13502
"11","alhué","no tiene","no pertenece a ningún pueblo indígena","hombre",64,"2013",13502
"12","alhué","sí, firmó","no pertenece a ningún pueblo indígena","mujer",414,"2013",13502
"13","alhué","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",14,"2013",13502
"14","alhué","no tiene","no pertenece a ningún pueblo indígena","mujer",74,"2013",13502
"15","alto biobío","no tiene","mapuche","hombre",226,"2013",8314
"16","alto biobío","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",12,"2013",8314
"17","alto biobío","sí, firmó","no pertenece a ningún pueblo indígena","hombre",532,"2013",8314
"18","alto biobío","sí, firmó","mapuche","mujer",492,"2013",8314
"19","alto biobío","sí, firmó","no pertenece a ningún pueblo indígena","mujer",183,"2013",8314
"20","alto biobío","sí, firmó","mapuche","hombre",961,"2013",8314
"21","alto biobío","sí, pero no ha firmado","mapuche","mujer",12,"2013",8314
"22","alto del carmen","no tiene","diaguita","hombre",158,"2013",3302
"23","alto del carmen","sí, firmó","diaguita","mujer",433,"2013",3302
"24","alto del carmen","no tiene","no pertenece a ningún pueblo indígena","hombre",36,"2013",3302
"25","alto del carmen","sí, firmó","no pertenece a ningún pueblo indígena","mujer",66,"2013",3302
"26","alto del carmen","sí, firmó","no pertenece a ningún pueblo indígena","hombre",188,"2013",3302
"27","alto del carmen","no tiene","diaguita","mujer",24,"2013",3302
"28","alto del carmen","sí, firmó","mapuche","hombre",24,"2013",3302
"29","alto del carmen","sí, firmó","diaguita","hombre",484,"2013",3302
"30","alto hospicio","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",226,"2013",1107
"31","alto hospicio","ns/nr","no pertenece a ningún pueblo indígena","mujer",41,"2013",1107
"32","alto hospicio","sí, firmó","ns/nr","mujer",30,"2013",1107
"33","alto hospicio","no tiene","quechua","mujer",90,"2013",1107
"34","alto hospicio","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",29,"2013",1107
"35","alto hospicio","no tiene","aymara","hombre",180,"2013",1107
"36","alto hospicio","sí, firmó","ns/nr","hombre",21,"2013",1107
"37","alto hospicio","sí, firmó","coya","hombre",17,"2013",1107
"38","alto hospicio","sí, firmó","quechua","mujer",73,"2013",1107
"39","alto hospicio","no tiene","no pertenece a ningún pueblo indígena","hombre",608,"2013",1107
"40","alto hospicio","sí, firmó","aymara","hombre",1520,"2013",1107
"41","alto hospicio","sí, firmó","aymara","mujer",893,"2013",1107
"42","alto hospicio","no tiene","no pertenece a ningún pueblo indígena","mujer",1064,"2013",1107
"43","alto hospicio","sí, firmó","quechua","hombre",93,"2013",1107
"44","alto hospicio","sí, firmó","mapuche","hombre",281,"2013",1107
"45","alto hospicio","sí, firmó","no pertenece a ningún pueblo indígena","mujer",7971,"2013",1107
"46","alto hospicio","sí, pero no ha firmado","aymara","mujer",21,"2013",1107
"47","alto hospicio","sí, firmó","diaguita","mujer",95,"2013",1107
"48","alto hospicio","sí, firmó","mapuche","mujer",446,"2013",1107
"49","alto hospicio","ns/nr","no pertenece a ningún pueblo indígena","hombre",54,"2013",1107
"50","alto hospicio","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",38,"2013",1107
"51","alto hospicio","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",194,"2013",1107
"52","alto hospicio","sí, firmó","atacameño (likán antai)","mujer",18,"2013",1107
"53","alto hospicio","ns/nr","mapuche","mujer",27,"2013",1107
"54","alto hospicio","no tiene","aymara","mujer",251,"2013",1107
"55","alto hospicio","sí, firmó","diaguita","hombre",145,"2013",1107
"56","alto hospicio","sí, pero no ha firmado","mapuche","mujer",29,"2013",1107
"57","alto hospicio","no tiene","mapuche","mujer",53,"2013",1107
"58","alto hospicio","sí, firmó","no pertenece a ningún pueblo indígena","hombre",13525,"2013",1107
"59","alto hospicio","sí, firmó","atacameño (likán antai)","hombre",60,"2013",1107
"60","ancud","no tiene","mapuche","hombre",367,"2013",10202
"61","ancud","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",85,"2013",10202
"62","ancud","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",125,"2013",10202
"63","ancud","no se acuerda o no sabe si firmó contrato","mapuche","mujer",85,"2013",10202
"64","ancud","no se acuerda o no sabe si firmó contrato","mapuche","hombre",50,"2013",10202
"65","ancud","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",136,"2013",10202
"66","ancud","no tiene","no pertenece a ningún pueblo indígena","hombre",251,"2013",10202
"67","ancud","sí, firmó","mapuche","mujer",458,"2013",10202
"68","ancud","no tiene","mapuche","mujer",148,"2013",10202
"69","ancud","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3230,"2013",10202
"70","ancud","sí, firmó","mapuche","hombre",627,"2013",10202
"71","ancud","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3932,"2013",10202
"72","ancud","no tiene","no pertenece a ningún pueblo indígena","mujer",827,"2013",10202
"73","ancud","ns/nr","no pertenece a ningún pueblo indígena","hombre",48,"2013",10202
"74","andacollo","no se acuerda o no sabe si firmó contrato","mapuche","mujer",18,"2013",4103
"75","andacollo","ns/nr","no pertenece a ningún pueblo indígena","hombre",26,"2013",4103
"76","andacollo","no tiene","no pertenece a ningún pueblo indígena","mujer",148,"2013",4103
"77","andacollo","sí, firmó","no pertenece a ningún pueblo indígena","hombre",1305,"2013",4103
"78","andacollo","sí, firmó","no pertenece a ningún pueblo indígena","mujer",464,"2013",4103
"79","andacollo","no tiene","no pertenece a ningún pueblo indígena","hombre",144,"2013",4103
"80","andacollo","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",102,"2013",4103
"81","angol","ns/nr","ns/nr","mujer",50,"2013",9201
"82","angol","sí, firmó","ns/nr","hombre",35,"2013",9201
"83","angol","sí, pero no ha firmado","mapuche","mujer",27,"2013",9201
"84","angol","sí, firmó","mapuche","mujer",426,"2013",9201
"85","angol","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",48,"2013",9201
"86","angol","no tiene","no pertenece a ningún pueblo indígena","mujer",394,"2013",9201
"87","angol","sí, firmó","no pertenece a ningún pueblo indígena","mujer",5357,"2013",9201
"88","angol","no tiene","mapuche","hombre",54,"2013",9201
"89","angol","no tiene","ns/nr","mujer",263,"2013",9201
"90","angol","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",296,"2013",9201
"91","angol","no tiene","no pertenece a ningún pueblo indígena","hombre",319,"2013",9201
"92","angol","sí, firmó","mapuche","hombre",865,"2013",9201
"93","angol","sí, pero no ha firmado","mapuche","hombre",144,"2013",9201
"94","angol","sí, firmó","no pertenece a ningún pueblo indígena","hombre",7296,"2013",9201
"95","angol","sí, firmó","ns/nr","mujer",50,"2013",9201
"96","angol","no tiene","mapuche","mujer",105,"2013",9201
"97","antofagasta","no tiene","quechua","mujer",72,"2013",2101
"98","antofagasta","sí, firmó","atacameño (likán antai)","mujer",481,"2013",2101
"99","antofagasta","no tiene","no pertenece a ningún pueblo indígena","mujer",6249,"2013",2101
"100","antofagasta","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",1074,"2013",2101
"101","antofagasta","sí, firmó","no pertenece a ningún pueblo indígena","hombre",68825,"2013",2101
"102","antofagasta","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",514,"2013",2101
"103","antofagasta","ns/nr","no pertenece a ningún pueblo indígena","hombre",103,"2013",2101
"104","antofagasta","sí, firmó","coya","hombre",158,"2013",2101
"105","antofagasta","sí, pero no ha firmado","atacameño (likán antai)","hombre",43,"2013",2101
"106","antofagasta","no tiene","no pertenece a ningún pueblo indígena","hombre",3673,"2013",2101
"107","antofagasta","sí, firmó","diaguita","hombre",510,"2013",2101
