"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","hombre",2470,"2013",5602
"algarrobo","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","hombre",94,"2013",5602
"algarrobo","no está cotizando","mapuche","hombre",19,"2013",5602
"algarrobo","no está cotizando","no pertenece a ningún pueblo indígena","mujer",2019,"2013",5602
"algarrobo","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","hombre",106,"2013",5602
"algarrobo","sí, caja de previsión de la defensa nacional","no pertenece a ningún pueblo indígena","mujer",30,"2013",5602
"algarrobo","no está cotizando","no pertenece a ningún pueblo indígena","hombre",1074,"2013",5602
"algarrobo","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",1192,"2013",5602
"algarrobo","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",38,"2013",5602
"algarrobo","no está cotizando","mapuche","mujer",92,"2013",5602
"algarrobo","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","mujer",131,"2013",5602
"alhué","no está cotizando","no pertenece a ningún pueblo indígena","hombre",392,"2013",13502
"alhué","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","hombre",14,"2013",13502
"alhué","sí, caja de previsión de la defensa nacional","no pertenece a ningún pueblo indígena","hombre",18,"2013",13502
"alhué","si, ips ex inp. caja de ee. públicos, particulares, sss u otras","no pertenece a ningún pueblo indígena","hombre",11,"2013",13502
"alhué","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",347,"2013",13502
"alhué","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","hombre",971,"2013",13502
"alhué","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",14,"2013",13502
"alhué","no está cotizando","no pertenece a ningún pueblo indígena","mujer",384,"2013",13502
"alto biobío","sí, afp. cotización voluntaria del trabajador independiente","mapuche","mujer",13,"2013",8314
"alto biobío","no está cotizando","no pertenece a ningún pueblo indígena","mujer",103,"2013",8314
"alto biobío","no está cotizando","no pertenece a ningún pueblo indígena","hombre",38,"2013",8314
"alto biobío","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",142,"2013",8314
"alto biobío","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",13,"2013",8314
"alto biobío","no está cotizando","mapuche","hombre",679,"2013",8314
"alto biobío","sí, afp. cotización voluntaria del trabajador independiente","mapuche","hombre",45,"2013",8314
"alto biobío","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","mujer",434,"2013",8314
