"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","sí","mapuche","hombre",134,"2009",5602
"algarrobo","no","no pertenece a ningún pueblo indígena","hombre",1413,"2009",5602
"algarrobo","no sabe","no pertenece a ningún pueblo indígena","hombre",59,"2009",5602
"algarrobo","no","mapuche","mujer",401,"2009",5602
"algarrobo","no","mapuche","hombre",81,"2009",5602
"algarrobo","no sabe","no pertenece a ningún pueblo indígena","mujer",8,"2009",5602
"algarrobo","sí","no pertenece a ningún pueblo indígena","hombre",2998,"2009",5602
"algarrobo","sí","no pertenece a ningún pueblo indígena","mujer",1892,"2009",5602
"algarrobo","no","no pertenece a ningún pueblo indígena","mujer",2599,"2009",5602
"alhué","no","mapuche","hombre",9,"2009",13502
"alhué","sí","aymara","hombre",18,"2009",13502
"alhué","no","mapuche","mujer",15,"2009",13502
"alhué","sí","mapuche","hombre",25,"2009",13502
"alhué","no","no pertenece a ningún pueblo indígena","mujer",740,"2009",13502
"alhué","sí","no pertenece a ningún pueblo indígena","hombre",1131,"2009",13502
"alhué","no sabe","no pertenece a ningún pueblo indígena","mujer",177,"2009",13502
"alhué","no sabe","no pertenece a ningún pueblo indígena","hombre",151,"2009",13502
"alhué","sí","no pertenece a ningún pueblo indígena","mujer",735,"2009",13502
"alhué","no sabe","aymara","mujer",6,"2009",13502
"alhué","sí","mapuche","mujer",6,"2009",13502
"alhué","no","no pertenece a ningún pueblo indígena","hombre",450,"2009",13502
"alto bío bío","no","no pertenece a ningún pueblo indígena","hombre",448,"2009",8314
"alto bío bío","sí","no pertenece a ningún pueblo indígena","mujer",310,"2009",8314
"alto bío bío","sí","no pertenece a ningún pueblo indígena","hombre",628,"2009",8314
"alto bío bío","no","mapuche","mujer",2048,"2009",8314
"alto bío bío","no sabe","mapuche","hombre",134,"2009",8314
"alto bío bío","no","mapuche","hombre",1530,"2009",8314
"alto bío bío","sí","mapuche","mujer",478,"2009",8314
"alto bío bío","no","no pertenece a ningún pueblo indígena","mujer",661,"2009",8314
"alto bío bío","sí","quechua","hombre",7,"2009",8314
"alto bío bío","no sabe","no pertenece a ningún pueblo indígena","hombre",19,"2009",8314
