"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","no está cotizando","no pertenece a ningún pueblo indígena","hombre",7073,"2015",1107
"alto hospicio","no está cotizando","no pertenece a ningún pueblo indígena","mujer",10695,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","atacameño (likán-antai)","mujer",31,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","diaguita","hombre",364,"2015",1107
"alto hospicio","no está cotizando","sin dato","mujer",27,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",7646,"2015",1107
"alto hospicio","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","mujer",38,"2015",1107
"alto hospicio","no sabe","aimara","hombre",78,"2015",1107
"alto hospicio","no está cotizando","quechua","mujer",71,"2015",1107
"alto hospicio","no sabe","no pertenece a ningún pueblo indígena","mujer",261,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","mujer",274,"2015",1107
"alto hospicio","no está cotizando","aimara","mujer",1209,"2015",1107
"alto hospicio","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",452,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","quechua","mujer",223,"2015",1107
"alto hospicio","no está cotizando","diaguita","mujer",37,"2015",1107
"alto hospicio","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","mujer",41,"2015",1107
"alto hospicio","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","hombre",663,"2015",1107
"alto hospicio","sí, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","hombre",406,"2015",1107
"alto hospicio","no está cotizando","diaguita","hombre",42,"2015",1107
"alto hospicio","no está cotizando","mapuche","mujer",290,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","diaguita","mujer",124,"2015",1107
"alto hospicio","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","hombre",38,"2015",1107
"alto hospicio","no está cotizando","atacameño (likán-antai)","mujer",68,"2015",1107
"alto hospicio","sí, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","mujer",38,"2015",1107
"alto hospicio","no está cotizando","collas","mujer",38,"2015",1107
"alto hospicio","no está cotizando","quechua","hombre",44,"2015",1107
"alto hospicio","no está cotizando","mapuche","hombre",144,"2015",1107
"alto hospicio","no sabe","mapuche","hombre",75,"2015",1107
"alto hospicio","no está cotizando","aimara","hombre",601,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","aimara","mujer",772,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","aimara","hombre",1138,"2015",1107
"alto hospicio","sí, caja de previsión de la defensa nacional (capredena)","mapuche","hombre",21,"2015",1107
"alto hospicio","no sabe","aimara","mujer",21,"2015",1107
"alto hospicio","sí, afp. cotización voluntaria del trabajador independiente","aimara","hombre",76,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","hombre",500,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","quechua","hombre",232,"2015",1107
"alto hospicio","sí, afp. cotización voluntaria del trabajador independiente","aimara","mujer",93,"2015",1107
"alto hospicio","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","hombre",915,"2015",1107
"alto hospicio","no sabe","no pertenece a ningún pueblo indígena","hombre",108,"2015",1107
"alto hospicio","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","hombre",16178,"2015",1107
"ancud","sí, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","hombre",114,"2015",10202
"ancud","no está cotizando","aimara","hombre",28,"2015",10202
"ancud","no está cotizando","no pertenece a ningún pueblo indígena","mujer",4009,"2015",10202
"ancud","sí, afp. cotización voluntaria del trabajador independiente","mapuche","mujer",32,"2015",10202
"ancud","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",3323,"2015",10202
"ancud","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","hombre",234,"2015",10202
"ancud","sí, ips ex inp (canaempu, empart, sss u otras)","mapuche","hombre",30,"2015",10202
"ancud","sí, ips ex inp (canaempu, empart, sss u otras)","mapuche","mujer",48,"2015",10202
"ancud","sí, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","mujer",108,"2015",10202
"ancud","sí, afp. cotización voluntaria del trabajador independiente","mapuche","hombre",27,"2015",10202
"ancud","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","hombre",46,"2015",10202
"ancud","no sabe","no pertenece a ningún pueblo indígena","hombre",163,"2015",10202
"ancud","no está cotizando","mapuche","hombre",886,"2015",10202
"ancud","sí, afp. cotización obligatoria del trabajador dependiente","aimara","hombre",28,"2015",10202
"ancud","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",137,"2015",10202
"ancud","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","hombre",3708,"2015",10202
"ancud","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","mujer",1158,"2015",10202
"ancud","no está cotizando","mapuche","mujer",1063,"2015",10202
"ancud","no sabe","no pertenece a ningún pueblo indígena","mujer",101,"2015",10202
"ancud","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","hombre",28,"2015",10202
"ancud","no está cotizando","aimara","mujer",28,"2015",10202
"ancud","no está cotizando","no pertenece a ningún pueblo indígena","hombre",3775,"2015",10202
"ancud","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","hombre",1035,"2015",10202
"angol","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",492,"2015",9201
"angol","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","hombre",6351,"2015",9201
"angol","no está cotizando","no pertenece a ningún pueblo indígena","hombre",3931,"2015",9201
"angol","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",4715,"2015",9201
"angol","sí, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","hombre",257,"2015",9201
"angol","sí, afp. cotización obligatoria del trabajador dependiente","aimara","mujer",31,"2015",9201
"angol","no sabe","no pertenece a ningún pueblo indígena","hombre",87,"2015",9201
"angol","no está cotizando","mapuche","mujer",342,"2015",9201
"angol","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","hombre",140,"2015",9201
"angol","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","mujer",124,"2015",9201
"angol","no sabe","no pertenece a ningún pueblo indígena","mujer",87,"2015",9201
"angol","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","mujer",351,"2015",9201
"angol","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","hombre",395,"2015",9201
"angol","no está cotizando","aimara","hombre",23,"2015",9201
"angol","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","hombre",216,"2015",9201
"angol","no está cotizando","mapuche","hombre",360,"2015",9201
"angol","sí, afp. cotización obligatoria del trabajador dependiente","aimara","hombre",31,"2015",9201
"angol","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","hombre",501,"2015",9201
"angol","no está cotizando","aimara","mujer",23,"2015",9201
"angol","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","mujer",318,"2015",9201
"angol","no está cotizando","no pertenece a ningún pueblo indígena","mujer",5699,"2015",9201
"antofagasta","no sabe","no pertenece a ningún pueblo indígena","mujer",237,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","mujer",45907,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","aimara","mujer",168,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","collas","hombre",102,"2015",2101
"antofagasta","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","mujer",9613,"2015",2101
"antofagasta","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","hombre",206,"2015",2101
"antofagasta","no está cotizando","no pertenece a ningún pueblo indígena","mujer",45569,"2015",2101
"antofagasta","sí, afp. cotización voluntaria del trabajador independiente","no pertenece a ningún pueblo indígena","hombre",4849,"2015",2101
"antofagasta","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","hombre",168,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","mujer",550,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","diaguita","mujer",96,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","aimara","hombre",173,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","diaguita","hombre",278,"2015",2101
"antofagasta","no está cotizando","diaguita","mujer",735,"2015",2101
"antofagasta","sí, afp. cotización voluntaria del trabajador independiente","aimara","mujer",517,"2015",2101
"antofagasta","no sabe","no pertenece a ningún pueblo indígena","hombre",641,"2015",2101
"antofagasta","sí, ips ex inp (canaempu, empart, sss u otras)","no pertenece a ningún pueblo indígena","mujer",243,"2015",2101
"antofagasta","sí, afp. cotización voluntaria del trabajador independiente","diaguita","mujer",66,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","no pertenece a ningún pueblo indígena","hombre",70153,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","atacameño (likán-antai)","mujer",369,"2015",2101
"antofagasta","no está cotizando","atacameño (likán-antai)","mujer",302,"2015",2101
"antofagasta","no está cotizando","mapuche","mujer",892,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","mapuche","hombre",1328,"2015",2101
"antofagasta","sí, afp. cotización voluntaria del trabajador independiente","quechua","mujer",54,"2015",2101
"antofagasta","sí, afp. cotización voluntaria del trabajador independiente","mapuche","mujer",251,"2015",2101
"antofagasta","sí, afp. cotización obligatoria del trabajador dependiente","atacameño (likán-antai)","hombre",242,"2015",2101
"antofagasta","no está cotizando","mapuche","hombre",504,"2015",2101
"antofagasta","no está cotizando","no pertenece a ningún pueblo indígena","hombre",26835,"2015",2101
"arauco","no está cotizando","mapuche","mujer",319,"2015",8202
"arauco","no está cotizando","no pertenece a ningún pueblo indígena","hombre",5680,"2015",8202
"arauco","no sabe","no pertenece a ningún pueblo indígena","mujer",633,"2015",8202
"arauco","sí, caja de previsión de la defensa nacional (capredena)","no pertenece a ningún pueblo indígena","hombre",53,"2015",8202
"arauco","sí, afp. cotización voluntaria del trabajador independiente","mapuche","hombre",62,"2015",8202
