"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1","algarrobo","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",209,"2011",5602
"2","algarrobo","estudiante","no pertenece a ningún pueblo indígena","hombre",738,"2011",5602
"3","algarrobo","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",51,"2011",5602
"4","algarrobo","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",929,"2011",5602
"5","algarrobo","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",51,"2011",5602
"6","algarrobo","no tiene con quien dejar a otro familiar","no pertenece a ningún pueblo indígena","mujer",51,"2011",5602
"7","algarrobo","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",123,"2011",5602
"8","algarrobo","otra razón","no pertenece a ningún pueblo indígena","mujer",82,"2011",5602
"9","algarrobo","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","hombre",266,"2011",5602
"10","algarrobo","no tiene interés de trabajar","no pertenece a ningún pueblo indígena","mujer",41,"2011",5602
"11","algarrobo","piensa que nadie le dará trabajo","no pertenece a ningún pueblo indígena","mujer",123,"2011",5602
"12","algarrobo","estudiante","no pertenece a ningún pueblo indígena","mujer",1293,"2011",5602
"13","algarrobo","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",1811,"2011",5602
"14","algarrobo","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","mujer",342,"2011",5602
"15","alhué","quehaceres del hogar","mapuche","mujer",45,"2011",13502
"16","alhué","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","mujer",32,"2011",13502
"17","alhué","no tiene interés de trabajar","no pertenece a ningún pueblo indígena","hombre",49,"2011",13502
"18","alhué","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","mujer",27,"2011",13502
"19","alhué","estudiante","no pertenece a ningún pueblo indígena","mujer",263,"2011",13502
"20","alhué","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",36,"2011",13502
"21","alhué","estudiante","no pertenece a ningún pueblo indígena","hombre",161,"2011",13502
"22","alhué","otra razón","no pertenece a ningún pueblo indígena","mujer",80,"2011",13502
"23","alhué","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",184,"2011",13502
"24","alhué","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",71,"2011",13502
"25","alhué","piensa que nadie le dará trabajo","no pertenece a ningún pueblo indígena","hombre",22,"2011",13502
"26","alhué","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",94,"2011",13502
"27","alhué","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","mujer",149,"2011",13502
"28","alhué","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",273,"2011",13502
"29","alto biobío","no tiene interés de trabajar","mapuche","mujer",215,"2011",8314
"30","alto biobío","empezará pronto o iniciará  actividad por su cuenta","mapuche","hombre",43,"2011",8314
"31","alto biobío","quehaceres del hogar","mapuche","hombre",43,"2011",8314
"32","alto biobío","busca cuando lo necesita o tiene trabajo esporádico","mapuche","hombre",43,"2011",8314
"33","alto biobío","no tiene con quien dejar a los niños","mapuche","mujer",190,"2011",8314
"34","alto biobío","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",9,"2011",8314
"35","alto biobío","piensa que nadie le dará trabajo","mapuche","hombre",86,"2011",8314
"36","alto biobío","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","hombre",18,"2011",8314
"37","alto biobío","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",9,"2011",8314
"38","alto biobío","estudiante","mapuche","mujer",527,"2011",8314
"39","alto biobío","piensa que nadie le dará trabajo","mapuche","mujer",233,"2011",8314
"40","alto biobío","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",9,"2011",8314
"41","alto biobío","piensa que nadie le dará trabajo","no pertenece a ningún pueblo indígena","mujer",16,"2011",8314
"42","alto biobío","quehaceres del hogar","mapuche","mujer",1016,"2011",8314
"43","alto biobío","otra razón","no pertenece a ningún pueblo indígena","hombre",9,"2011",8314
"44","alto biobío","las reglas, horarios, distancias de trabajos no le acomodan","mapuche","hombre",43,"2011",8314
"45","alto biobío","está enfermo o tiene una discapacidad","mapuche","mujer",43,"2011",8314
"46","alto biobío","jubilado(a), pensionado(a) o montepiada","mapuche","hombre",111,"2011",8314
"47","alto biobío","jubilado(a), pensionado(a) o montepiada","mapuche","mujer",226,"2011",8314
"48","alto biobío","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",16,"2011",8314
"49","alto biobío","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","mujer",52,"2011",8314
"50","alto biobío","no tiene con quien dejar a adultos mayores","mapuche","mujer",43,"2011",8314
"51","alto biobío","está enfermo o tiene una discapacidad","mapuche","hombre",104,"2011",8314
"52","alto biobío","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",153,"2011",8314
"53","alto biobío","piensa que nadie le dará trabajo","no pertenece a ningún pueblo indígena","hombre",9,"2011",8314
"54","alto biobío","estudiante","no pertenece a ningún pueblo indígena","hombre",154,"2011",8314
"55","alto biobío","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","mujer",9,"2011",8314
"56","alto biobío","estudiante","no pertenece a ningún pueblo indígena","mujer",124,"2011",8314
"57","alto biobío","estudiante","mapuche","hombre",516,"2011",8314
"58","alto biobío","otra razón","mapuche","mujer",122,"2011",8314
"59","alto biobío","no tiene interés de trabajar","mapuche","hombre",86,"2011",8314
"60","alto del carmen","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",11,"2011",3302
"61","alto del carmen","estudiante","no pertenece a ningún pueblo indígena","mujer",115,"2011",3302
"62","alto del carmen","estudiante","diaguita","hombre",99,"2011",3302
"63","alto del carmen","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","mujer",9,"2011",3302
"64","alto del carmen","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",27,"2011",3302
"65","alto del carmen","no tiene con quien dejar a adultos mayores","diaguita","mujer",22,"2011",3302
"66","alto del carmen","no tiene interés de trabajar","diaguita","hombre",6,"2011",3302
"67","alto del carmen","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",26,"2011",3302
"68","alto del carmen","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",42,"2011",3302
"69","alto del carmen","otra razón","no pertenece a ningún pueblo indígena","hombre",6,"2011",3302
"70","alto del carmen","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","mujer",256,"2011",3302
"71","alto del carmen","estudiante","no pertenece a ningún pueblo indígena","hombre",96,"2011",3302
"72","alto del carmen","estudiante","diaguita","mujer",122,"2011",3302
"73","alto del carmen","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",236,"2011",3302
"74","alto del carmen","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",142,"2011",3302
"75","alto del carmen","jubilado(a), pensionado(a) o montepiada","diaguita","hombre",25,"2011",3302
"76","alto del carmen","no tiene interés de trabajar","diaguita","mujer",22,"2011",3302
"77","alto del carmen","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","hombre",7,"2011",3302
"78","alto del carmen","empezará pronto o iniciará  actividad por su cuenta","no pertenece a ningún pueblo indígena","mujer",7,"2011",3302
"79","alto del carmen","está enfermo o tiene una discapacidad","diaguita","mujer",9,"2011",3302
"80","alto del carmen","no tiene interés de trabajar","no pertenece a ningún pueblo indígena","hombre",12,"2011",3302
"81","alto del carmen","jubilado(a), pensionado(a) o montepiada","diaguita","mujer",84,"2011",3302
"82","alto del carmen","no tiene con quien dejar a los niños","diaguita","mujer",110,"2011",3302
"83","alto del carmen","tiene otra fuente de ingreso (seguro cesantía, rentas,etc)","no pertenece a ningún pueblo indígena","mujer",13,"2011",3302
"84","alto del carmen","empezará pronto o iniciará  actividad por su cuenta","diaguita","hombre",9,"2011",3302
"85","alto del carmen","quehaceres del hogar","diaguita","mujer",67,"2011",3302
"86","alto del carmen","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",9,"2011",3302
"87","alto hospicio","empezará pronto o iniciará  actividad por su cuenta","aymara","hombre",32,"2011",1107
"88","alto hospicio","estudiante","quechua","hombre",84,"2011",1107
"89","alto hospicio","las reglas, horarios, distancias de trabajos no le acomodan","aymara","mujer",9,"2011",1107
"90","alto hospicio","otra razón","no pertenece a ningún pueblo indígena","hombre",564,"2011",1107
"91","alto hospicio","está esperando resultado de gestiones ya emprendidas","aymara","hombre",22,"2011",1107
"92","alto hospicio","quehaceres del hogar","aymara","mujer",645,"2011",1107
"93","alto hospicio","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","hombre",17,"2011",1107
"94","alto hospicio","otra razón","aymara","hombre",167,"2011",1107
"95","alto hospicio","quehaceres del hogar","mapuche","hombre",8,"2011",1107
"96","alto hospicio","las reglas, horarios, distancias de trabajos no le acomodan","no pertenece a ningún pueblo indígena","hombre",12,"2011",1107
"97","alto hospicio","estudiante","no pertenece a ningún pueblo indígena","hombre",5876,"2011",1107
"98","alto hospicio","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",1698,"2011",1107
"99","alto hospicio","otra razón","no pertenece a ningún pueblo indígena","mujer",785,"2011",1107
"100","alto hospicio","estudiante","diaguita","mujer",95,"2011",1107
"101","alto hospicio","las reglas, horarios, distancias de trabajos no le acomodan","no pertenece a ningún pueblo indígena","mujer",50,"2011",1107
"102","alto hospicio","no tiene interés de trabajar","aymara","mujer",20,"2011",1107
"103","alto hospicio","otra razón","diaguita","hombre",24,"2011",1107
"104","alto hospicio","piensa que nadie le dará trabajo","aymara","hombre",27,"2011",1107
"105","alto hospicio","busca cuando lo necesita o tiene trabajo esporádico","mapuche","mujer",27,"2011",1107
"106","alto hospicio","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","hombre",309,"2011",1107
"107","alto hospicio","jubilado(a), pensionado(a) o montepiada","quechua","mujer",25,"2011",1107
"108","alto hospicio","estudiante","atacameño (likán antai)","hombre",34,"2011",1107
"109","alto hospicio","quehaceres del hogar","aymara","hombre",20,"2011",1107
"110","alto hospicio","empezará pronto o iniciará  actividad por su cuenta","no pertenece a ningún pueblo indígena","hombre",41,"2011",1107
"111","alto hospicio","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",22,"2011",1107
"112","alto hospicio","no tiene con quien dejar a adultos mayores","mapuche","mujer",53,"2011",1107
"113","alto hospicio","jubilado(a), pensionado(a) o montepiada","mapuche","hombre",33,"2011",1107
"114","alto hospicio","estudiante","aymara","hombre",1093,"2011",1107
"115","alto hospicio","tiene otra fuente de ingreso (seguro cesantía, rentas,etc)","mapuche","mujer",25,"2011",1107
"116","alto hospicio","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",1330,"2011",1107
"117","alto hospicio","otra razón","quechua","mujer",10,"2011",1107
"118","alto hospicio","jubilado(a), pensionado(a) o montepiada","mapuche","mujer",72,"2011",1107
"119","alto hospicio","empezará pronto o iniciará  actividad por su cuenta","aymara","mujer",21,"2011",1107
"120","alto hospicio","ofrecen sueldos muy bajos","no pertenece a ningún pueblo indígena","mujer",25,"2011",1107
"121","alto hospicio","no tiene con quien dejar a otro familiar","no pertenece a ningún pueblo indígena","mujer",50,"2011",1107
"122","alto hospicio","las reglas, horarios, distancias de trabajos no le acomodan","mapuche","mujer",12,"2011",1107
"123","alto hospicio","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","mujer",52,"2011",1107
"124","alto hospicio","estudiante","aymara","mujer",1466,"2011",1107
"125","alto hospicio","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",354,"2011",1107
"126","alto hospicio","estudiante","mapuche","mujer",291,"2011",1107
"127","alto hospicio","jubilado(a), pensionado(a) o montepiada","diaguita","mujer",19,"2011",1107
"128","alto hospicio","está enfermo o tiene una discapacidad","atacameño (likán antai)","mujer",19,"2011",1107
"129","alto hospicio","no tiene con quien dejar a los niños","mapuche","mujer",10,"2011",1107
"130","alto hospicio","está enfermo o tiene una discapacidad","diaguita","hombre",18,"2011",1107
"131","alto hospicio","estudiante","mapuche","hombre",258,"2011",1107
"132","alto hospicio","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",482,"2011",1107
"133","alto hospicio","estudiante","atacameño (likán antai)","mujer",45,"2011",1107
"134","alto hospicio","no tiene con quien dejar a otro familiar","aymara","mujer",16,"2011",1107
"135","alto hospicio","quehaceres del hogar","atacameño (likán antai)","mujer",11,"2011",1107
"136","alto hospicio","tiene otra fuente de ingreso (seguro cesantía, rentas,etc)","aymara","mujer",10,"2011",1107
"137","alto hospicio","ofrecen sueldos muy bajos","no pertenece a ningún pueblo indígena","hombre",13,"2011",1107
"138","alto hospicio","estudiante","quechua","mujer",164,"2011",1107
"139","alto hospicio","quehaceres del hogar","diaguita","mujer",30,"2011",1107
"140","alto hospicio","estudiante","diaguita","hombre",35,"2011",1107
"141","alto hospicio","se cansó de buscar o cree que no hay trabajo disponible","mapuche","mujer",8,"2011",1107
"142","alto hospicio","no tiene con quien dejar a otro familiar","mapuche","mujer",8,"2011",1107
