"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1","algarrobo","quehaceres del hogar","mapuche","mujer",81,"2013",5602
"2","algarrobo","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",79,"2013",5602
"3","algarrobo","no tiene con quien dejar a los niños","mapuche","mujer",19,"2013",5602
"4","algarrobo","estudiante","no pertenece a ningún pueblo indígena","hombre",1242,"2013",5602
"5","algarrobo","estudiante","mapuche","mujer",32,"2013",5602
"6","algarrobo","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",19,"2013",5602
"7","algarrobo","otra razón","no pertenece a ningún pueblo indígena","hombre",276,"2013",5602
"8","algarrobo","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","mujer",1257,"2013",5602
"9","algarrobo","otra razón","no pertenece a ningún pueblo indígena","mujer",49,"2013",5602
"10","algarrobo","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",194,"2013",5602
"11","algarrobo","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",198,"2013",5602
"12","algarrobo","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","hombre",19,"2013",5602
"13","algarrobo","estudiante","no pertenece a ningún pueblo indígena","mujer",753,"2013",5602
"14","algarrobo","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",896,"2013",5602
"15","algarrobo","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",38,"2013",5602
"16","alhué","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","hombre",124,"2013",13502
"17","alhué","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","mujer",199,"2013",13502
"18","alhué","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","mujer",14,"2013",13502
"19","alhué","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",14,"2013",13502
"20","alhué","estudiante","no pertenece a ningún pueblo indígena","hombre",244,"2013",13502
"21","alhué","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",51,"2013",13502
"22","alhué","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","hombre",257,"2013",13502
"23","alhué","jubilado(a), pensionado(a) o montepiada","no pertenece a ningún pueblo indígena","mujer",206,"2013",13502
"24","alhué","estudiante","no pertenece a ningún pueblo indígena","mujer",338,"2013",13502
"25","alhué","otra razón","no pertenece a ningún pueblo indígena","mujer",58,"2013",13502
"26","alhué","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",424,"2013",13502
"27","alhué","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",74,"2013",13502
"28","alhué","otra razón","no pertenece a ningún pueblo indígena","hombre",53,"2013",13502
"29","alto biobío","estudiante","mapuche","mujer",612,"2013",8314
"30","alto biobío","otra razón","mapuche","mujer",113,"2013",8314
"31","alto biobío","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","mapuche","hombre",90,"2013",8314
"32","alto biobío","no tiene con quien dejar a adultos mayores","mapuche","mujer",45,"2013",8314
"33","alto biobío","está esperando resultado de gestiones ya emprendidas","mapuche","mujer",45,"2013",8314
"34","alto biobío","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","hombre",12,"2013",8314
"35","alto biobío","está enfermo o tiene una discapacidad","mapuche","mujer",45,"2013",8314
"36","alto biobío","otra razón","no pertenece a ningún pueblo indígena","hombre",14,"2013",8314
"37","alto biobío","quehaceres del hogar","mapuche","hombre",113,"2013",8314
"38","alto biobío","se cansó de buscar o cree que no hay trabajo disponible","mapuche","hombre",587,"2013",8314
"39","alto biobío","jubilado(a), pensionado(a) o montepiada","mapuche","mujer",479,"2013",8314
"40","alto biobío","estudiante","no pertenece a ningún pueblo indígena","mujer",113,"2013",8314
"41","alto biobío","está enfermo o tiene una discapacidad","mapuche","hombre",45,"2013",8314
"42","alto biobío","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","mujer",12,"2013",8314
"43","alto biobío","no tiene interés de trabajar","mapuche","hombre",28,"2013",8314
"44","alto biobío","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",13,"2013",8314
"45","alto biobío","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",13,"2013",8314
"46","alto biobío","jubilado(a), pensionado(a) o montepiada","aymara","hombre",12,"2013",8314
"47","alto biobío","quehaceres del hogar","aymara","mujer",113,"2013",8314
"48","alto biobío","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",38,"2013",8314
