"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no me parece necesario que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",41,"2011",5602
"algarrobo","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","mujer",133,"2011",5602
"algarrobo","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","hombre",41,"2011",5602
"alhué","no hay matrícula (vacantes) o no lo aceptan","no pertenece a ningún pueblo indígena","hombre",18,"2011",13502
"alhué","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","hombre",90,"2011",13502
"alhué","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","mujer",108,"2011",13502
"alto biobío","no me parece necesario que asista a esta edad","no pertenece a ningún pueblo indígena","hombre",14,"2011",8314
"alto biobío","no existe establecimiento cercano","mapuche","hombre",61,"2011",8314
"alto biobío","no me parece necesario que asista a esta edad","mapuche","mujer",190,"2011",8314
"alto biobío","otra razón. especifique","mapuche","mujer",43,"2011",8314
"alto biobío","no me parece necesario que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",28,"2011",8314
"alto biobío","no es necesario porque lo cuidan en la casa","mapuche","hombre",52,"2011",8314
"alto biobío","no me parece necesario que asista a esta edad","mapuche","hombre",50,"2011",8314
"alto biobío","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","mujer",9,"2011",8314
"alto biobío","no es necesario porque lo cuidan en la casa","mapuche","mujer",251,"2011",8314
"alto biobío","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","hombre",18,"2011",8314
"alto del carmen","no existe establecimiento cercano","diaguita","hombre",22,"2011",3302
"alto del carmen","no existe establecimiento cercano","diaguita","mujer",44,"2011",3302
"alto del carmen","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","hombre",38,"2011",3302
"alto del carmen","no me parece necesario que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",11,"2011",3302
"alto del carmen","no es necesario porque lo cuidan en la casa","diaguita","hombre",22,"2011",3302
"alto del carmen","no es necesario porque lo cuidan en la casa","no pertenece a ningún pueblo indígena","mujer",56,"2011",3302
"alto del carmen","otra razón. especifique","no pertenece a ningún pueblo indígena","mujer",9,"2011",3302
"alto del carmen","no me parece necesario que asista a esta edad","no pertenece a ningún pueblo indígena","hombre",11,"2011",3302
"alto del carmen","no me parece necesario que asista a esta edad","diaguita","hombre",11,"2011",3302
"alto hospicio","otra razón. especifique","no pertenece a ningún pueblo indígena","mujer",62,"2011",1107
"alto hospicio","desconfío del cuidado que recibiría","no pertenece a ningún pueblo indígena","mujer",9,"2011",1107
"alto hospicio","se enfermería mucho","no pertenece a ningún pueblo indígena","hombre",41,"2011",1107
"alto hospicio","tiene discapacidad o requiere de educacional especial","no pertenece a ningún pueblo indígena","hombre",17,"2011",1107
"alto hospicio","no es necesario porque lo cuidan en la casa","aymara","hombre",336,"2011",1107
"alto hospicio","se enfermería mucho","aymara","hombre",16,"2011",1107
