"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"aisén ","no lo aceptan","mapuche ","hombre",31,"2006",11201
"aisén ","otra razón","no pertenece a ningún pueblo indígena","hombre",84,"2006",11201
"aisén ","no es necesario porque lo(a) cuidan en la casa.","mapuche ","hombre",134,"2006",11201
"aisén ","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",36,"2006",11201
"aisén ","no lo aceptan","no pertenece a ningún pueblo indígena","mujer",35,"2006",11201
"aisén ","sin dato","no pertenece a ningún pueblo indígena","hombre",24,"2006",11201
"aisén ","el horario no me acomoda","no pertenece a ningún pueblo indígena","hombre",39,"2006",11201
"aisén ","desconfío del cuidado que recibiría ","no pertenece a ningún pueblo indígena","hombre",39,"2006",11201
"aisén ","no existe establecimiento cercano","no pertenece a ningún pueblo indígena","hombre",49,"2006",11201
"aisén ","no lo aceptan","mapuche ","mujer",31,"2006",11201
"aisén ","se enfermaría mucho","no pertenece a ningún pueblo indígena","mujer",35,"2006",11201
"aisén ","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","hombre",409,"2006",11201
"aisén ","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","mujer",530,"2006",11201
"aisén ","no hay matrícula (vacantes)","mapuche ","mujer",34,"2006",11201
"aisén ","otra razón","no pertenece a ningún pueblo indígena","mujer",92,"2006",11201
"aisén ","dificultad económica","no pertenece a ningún pueblo indígena","mujer",14,"2006",11201
"aisén ","no existe establecimiento cercano","no pertenece a ningún pueblo indígena","mujer",75,"2006",11201
"aisén ","desconfío del cuidado que recibiría ","no pertenece a ningún pueblo indígena","mujer",39,"2006",11201
"aisén ","se enfermaría mucho","no pertenece a ningún pueblo indígena","hombre",34,"2006",11201
"aisén ","no es necesario porque lo(a) cuidan en la casa.","mapuche ","mujer",105,"2006",11201
"algarrobo ","dificultad de acceso o movilización","no pertenece a ningún pueblo indígena","mujer",34,"2006",5602
"algarrobo ","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","hombre",179,"2006",5602
"algarrobo ","no lo aceptan","no pertenece a ningún pueblo indígena","hombre",16,"2006",5602
