"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","sin allegamiento interno","sin allegamiento interno","hombre",6419,"2013",5602
"algarrobo","con allegamiento interno","con allegamiento interno","mujer",451,"2013",5602
"algarrobo","sin allegamiento interno","sin allegamiento interno","mujer",6685,"2013",5602
"algarrobo","con allegamiento interno","con allegamiento interno","hombre",407,"2013",5602
"alhué","sin allegamiento interno","sin allegamiento interno","mujer",1620,"2013",13502
"alhué","sin allegamiento interno","sin allegamiento interno","hombre",1638,"2013",13502
"alhué","con allegamiento interno","con allegamiento interno","hombre",585,"2013",13502
"alhué","con allegamiento interno","con allegamiento interno","mujer",694,"2013",13502
"alto biobío","sin allegamiento interno","sin allegamiento interno","hombre",4631,"2013",8314
"alto biobío","con allegamiento interno","con allegamiento interno","mujer",2166,"2013",8314
"alto biobío","sin allegamiento interno","sin allegamiento interno","mujer",3727,"2013",8314
"alto biobío","con allegamiento interno","con allegamiento interno","hombre",1123,"2013",8314
"alto del carmen","sin allegamiento interno","sin allegamiento interno","hombre",1482,"2013",3302
"alto del carmen","sin allegamiento interno","sin allegamiento interno","mujer",1453,"2013",3302
"alto del carmen","con allegamiento interno","con allegamiento interno","hombre",591,"2013",3302
"alto del carmen","con allegamiento interno","con allegamiento interno","mujer",996,"2013",3302
"alto hospicio","sin allegamiento interno","sin allegamiento interno","hombre",38222,"2013",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","hombre",12945,"2013",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","mujer",14703,"2013",1107
"alto hospicio","sin allegamiento interno","sin allegamiento interno","mujer",39569,"2013",1107
"ancud","sin allegamiento interno","sin allegamiento interno","mujer",15904,"2013",10202
"ancud","con allegamiento interno","con allegamiento interno","hombre",4818,"2013",10202
"ancud","sin allegamiento interno","sin allegamiento interno","hombre",15102,"2013",10202
"ancud","con allegamiento interno","con allegamiento interno","mujer",5391,"2013",10202
"andacollo","con allegamiento interno","con allegamiento interno","hombre",1655,"2013",4103
"andacollo","sin allegamiento interno","sin allegamiento interno","mujer",2623,"2013",4103
"andacollo","sin allegamiento interno","sin allegamiento interno","hombre",2559,"2013",4103
"andacollo","con allegamiento interno","con allegamiento interno","mujer",1165,"2013",4103
"angol","sin allegamiento interno","sin allegamiento interno","hombre",16510,"2013",9201
"angol","con allegamiento interno","con allegamiento interno","mujer",8584,"2013",9201
"angol","sin allegamiento interno","sin allegamiento interno","mujer",17560,"2013",9201
"angol","con allegamiento interno","con allegamiento interno","hombre",6857,"2013",9201
"antofagasta","sin allegamiento interno","sin allegamiento interno","hombre",117178,"2013",2101
"antofagasta","sin allegamiento interno","sin allegamiento interno","mujer",121517,"2013",2101
"antofagasta","con allegamiento interno","con allegamiento interno","mujer",68773,"2013",2101
"antofagasta","con allegamiento interno","con allegamiento interno","hombre",58200,"2013",2101
"antuco","con allegamiento interno","con allegamiento interno","hombre",343,"2013",8302
"antuco","sin allegamiento interno","sin allegamiento interno","hombre",1349,"2013",8302
"antuco","con allegamiento interno","con allegamiento interno","mujer",371,"2013",8302
"antuco","sin allegamiento interno","sin allegamiento interno","mujer",1399,"2013",8302
"arauco","sin allegamiento interno","sin allegamiento interno","mujer",15745,"2013",8202
"arauco","con allegamiento interno","con allegamiento interno","hombre",5857,"2013",8202
"arauco","sin allegamiento interno","sin allegamiento interno","hombre",13482,"2013",8202
"arauco","con allegamiento interno","con allegamiento interno","mujer",8331,"2013",8202
"arica","sin allegamiento interno","sin allegamiento interno","hombre",54090,"2013",15101
"arica","con allegamiento interno","con allegamiento interno","hombre",24924,"2013",15101
"arica","con allegamiento interno","con allegamiento interno","mujer",30760,"2013",15101
"arica","sin allegamiento interno","sin allegamiento interno","mujer",58293,"2013",15101
"aysén","sin allegamiento interno","sin allegamiento interno","hombre",10096,"2013",11201
"aysén","sin allegamiento interno","sin allegamiento interno","mujer",11061,"2013",11201
