"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","sin allegamiento interno","sin allegamiento interno","mujer",37904,"2015",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","mujer",18316,"2015",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","hombre",17857,"2015",1107
"alto hospicio","sin allegamiento interno","sin allegamiento interno","hombre",40743,"2015",1107
"ancud","con allegamiento interno","con allegamiento interno","mujer",5902,"2015",10202
"ancud","sin allegamiento interno","sin allegamiento interno","hombre",15124,"2015",10202
"ancud","con allegamiento interno","con allegamiento interno","hombre",4462,"2015",10202
"ancud","sin allegamiento interno","sin allegamiento interno","mujer",15695,"2015",10202
"angol","con allegamiento interno","con allegamiento interno","hombre",7359,"2015",9201
"angol","sin allegamiento interno","sin allegamiento interno","hombre",15578,"2015",9201
"angol","sin allegamiento interno","sin allegamiento interno","mujer",18087,"2015",9201
"angol","con allegamiento interno","con allegamiento interno","mujer",8446,"2015",9201
"antofagasta","con allegamiento interno","con allegamiento interno","mujer",53901,"2015",2101
"antofagasta","sin allegamiento interno","sin allegamiento interno","mujer",142292,"2015",2101
"antofagasta","con allegamiento interno","con allegamiento interno","hombre",43265,"2015",2101
"antofagasta","sin allegamiento interno","sin allegamiento interno","hombre",136920,"2015",2101
"arauco","sin allegamiento interno","sin allegamiento interno","hombre",17050,"2015",8202
"arauco","sin allegamiento interno","sin allegamiento interno","mujer",19239,"2015",8202
"arauco","con allegamiento interno","con allegamiento interno","hombre",3566,"2015",8202
"arauco","con allegamiento interno","con allegamiento interno","mujer",4721,"2015",8202
"arica","con allegamiento interno","con allegamiento interno","mujer",26028,"2015",15101
"arica","sin allegamiento interno","sin allegamiento interno","mujer",56693,"2015",15101
"arica","sin allegamiento interno","sin allegamiento interno","hombre",57281,"2015",15101
"arica","con allegamiento interno","con allegamiento interno","hombre",24534,"2015",15101
"aysén","sin allegamiento interno","sin allegamiento interno","mujer",9909,"2015",11201
"aysén","sin allegamiento interno","sin allegamiento interno","hombre",10035,"2015",11201
"aysén","con allegamiento interno","con allegamiento interno","hombre",2993,"2015",11201
"aysén","con allegamiento interno","con allegamiento interno","mujer",3763,"2015",11201
"calama","con allegamiento interno","con allegamiento interno","hombre",29196,"2015",2201
"calama","sin allegamiento interno","sin allegamiento interno","hombre",41064,"2015",2201
"calama","con allegamiento interno","con allegamiento interno","mujer",32371,"2015",2201
"calama","sin allegamiento interno","sin allegamiento interno","mujer",42672,"2015",2201
"calbuco","con allegamiento interno","con allegamiento interno","hombre",6571,"2015",10102
"calbuco","sin allegamiento interno","sin allegamiento interno","mujer",10653,"2015",10102
"calbuco","sin allegamiento interno","sin allegamiento interno","hombre",12047,"2015",10102
"calbuco","con allegamiento interno","con allegamiento interno","mujer",7216,"2015",10102
"calera","sin allegamiento interno","sin allegamiento interno","mujer",18140,"2015",5502
"calera","sin allegamiento interno","sin allegamiento interno","hombre",19170,"2015",5502
"calera","con allegamiento interno","con allegamiento interno","hombre",8128,"2015",5502
"calera","con allegamiento interno","con allegamiento interno","mujer",10496,"2015",5502
"cañete","sin allegamiento interno","sin allegamiento interno","hombre",13304,"2015",8203
"cañete","sin allegamiento interno","sin allegamiento interno","mujer",13797,"2015",8203
"cañete","con allegamiento interno","con allegamiento interno","hombre",3107,"2015",8203
"cañete","con allegamiento interno","con allegamiento interno","mujer",3967,"2015",8203
"carahue","sin allegamiento interno","sin allegamiento interno","hombre",8608,"2015",9102
"carahue","sin allegamiento interno","sin allegamiento interno","mujer",8764,"2015",9102
"carahue","con allegamiento interno","con allegamiento interno","hombre",3031,"2015",9102
"carahue","con allegamiento interno","con allegamiento interno","mujer",3515,"2015",9102
"castro","sin allegamiento interno","sin allegamiento interno","hombre",21489,"2015",10201
"castro","con allegamiento interno","con allegamiento interno","hombre",5209,"2015",10201
"castro","sin allegamiento interno","sin allegamiento interno","mujer",23145,"2015",10201
"castro","con allegamiento interno","con allegamiento interno","mujer",6396,"2015",10201
"cauquenes","sin allegamiento interno","sin allegamiento interno","hombre",15995,"2015",7201
"cauquenes","con allegamiento interno","con allegamiento interno","hombre",3780,"2015",7201
"cauquenes","sin allegamiento interno","sin allegamiento interno","mujer",17243,"2015",7201
"cauquenes","con allegamiento interno","con allegamiento interno","mujer",4932,"2015",7201
"cerro navia","sin allegamiento interno","sin allegamiento interno","mujer",40046,"2015",13103
"cerro navia","sin allegamiento interno","sin allegamiento interno","hombre",37752,"2015",13103
"cerro navia","con allegamiento interno","con allegamiento interno","mujer",26260,"2015",13103
"cerro navia","con allegamiento interno","con allegamiento interno","hombre",20057,"2015",13103
"chañaral","con allegamiento interno","con allegamiento interno","mujer",2137,"2015",3201
"chañaral","sin allegamiento interno","sin allegamiento interno","mujer",4049,"2015",3201
"chañaral","con allegamiento interno","con allegamiento interno","hombre",1746,"2015",3201
"chañaral","sin allegamiento interno","sin allegamiento interno","hombre",3748,"2015",3201
"chiguayante","con allegamiento interno","con allegamiento interno","hombre",18957,"2015",8103
"chiguayante","sin allegamiento interno","sin allegamiento interno","mujer",51565,"2015",8103
"chiguayante","sin allegamiento interno","sin allegamiento interno","hombre",48727,"2015",8103
"chiguayante","con allegamiento interno","con allegamiento interno","mujer",23676,"2015",8103
"chile chico","con allegamiento interno","con allegamiento interno","hombre",244,"2015",11401
"chile chico","sin allegamiento interno","sin allegamiento interno","mujer",2282,"2015",11401
"chile chico","sin allegamiento interno","sin allegamiento interno","hombre",2382,"2015",11401
"chile chico","con allegamiento interno","con allegamiento interno","mujer",296,"2015",11401
"chillán","con allegamiento interno","con allegamiento interno","hombre",15113,"2015",16101
"chillán","con allegamiento interno","con allegamiento interno","mujer",18788,"2015",16101
"chillán","sin allegamiento interno","sin allegamiento interno","mujer",78537,"2015",16101
"chillán","sin allegamiento interno","sin allegamiento interno","hombre",65204,"2015",16101
"chillán viejo","sin allegamiento interno","sin allegamiento interno","hombre",12952,"2015",16103
"chillán viejo","con allegamiento interno","con allegamiento interno","hombre",3800,"2015",16103
"chillán viejo","sin allegamiento interno","sin allegamiento interno","mujer",13008,"2015",16103
"chillán viejo","con allegamiento interno","con allegamiento interno","mujer",4466,"2015",16103
"chimbarongo","sin allegamiento interno","sin allegamiento interno","mujer",13123,"2015",6303
"chimbarongo","con allegamiento interno","con allegamiento interno","mujer",5328,"2015",6303
"chimbarongo","con allegamiento interno","con allegamiento interno","hombre",3870,"2015",6303
"chimbarongo","sin allegamiento interno","sin allegamiento interno","hombre",12605,"2015",6303
"cochrane","sin allegamiento interno","sin allegamiento interno","hombre",1033,"2015",11301
"cochrane","con allegamiento interno","con allegamiento interno","hombre",245,"2015",11301
"cochrane","sin allegamiento interno","sin allegamiento interno","mujer",909,"2015",11301
"cochrane","con allegamiento interno","con allegamiento interno","mujer",335,"2015",11301
"codegua","sin allegamiento interno","sin allegamiento interno","mujer",4519,"2015",6102
"codegua","con allegamiento interno","con allegamiento interno","mujer",1940,"2015",6102
"codegua","sin allegamiento interno","sin allegamiento interno","hombre",4748,"2015",6102
"codegua","con allegamiento interno","con allegamiento interno","hombre",1816,"2015",6102
"colbún","sin allegamiento interno","sin allegamiento interno","hombre",6539,"2015",7402
"colbún","con allegamiento interno","con allegamiento interno","mujer",3200,"2015",7402
"colbún","con allegamiento interno","con allegamiento interno","hombre",2126,"2015",7402
