"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","sin allegamiento interno","sin allegamiento interno","hombre",5641,"2011",5602
"algarrobo","con allegamiento interno","con allegamiento interno","mujer",540,"2011",5602
"algarrobo","sin allegamiento interno","sin allegamiento interno","mujer",6509,"2011",5602
"algarrobo","con allegamiento interno","con allegamiento interno","hombre",394,"2011",5602
"alhué","sin allegamiento interno","sin allegamiento interno","mujer",1900,"2011",13502
"alhué","sin allegamiento interno","sin allegamiento interno","hombre",1601,"2011",13502
"alhué","con allegamiento interno","con allegamiento interno","hombre",545,"2011",13502
"alhué","con allegamiento interno","con allegamiento interno","mujer",560,"2011",13502
"alto biobío","sin allegamiento interno","sin allegamiento interno","hombre",4509,"2011",8314
"alto biobío","con allegamiento interno","con allegamiento interno","mujer",916,"2011",8314
"alto biobío","sin allegamiento interno","sin allegamiento interno","mujer",4849,"2011",8314
"alto biobío","con allegamiento interno","con allegamiento interno","hombre",682,"2011",8314
"alto del carmen","sin allegamiento interno","sin allegamiento interno","hombre",1665,"2011",3302
"alto del carmen","sin allegamiento interno","sin allegamiento interno","mujer",1557,"2011",3302
"alto del carmen","con allegamiento interno","con allegamiento interno","hombre",529,"2011",3302
"alto del carmen","con allegamiento interno","con allegamiento interno","mujer",810,"2011",3302
"alto hospicio","sin allegamiento interno","sin allegamiento interno","hombre",31110,"2011",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","hombre",14218,"2011",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","mujer",16712,"2011",1107
"alto hospicio","sin allegamiento interno","sin allegamiento interno","mujer",33816,"2011",1107
"ancud","sin allegamiento interno","sin allegamiento interno","mujer",16088,"2011",10202
"ancud","con allegamiento interno","con allegamiento interno","hombre",4094,"2011",10202
"ancud","sin allegamiento interno","sin allegamiento interno","hombre",15151,"2011",10202
"ancud","con allegamiento interno","con allegamiento interno","mujer",5583,"2011",10202
"andacollo","con allegamiento interno","con allegamiento interno","hombre",1373,"2011",4103
"andacollo","sin allegamiento interno","sin allegamiento interno","mujer",2380,"2011",4103
"andacollo","sin allegamiento interno","sin allegamiento interno","hombre",2816,"2011",4103
"andacollo","con allegamiento interno","con allegamiento interno","mujer",1778,"2011",4103
"angol","sin allegamiento interno","sin allegamiento interno","hombre",19723,"2011",9201
"angol","con allegamiento interno","con allegamiento interno","mujer",6259,"2011",9201
