"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","sin allegamiento interno","sin allegamiento interno","hombre",4423,"2009",5602
"algarrobo","con allegamiento interno","con allegamiento interno","mujer",2126,"2009",5602
"algarrobo","sin allegamiento interno","sin allegamiento interno","mujer",3949,"2009",5602
"algarrobo","con allegamiento interno","con allegamiento interno","hombre",1693,"2009",5602
"alhué","con allegamiento interno","con allegamiento interno","mujer",556,"2009",13502
"alhué","sin allegamiento interno","sin allegamiento interno","hombre",1735,"2009",13502
"alhué","sin allegamiento interno","sin allegamiento interno","mujer",1597,"2009",13502
"alhué","con allegamiento interno","con allegamiento interno","hombre",511,"2009",13502
"alto bío bío","con allegamiento interno","con allegamiento interno","hombre",1227,"2009",8314
"alto bío bío","con allegamiento interno","con allegamiento interno","mujer",1351,"2009",8314
"alto bío bío","sin allegamiento interno","sin allegamiento interno","mujer",3615,"2009",8314
"alto bío bío","sin allegamiento interno","sin allegamiento interno","hombre",3846,"2009",8314
"alto del carmen","con allegamiento interno","con allegamiento interno","mujer",788,"2009",3302
"alto del carmen","sin allegamiento interno","sin allegamiento interno","mujer",1572,"2009",3302
"alto del carmen","sin allegamiento interno","sin allegamiento interno","hombre",1678,"2009",3302
"alto del carmen","con allegamiento interno","con allegamiento interno","hombre",549,"2009",3302
"alto hospicio","sin allegamiento interno","sin allegamiento interno","hombre",36252,"2009",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","mujer",9592,"2009",1107
"alto hospicio","con allegamiento interno","con allegamiento interno","hombre",8695,"2009",1107
"alto hospicio","sin allegamiento interno","sin allegamiento interno","mujer",32168,"2009",1107
"ancud","con allegamiento interno","con allegamiento interno","mujer",4402,"2009",10202
"ancud","con allegamiento interno","con allegamiento interno","hombre",4214,"2009",10202
"ancud","sin allegamiento interno","sin allegamiento interno","mujer",16428,"2009",10202
"ancud","sin allegamiento interno","sin allegamiento interno","hombre",16061,"2009",10202
"andacollo","con allegamiento interno","con allegamiento interno","mujer",1282,"2009",4103
"andacollo","sin allegamiento interno","sin allegamiento interno","hombre",3027,"2009",4103
"andacollo","sin allegamiento interno","sin allegamiento interno","mujer",3187,"2009",4103
"andacollo","con allegamiento interno","con allegamiento interno","hombre",1197,"2009",4103
"angol","con allegamiento interno","con allegamiento interno","mujer",3110,"2009",9201
"angol","sin allegamiento interno","sin allegamiento interno","hombre",22896,"2009",9201
"angol","sin allegamiento interno","sin allegamiento interno","mujer",21248,"2009",9201
"angol","con allegamiento interno","con allegamiento interno","hombre",2013,"2009",9201
"antofagasta","con allegamiento interno","con allegamiento interno","mujer",91542,"2009",2101
"antofagasta","sin allegamiento interno","sin allegamiento interno","mujer",85568,"2009",2101
"antofagasta","sin allegamiento interno","sin allegamiento interno","hombre",90117,"2009",2101
"antofagasta","con allegamiento interno","con allegamiento interno","hombre",74058,"2009",2101
"antuco","sin allegamiento interno","sin allegamiento interno","hombre",1468,"2009",8302
"antuco","con allegamiento interno","con allegamiento interno","mujer",371,"2009",8302
"antuco","con allegamiento interno","con allegamiento interno","hombre",342,"2009",8302
"antuco","sin allegamiento interno","sin allegamiento interno","mujer",1409,"2009",8302
"arauco","sin allegamiento interno","sin allegamiento interno","mujer",15473,"2009",8202
"arauco","con allegamiento interno","con allegamiento interno","hombre",5059,"2009",8202
"arauco","sin allegamiento interno","sin allegamiento interno","hombre",16522,"2009",8202
"arauco","con allegamiento interno","con allegamiento interno","mujer",3802,"2009",8202
"arica","con allegamiento interno","con allegamiento interno","hombre",24221,"2009",15101
"arica","con allegamiento interno","con allegamiento interno","mujer",34127,"2009",15101
"arica","sin allegamiento interno","sin allegamiento interno","mujer",58827,"2009",15101
"arica","sin allegamiento interno","sin allegamiento interno","hombre",57861,"2009",15101
"aysén","sin allegamiento interno","sin allegamiento interno","hombre",10110,"2009",11201
"aysén","con allegamiento interno","con allegamiento interno","mujer",2210,"2009",11201
"aysén","con allegamiento interno","con allegamiento interno","hombre",1933,"2009",11201
"aysén","sin allegamiento interno","sin allegamiento interno","mujer",10479,"2009",11201
"buin","sin allegamiento interno","sin allegamiento interno","mujer",26312,"2009",13402
"buin","sin allegamiento interno","sin allegamiento interno","hombre",26332,"2009",13402
"buin","con allegamiento interno","con allegamiento interno","hombre",9395,"2009",13402
"buin","con allegamiento interno","con allegamiento interno","mujer",9566,"2009",13402
"bulnes","con allegamiento interno","con allegamiento interno","mujer",3668,"2009",16102
"bulnes","sin allegamiento interno","sin allegamiento interno","mujer",7801,"2009",16102
"bulnes","sin allegamiento interno","sin allegamiento interno","hombre",7184,"2009",16102
"bulnes","con allegamiento interno","con allegamiento interno","hombre",2538,"2009",16102
"cabildo","con allegamiento interno","con allegamiento interno","mujer",3696,"2009",5402
"cabildo","con allegamiento interno","con allegamiento interno","hombre",3247,"2009",5402
"cabildo","sin allegamiento interno","sin allegamiento interno","hombre",7325,"2009",5402
"cabildo","sin allegamiento interno","sin allegamiento interno","mujer",6449,"2009",5402
"cabo de hornos","sin allegamiento interno","sin allegamiento interno","hombre",1026,"2009",12201
"cabo de hornos","sin allegamiento interno","sin allegamiento interno","mujer",940,"2009",12201
"cabo de hornos","con allegamiento interno","con allegamiento interno","mujer",16,"2009",12201
"cabo de hornos","con allegamiento interno","con allegamiento interno","hombre",16,"2009",12201
"cabrero","sin allegamiento interno","sin allegamiento interno","mujer",10628,"2009",8303
"cabrero","sin allegamiento interno","sin allegamiento interno","hombre",11767,"2009",8303
"cabrero","con allegamiento interno","con allegamiento interno","hombre",3386,"2009",8303
"cabrero","con allegamiento interno","con allegamiento interno","mujer",3825,"2009",8303
"calama","sin allegamiento interno","sin allegamiento interno","hombre",44389,"2009",2201
"calama","sin allegamiento interno","sin allegamiento interno","mujer",42826,"2009",2201
"calama","con allegamiento interno","con allegamiento interno","hombre",25983,"2009",2201
"calama","con allegamiento interno","con allegamiento interno","mujer",30899,"2009",2201
"calbuco","sin allegamiento interno","sin allegamiento interno","hombre",14019,"2009",10102
"calbuco","con allegamiento interno","con allegamiento interno","mujer",3981,"2009",10102
"calbuco","sin allegamiento interno","sin allegamiento interno","mujer",13077,"2009",10102
"calbuco","con allegamiento interno","con allegamiento interno","hombre",3560,"2009",10102
"caldera","sin allegamiento interno","sin allegamiento interno","mujer",4756,"2009",3102
"caldera","con allegamiento interno","con allegamiento interno","mujer",2929,"2009",3102
"caldera","con allegamiento interno","con allegamiento interno","hombre",2154,"2009",3102
"caldera","sin allegamiento interno","sin allegamiento interno","hombre",4460,"2009",3102
"calera de tango","sin allegamiento interno","sin allegamiento interno","mujer",8241,"2009",13403
"calera de tango","sin allegamiento interno","sin allegamiento interno","hombre",8644,"2009",13403
"calera de tango","con allegamiento interno","con allegamiento interno","hombre",4221,"2009",13403
