"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"Alhué","Mapuche","Mapudungun","Mujer",15,"2017",13502
"Alhué","Mapuche","Mapudungun","Hombre",15,"2017",13502
"Alhué","Aimara","Aimara","Mujer",16,"2017",13502
"Alto Biobío","Mapuche","Quechua","Hombre",114,"2017",8314
"Alto Biobío","Mapuche","Mapudungun","Mujer",2362,"2017",8314
"Alto Biobío","Mapuche","Quechua","Mujer",12,"2017",8314
"Alto Biobío","Mapuche","Mapudungun","Hombre",2134,"2017",8314
"Alto Biobío","Quechua","Mapudungun","Hombre",102,"2017",8314
"Alto del Carmen","Diaguita","Aimara","Mujer",62,"2017",3302
"Alto Hospicio","Aimara","Aimara","Hombre",1869,"2017",1107
"Alto Hospicio","Quechua","Quechua","Hombre",190,"2017",1107
"Alto Hospicio","Aimara","Aimara","Mujer",2308,"2017",1107
"Alto Hospicio","Mapuche","Aimara","Mujer",39,"2017",1107
"Alto Hospicio","Mapuche","Mapudungun","Mujer",78,"2017",1107
"Alto Hospicio","Quechua","Quechua","Mujer",198,"2017",1107
"Alto Hospicio","Mapuche","Mapudungun","Hombre",271,"2017",1107
"Ancud","Mapuche","Mapudungun","Hombre",743,"2017",10202
"Ancud","Mapuche","Mapudungun","Mujer",484,"2017",10202
"Angol","Mapuche","Mapudungun","Mujer",388,"2017",9201
"Angol","Mapuche","Mapudungun","Hombre",329,"2017",9201
"Antofagasta","Mapuche","Mapudungun","Mujer",523,"2017",2101
"Antofagasta","Atacameño (Likan-Antai)","No sabe/no responde","Hombre",66,"2017",2101
"Antofagasta","Atacameño (Likan-Antai)","Quechua","Hombre",230,"2017",2101
"Antofagasta","Atacameño (Likan-Antai)","Aimara","Mujer",53,"2017",2101
"Antofagasta","Aimara","Aimara","Mujer",217,"2017",2101
"Antofagasta","Quechua","Quechua","Hombre",61,"2017",2101
"Antofagasta","Aimara","Aimara","Hombre",381,"2017",2101
"Antofagasta","Mapuche","Mapudungun","Hombre",351,"2017",2101
"Antuco","Mapuche","Mapudungun","Hombre",18,"2017",8302
"Antuco","Mapuche","Mapudungun","Mujer",37,"2017",8302
"Arauco","Mapuche","Mapudungun","Mujer",773,"2017",8202
"Arauco","Mapuche","Mapudungun","Hombre",727,"2017",8202
"Arauco","Quechua","Aimara","Hombre",33,"2017",8202
"Arauco","Quechua","Aimara","Mujer",33,"2017",8202
"Arica","Quechua","Quechua","Hombre",122,"2017",15101
"Arica","Mapuche","Mapudungun","Mujer",202,"2017",15101
"Arica","Atacameño (Likan-Antai)","Mapudungun","Hombre",48,"2017",15101
"Arica","Aimara","Aimara","Mujer",6366,"2017",15101
"Arica","Mapuche","Mapudungun","Hombre",223,"2017",15101
"Arica","Aimara","Mapudungun","Mujer",16,"2017",15101
"Arica","Mapuche","Aimara","Hombre",9,"2017",15101
"Arica","Aimara","No sabe/no responde","Hombre",78,"2017",15101
"Arica","Aimara","Rapa-Nui","Hombre",45,"2017",15101
"Arica","Atacameño (Likan-Antai)","Mapudungun","Mujer",48,"2017",15101
"Arica","Aimara","Aimara","Hombre",5323,"2017",15101
"Arica","Rapa-Nui o Pascuenses","Aimara","Mujer",97,"2017",15101
"Arica","Aimara","Yagán","Mujer",13,"2017",15101
"Arica","Atacameño (Likan-Antai)","Aimara","Hombre",9,"2017",15101
"Arica","Quechua","Quechua","Mujer",82,"2017",15101
"Arica","Aimara","Quechua","Hombre",59,"2017",15101
"Arica","Atacameño (Likan-Antai)","Kawashkar","Hombre",20,"2017",15101
"Arica","Diaguita","No sabe/no responde","Hombre",15,"2017",15101
"Arica","Aimara","Rapa-Nui","Mujer",41,"2017",15101
"Arica","Aimara","No sabe/no responde","Mujer",50,"2017",15101
"Arica","Diaguita","Aimara","Mujer",11,"2017",15101
"Arica","Aimara","Quechua","Mujer",36,"2017",15101
"Aysén","Mapuche","Mapudungun","Hombre",276,"2017",11201
"Aysén","Mapuche","Mapudungun","Mujer",354,"2017",11201
"Buin","Mapuche","Mapudungun","Mujer",663,"2017",13402
"Bulnes","Mapuche","Mapudungun","Hombre",63,"2017",16102
"Calama","Atacameño (Likan-Antai)","Rapa-Nui","Mujer",187,"2017",2201
"Calama","Mapuche","Mapudungun","Hombre",120,"2017",2201
"Calama","Quechua","Quechua","Mujer",478,"2017",2201
"Calama","Atacameño (Likan-Antai)","Quechua","Hombre",153,"2017",2201
"Calama","Atacameño (Likan-Antai)","No sabe/no responde","Mujer",43,"2017",2201
"Calama","Atacameño (Likan-Antai)","Rapa-Nui","Hombre",187,"2017",2201
"Calama","Aimara","Aimara","Hombre",130,"2017",2201
"Calama","Quechua","Quechua","Hombre",475,"2017",2201
"Calama","Diaguita","Aimara","Mujer",58,"2017",2201
"Calama","Aimara","Aimara","Mujer",157,"2017",2201
"Calama","Atacameño (Likan-Antai)","Quechua","Mujer",499,"2017",2201
"Calbuco","Mapuche","Mapudungun","Mujer",763,"2017",10102
"Calbuco","Mapuche","Mapudungun","Hombre",546,"2017",10102
"Calera","Mapuche","Mapudungun","Mujer",88,"2017",5502
"Camarones","Aimara","Aimara","Mujer",381,"2017",15102
"Camarones","Aimara","Aimara","Hombre",383,"2017",15102
"Camiña","Aimara","Aimara","Mujer",224,"2017",1402
"Camiña","Aimara","Aimara","Hombre",212,"2017",1402
"Canela","Mapuche","Mapudungun","Mujer",77,"2017",4202
"Cañete","Mapuche","Mapudungun","Mujer",1237,"2017",8203
"Cañete","Mapuche","Mapudungun","Hombre",1345,"2017",8203
"Carahue","Mapuche","Mapudungun","Mujer",1902,"2017",9102
"Carahue","Mapuche","Aimara","Mujer",48,"2017",9102
"Carahue","Mapuche","Mapudungun","Hombre",1386,"2017",9102
"Cartagena","Mapuche","Mapudungun","Hombre",267,"2017",5603
"Casablanca","Mapuche","Mapudungun","Hombre",194,"2017",5102
"Castro","Mapuche","No sabe/no responde","Mujer",87,"2017",10201
"Castro","Mapuche","Mapudungun","Hombre",406,"2017",10201
"Castro","Mapuche","Mapudungun","Mujer",681,"2017",10201
"Cerrillos","Mapuche","Mapudungun","Hombre",922,"2017",13102
