"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alhué","mapudungún","mapuche","hombre",15,"2009",13502
"alhué","mapudungún","mapuche","mujer",11,"2009",13502
"alhué","aymara","aymara","hombre",9,"2009",13502
"alto bío bío","mapudungún","mapuche","hombre",3180,"2009",8314
"alto bío bío","mapudungún","mapuche","mujer",3050,"2009",8314
"alto hospicio","mapudungún","mapuche","mujer",104,"2009",1107
"alto hospicio","mapudungún","mapuche","hombre",303,"2009",1107
"alto hospicio","quechua","quechua","hombre",64,"2009",1107
"alto hospicio","aymara","aymara","mujer",3014,"2009",1107
"alto hospicio","quechua","quechua","mujer",61,"2009",1107
"alto hospicio","aymara","aymara","hombre",1719,"2009",1107
"ancud","mapudungún","mapuche","hombre",247,"2009",10202
"ancud","mapudungún","mapuche","mujer",38,"2009",10202
"angol","mapudungún","mapuche","mujer",488,"2009",9201
"angol","mapudungún","mapuche","hombre",99,"2009",9201
"antofagasta","aymara","coya","mujer",163,"2009",2101
"antofagasta","aymara","aymara","hombre",523,"2009",2101
"antuco","kawésqar","kawésqar","hombre",4,"2009",8302
"arauco","mapudungún","mapuche","hombre",99,"2009",8202
"arica","quechua","quechua","mujer",56,"2009",15101
"arica","mapudungún","mapuche","mujer",270,"2009",15101
"arica","mapudungún","mapuche","hombre",703,"2009",15101
"arica","aymara","aymara","hombre",3131,"2009",15101
"arica","quechua","quechua","hombre",28,"2009",15101
"arica","aymara","aymara","mujer",3953,"2009",15101
"aysén","mapudungún","mapuche","hombre",6,"2009",11201
"aysén","mapudungún","mapuche","mujer",27,"2009",11201
"buin","mapudungún","mapuche","hombre",146,"2009",13402
"bulnes","mapudungún","mapuche","hombre",14,"2009",16102
"bulnes","aymara","aymara","hombre",28,"2009",16102
"cabildo","mapudungún","mapuche","mujer",74,"2009",5402
"cabildo","mapudungún","mapuche","hombre",16,"2009",5402
"cabo de hornos","mapudungún","mapuche","mujer",24,"2009",12201
"cabo de hornos","yagán","yagán","hombre",8,"2009",12201
"cabo de hornos","mapudungún","mapuche","hombre",24,"2009",12201
"cabo de hornos","yagán","yagán","mujer",16,"2009",12201
"calama","quechua","quechua","mujer",389,"2009",2201
"calama","aymara","atacameño","mujer",17,"2009",2201
"calama","quechua","atacameño","hombre",21,"2009",2201
"calama","quechua","atacameño","mujer",14,"2009",2201
"calama","quechua","quechua","hombre",268,"2009",2201
"calama","aymara","aymara","mujer",142,"2009",2201
"calama","aymara","atacameño","hombre",25,"2009",2201
"calama","aymara","aymara","hombre",284,"2009",2201
"calbuco","mapudungún","mapuche","mujer",193,"2009",10102
"calbuco","mapudungún","mapuche","hombre",196,"2009",10102
"caldera","mapudungún","mapuche","hombre",37,"2009",3102
"calera de tango","mapudungún","mapuche","mujer",43,"2009",13403
"camarones","aymara","aymara","hombre",138,"2009",15102
"camarones","aymara","aymara","mujer",170,"2009",15102
"camiña","mapudungún","mapuche","mujer",2,"2009",1402
"camiña","quechua","quechua","mujer",3,"2009",1402
"camiña","aymara","aymara","hombre",225,"2009",1402
"camiña","aymara","aymara","mujer",219,"2009",1402
"cañete","mapudungún","mapuche","mujer",1908,"2009",8203
"cañete","mapudungún","mapuche","hombre",1631,"2009",8203
"carahue","mapudungún","mapuche","hombre",1898,"2009",9102
"carahue","mapudungún","mapuche","mujer",1997,"2009",9102
"cartagena","mapudungún","mapuche","hombre",106,"2009",5603
"cartagena","mapudungún","mapuche","mujer",87,"2009",5603
