"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","mapuche","mapudungun","hombre",194,"2011",5602
"algarrobo","mapuche","mapudungun","mujer",388,"2011",5602
"alhué","mapuche","mapudungun","mujer",40,"2011",13502
"alto biobío","mapuche","mapudungun","mujer",3323,"2011",8314
"alto biobío","mapuche","mapudungun","hombre",3269,"2011",8314
"alto biobío","mapuche","rapa nui","mujer",61,"2011",8314
"alto biobío","mapuche","rapa nui","hombre",61,"2011",8314
"alto del carmen","diaguita","mapudungun","hombre",45,"2011",3302
"alto del carmen","diaguita","mapudungun","mujer",9,"2011",3302
"alto hospicio","mapuche","mapudungun","hombre",147,"2011",1107
"alto hospicio","quechua","aymara","mujer",54,"2011",1107
"alto hospicio","mapuche","mapudungun","mujer",179,"2011",1107
"alto hospicio","quechua","quechua","mujer",118,"2011",1107
"alto hospicio","rapa nui (pascuense)","rapa nui","hombre",16,"2011",1107
"alto hospicio","aymara","quechua","hombre",268,"2011",1107
"alto hospicio","mapuche","aymara","hombre",10,"2011",1107
"alto hospicio","quechua","quechua","hombre",51,"2011",1107
"alto hospicio","aymara","quechua","mujer",144,"2011",1107
"alto hospicio","aymara","aymara","hombre",1641,"2011",1107
"alto hospicio","aymara","aymara","mujer",1885,"2011",1107
"ancud","mapuche","mapudungun","hombre",34,"2011",10202
"ancud","mapuche","mapudungun","mujer",175,"2011",10202
"angol","mapuche","mapudungun","hombre",774,"2011",9201
"angol","mapuche","mapudungun","mujer",787,"2011",9201
"antofagasta","mapuche","quechua","mujer",74,"2011",2101
"antofagasta","atacameño (likán antai)","quechua","mujer",16,"2011",2101
"antofagasta","aymara","aymara","hombre",38,"2011",2101
"antofagasta","aymara","mapudungun","hombre",17,"2011",2101
"antofagasta","mapuche","mapudungun","mujer",283,"2011",2101
"antofagasta","mapuche","mapudungun","hombre",244,"2011",2101
"antofagasta","aymara","aymara","mujer",36,"2011",2101
"antuco","mapuche","mapudungun","mujer",20,"2011",8302
"arauco","mapuche","mapudungun","mujer",149,"2011",8202
"arauco","mapuche","mapudungun","hombre",576,"2011",8202
"arica","diaguita","aymara","hombre",20,"2011",15101
"arica","quechua","quechua","mujer",102,"2011",15101
"arica","quechua","aymara","mujer",13,"2011",15101
"arica","aymara","aymara","hombre",4857,"2011",15101
"arica","diaguita","yagán","hombre",16,"2011",15101
"arica","quechua","quechua","hombre",73,"2011",15101
"arica","aymara","rapa nui","hombre",11,"2011",15101
"arica","aymara","rapa nui","mujer",11,"2011",15101
"arica","kawésqar (alacalufes)","kawésqar","mujer",15,"2011",15101
"arica","mapuche","kawésqar","mujer",19,"2011",15101
"arica","mapuche","mapudungun","mujer",109,"2011",15101
"arica","mapuche","mapudungun","hombre",148,"2011",15101
"arica","aymara","quechua","mujer",64,"2011",15101
"arica","aymara","quechua","hombre",26,"2011",15101
"arica","aymara","kawésqar","mujer",12,"2011",15101
"arica","quechua","yagán","mujer",15,"2011",15101
"arica","aymara","aymara","mujer",6789,"2011",15101
"arica","diaguita","yagán","mujer",8,"2011",15101
"arica","mapuche","aymara","hombre",26,"2011",15101
"aysén","kawésqar (alacalufes)","kawésqar","hombre",56,"2011",11201
"aysén","aymara","mapudungun","mujer",4,"2011",11201
"aysén","rapa nui (pascuense)","rapa nui","mujer",4,"2011",11201
"aysén","kawésqar (alacalufes)","mapudungun","mujer",10,"2011",11201
"aysén","mapuche","mapudungun","hombre",114,"2011",11201
"aysén","kawésqar (alacalufes)","kawésqar","mujer",56,"2011",11201
"aysén","mapuche","mapudungun","mujer",134,"2011",11201
"buin","mapuche","mapudungun","hombre",132,"2011",13402
"buin","mapuche","mapudungun","mujer",306,"2011",13402
"cabrero","mapuche","mapudungun","mujer",44,"2011",8303
"calama","aymara","aymara","mujer",658,"2011",2201
"calama","quechua","quechua","hombre",410,"2011",2201
"calama","atacameño (likán antai)","quechua","mujer",62,"2011",2201
"calama","aymara","aymara","hombre",658,"2011",2201
"calama","mapuche","mapudungun","hombre",371,"2011",2201
"calama","mapuche","mapudungun","mujer",35,"2011",2201
"calama","atacameño (likán antai)","aymara","mujer",128,"2011",2201
"calama","atacameño (likán antai)","quechua","hombre",39,"2011",2201
"calama","quechua","quechua","mujer",961,"2011",2201
"calama","atacameño (likán antai)","kawésqar","hombre",215,"2011",2201
"calama","atacameño (likán antai)","kawésqar","mujer",58,"2011",2201
