"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","educación media científico-humanista","aimara","mujer",1788,"2015",1107
"alto hospicio","educación básica","collas","mujer",38,"2015",1107
"alto hospicio","educación básica","mapuche","mujer",517,"2015",1107
"alto hospicio","educación media científico-humanista","atacameño (likán-antai)","mujer",69,"2015",1107
"alto hospicio","nunca asistió","mapuche","hombre",105,"2015",1107
"alto hospicio","profesional incompleto (carreras 4 ó más años)","sin dato","mujer",27,"2015",1107
"alto hospicio","técnico nivel superior incompleto (carreras 1 a 3 años)","no pertenece a ningún pueblo indígena","mujer",690,"2015",1107
"alto hospicio","postgrado incompleto","aimara","mujer",38,"2015",1107
"alto hospicio","educación especial (diferencial)","no pertenece a ningún pueblo indígena","mujer",77,"2015",1107
"alto hospicio","postgrado incompleto","no pertenece a ningún pueblo indígena","mujer",80,"2015",1107
"alto hospicio","jardín infantil (medio menor y medio mayor)","diaguita","hombre",38,"2015",1107
"alto hospicio","educación media técnica profesional","mapuche","hombre",290,"2015",1107
"alto hospicio","profesional completo (carreras 4 ó más años)","aimara","hombre",164,"2015",1107
"alto hospicio","educación básica","diaguita","hombre",113,"2015",1107
"alto hospicio","nunca asistió","no pertenece a ningún pueblo indígena","hombre",2650,"2015",1107
"alto hospicio","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",346,"2015",1107
"alto hospicio","jardín infantil (medio menor y medio mayor)","aimara","hombre",338,"2015",1107
"alto hospicio","educación especial (diferencial)","no pertenece a ningún pueblo indígena","hombre",76,"2015",1107
"alto hospicio","prekinder / kinder (transición menor y transición mayor)","quechua","mujer",113,"2015",1107
"alto hospicio","sala cuna","aimara","hombre",39,"2015",1107
"alto hospicio","técnica, comercial, industrial o normalista (sistema antiguo","aimara","hombre",29,"2015",1107
"alto hospicio","educación media técnica profesional","atacameño (likán-antai)","hombre",31,"2015",1107
"alto hospicio","prekinder / kinder (transición menor y transición mayor)","aimara","hombre",662,"2015",1107
"alto hospicio","postgrado completo","no pertenece a ningún pueblo indígena","hombre",31,"2015",1107
"alto hospicio","profesional incompleto (carreras 4 ó más años)","aimara","hombre",152,"2015",1107
"alto hospicio","primaria o preparatoria (sistema antiguo)","aimara","mujer",86,"2015",1107
"alto hospicio","educación básica","aimara","mujer",2409,"2015",1107
"alto hospicio","jardín infantil (medio menor y medio mayor)","mapuche","mujer",64,"2015",1107
"alto hospicio","educación básica","quechua","mujer",241,"2015",1107
"alto hospicio","técnico nivel superior incompleto (carreras 1 a 3 años)","mapuche","mujer",38,"2015",1107
"alto hospicio","educación media científico-humanista","quechua","mujer",442,"2015",1107
