"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","nunca asistió","no pertenece a ningún pueblo indígena","mujer",379,"2011",5602
"algarrobo","técnico nivel superior","no pertenece a ningún pueblo indígena","mujer",332,"2011",5602
"algarrobo","primaria/preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",307,"2011",5602
"algarrobo","técnico nivel superior","mapuche","hombre",194,"2011",5602
"algarrobo","educación media científico-humanista","mapuche","mujer",194,"2011",5602
"algarrobo","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",378,"2011",5602
"algarrobo","educación media técnica profesional","no pertenece a ningún pueblo indígena","hombre",225,"2011",5602
"algarrobo","primaria/preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",1021,"2011",5602
"algarrobo","educación básica","no pertenece a ningún pueblo indígena","mujer",1697,"2011",5602
"algarrobo","profesional","no pertenece a ningún pueblo indígena","hombre",1277,"2011",5602
"algarrobo","postgrado","no pertenece a ningún pueblo indígena","hombre",194,"2011",5602
"algarrobo","técnico nivel superior","no pertenece a ningún pueblo indígena","hombre",332,"2011",5602
"algarrobo","educación media científico-humanista","no pertenece a ningún pueblo indígena","hombre",1242,"2011",5602
"algarrobo","kinder/pre-kinder","no pertenece a ningún pueblo indígena","mujer",146,"2011",5602
"algarrobo","profesional","no pertenece a ningún pueblo indígena","mujer",776,"2011",5602
"algarrobo","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",638,"2011",5602
"algarrobo","postgrado","mapuche","hombre",194,"2011",5602
"algarrobo","educación básica","mapuche","mujer",194,"2011",5602
"algarrobo","nunca asistió","no pertenece a ningún pueblo indígena","hombre",123,"2011",5602
"algarrobo","jardín infantil/sala cuna","no pertenece a ningún pueblo indígena","mujer",41,"2011",5602
"algarrobo","educación media técnica profesional","no pertenece a ningún pueblo indígena","mujer",133,"2011",5602
"algarrobo","educación media científico-humanista","no pertenece a ningún pueblo indígena","mujer",1758,"2011",5602
"algarrobo","educación básica","no pertenece a ningún pueblo indígena","hombre",1258,"2011",5602
"algarrobo","jardín infantil/sala cuna","no pertenece a ningún pueblo indígena","hombre",51,"2011",5602
"alhué","nunca asistió","no pertenece a ningún pueblo indígena","hombre",206,"2011",13502
"alhué","educación media científico-humanista","no pertenece a ningún pueblo indígena","mujer",827,"2011",13502
"alhué","educación media técnica profesional","no pertenece a ningún pueblo indígena","mujer",68,"2011",13502
"alhué","técnico nivel superior","no pertenece a ningún pueblo indígena","hombre",28,"2011",13502
"alhué","nunca asistió","no pertenece a ningún pueblo indígena","mujer",219,"2011",13502
"alhué","educación básica","mapuche","mujer",40,"2011",13502
"alhué","educación básica","no pertenece a ningún pueblo indígena","hombre",918,"2011",13502
"alhué","profesional","no pertenece a ningún pueblo indígena","mujer",118,"2011",13502
"alhué","técnica, comercial, industrial o normalista","no pertenece a ningún pueblo indígena","hombre",14,"2011",13502
"alhué","primaria/preparatoria (sistema antiguo)","mapuche","mujer",27,"2011",13502
"alhué","educación media científico-humanista","no pertenece a ningún pueblo indígena","hombre",576,"2011",13502
"alhué","jardín infantil/sala cuna","no pertenece a ningún pueblo indígena","hombre",99,"2011",13502
"alhué","técnico nivel superior","no pertenece a ningún pueblo indígena","mujer",104,"2011",13502
"alhué","jardín infantil/sala cuna","no pertenece a ningún pueblo indígena","mujer",76,"2011",13502
"alhué","primaria/preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",144,"2011",13502
"alhué","educación media técnica profesional","no pertenece a ningún pueblo indígena","hombre",58,"2011",13502
"alhué","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",14,"2011",13502
"alhué","profesional","no pertenece a ningún pueblo indígena","hombre",40,"2011",13502
"alhué","educación básica","no pertenece a ningún pueblo indígena","mujer",758,"2011",13502
"alhué","humanidades (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",18,"2011",13502
"alhué","primaria/preparatoria (sistema antiguo)","mapuche","hombre",27,"2011",13502
"alhué","educación media científico-humanista","mapuche","mujer",27,"2011",13502
"alhué","kinder/pre-kinder","no pertenece a ningún pueblo indígena","hombre",18,"2011",13502
"alhué","primaria/preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",182,"2011",13502
"alto biobío","primaria/preparatoria (sistema antiguo)","mapuche","mujer",215,"2011",8314
"alto biobío","educación básica","no pertenece a ningún pueblo indígena","hombre",448,"2011",8314
"alto biobío","jardín infantil/sala cuna","no pertenece a ningún pueblo indígena","mujer",7,"2011",8314
"alto biobío","kinder/pre-kinder","mapuche","mujer",9,"2011",8314
"alto biobío","nunca asistió","no pertenece a ningún pueblo indígena","hombre",50,"2011",8314
"alto biobío","técnico nivel superior","no pertenece a ningún pueblo indígena","mujer",113,"2011",8314
"alto biobío","educación media científico-humanista","mapuche","hombre",452,"2011",8314
"alto biobío","profesional","mapuche","mujer",16,"2011",8314
"alto biobío","postgrado","no pertenece a ningún pueblo indígena","mujer",9,"2011",8314
"alto biobío","técnico nivel superior","mapuche","mujer",52,"2011",8314
"alto biobío","técnica, comercial, industrial o normalista","no pertenece a ningún pueblo indígena","hombre",9,"2011",8314
"alto biobío","educación media técnica profesional","no pertenece a ningún pueblo indígena","mujer",90,"2011",8314
"alto biobío","nunca asistió","no pertenece a ningún pueblo indígena","mujer",80,"2011",8314
"alto biobío","kinder/pre-kinder","mapuche","hombre",43,"2011",8314
"alto biobío","educación especial (diferencial)","mapuche","mujer",43,"2011",8314
"alto biobío","nunca asistió","mapuche","hombre",568,"2011",8314
"alto biobío","educación básica","mapuche","hombre",2016,"2011",8314
"alto biobío","jardín infantil/sala cuna","no pertenece a ningún pueblo indígena","hombre",9,"2011",8314
"alto biobío","educación básica","no pertenece a ningún pueblo indígena","mujer",291,"2011",8314
"alto biobío","primaria/preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","hombre",21,"2011",8314
"alto biobío","educación media técnica profesional","mapuche","hombre",781,"2011",8314
"alto biobío","profesional","no pertenece a ningún pueblo indígena","mujer",79,"2011",8314
"alto biobío","educación básica","mapuche","mujer",2501,"2011",8314
"alto biobío","técnico nivel superior","mapuche","hombre",43,"2011",8314
"alto biobío","educación media científico-humanista","no pertenece a ningún pueblo indígena","mujer",188,"2011",8314
"alto biobío","educación media científico-humanista","no pertenece a ningún pueblo indígena","hombre",115,"2011",8314
"alto biobío","jardín infantil/sala cuna","mapuche","hombre",27,"2011",8314
"alto biobío","primaria/preparatoria (sistema antiguo)","mapuche","hombre",269,"2011",8314
"alto biobío","educación media técnica profesional","mapuche","mujer",667,"2011",8314
"alto biobío","educación media científico-humanista","mapuche","mujer",346,"2011",8314
"alto biobío","técnico nivel superior","no pertenece a ningún pueblo indígena","hombre",16,"2011",8314
"alto biobío","primaria/preparatoria (sistema antiguo)","no pertenece a ningún pueblo indígena","mujer",32,"2011",8314
"alto biobío","nunca asistió","mapuche","mujer",932,"2011",8314
"alto biobío","postgrado","no pertenece a ningún pueblo indígena","hombre",9,"2011",8314
"alto biobío","kinder/pre-kinder","no pertenece a ningún pueblo indígena","mujer",25,"2011",8314
"alto biobío","kinder/pre-kinder","no pertenece a ningún pueblo indígena","hombre",18,"2011",8314
"alto biobío","educación media técnica profesional","no pertenece a ningún pueblo indígena","hombre",227,"2011",8314
"alto biobío","jardín infantil/sala cuna","mapuche","mujer",70,"2011",8314
"alto biobío","profesional","no pertenece a ningún pueblo indígena","hombre",70,"2011",8314
"alto del carmen","educación media técnica profesional","no pertenece a ningún pueblo indígena","mujer",124,"2011",3302
"alto del carmen","educación media científico-humanista","no pertenece a ningún pueblo indígena","hombre",306,"2011",3302
"alto del carmen","nunca asistió","no pertenece a ningún pueblo indígena","mujer",183,"2011",3302
"alto del carmen","educación media técnica profesional","diaguita","hombre",104,"2011",3302
"alto del carmen","técnico nivel superior","no pertenece a ningún pueblo indígena","hombre",66,"2011",3302
"alto del carmen","humanidades (sistema antiguo)","diaguita","mujer",22,"2011",3302
"alto del carmen","técnica, comercial, industrial o normalista","no pertenece a ningún pueblo indígena","hombre",15,"2011",3302
"alto del carmen","nunca asistió","coya","hombre",9,"2011",3302
"alto del carmen","educación media técnica profesional","no pertenece a ningún pueblo indígena","hombre",168,"2011",3302
"alto del carmen","kinder/pre-kinder","diaguita","mujer",6,"2011",3302
"alto del carmen","nunca asistió","no pertenece a ningún pueblo indígena","hombre",94,"2011",3302
"alto del carmen","profesional","no pertenece a ningún pueblo indígena","hombre",32,"2011",3302
"alto del carmen","educación media científico-humanista","no pertenece a ningún pueblo indígena","mujer",309,"2011",3302
"alto del carmen","primaria/preparatoria (sistema antiguo)","diaguita","hombre",29,"2011",3302
"alto del carmen","técnico nivel superior","diaguita","mujer",11,"2011",3302
"alto del carmen","educación básica","diaguita","hombre",304,"2011",3302
