"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","otra razón","colombia","mujer",21,"2015",1107
"alto hospicio","no tiene con quien dejar a los niños","bolivia","mujer",29,"2015",1107
"antofagasta","jubilado(a), pensionado(a) o montepiado(a)","bolivia","mujer",216,"2015",2101
"arica","quehaceres del hogar","bolivia","mujer",163,"2015",15101
"arica","estudiante","perú","hombre",74,"2015",15101
"arica","no tiene con quien dejar a los niños","perú","mujer",15,"2015",15101
"arica","no tiene con quien dejar a los niños","bolivia","mujer",73,"2015",15101
"chillán viejo","no tiene con quien dejar a los niños","perú","mujer",16,"2015",16103
"colina","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","bolivia","mujer",123,"2015",13301
"concepción","otra razón","costa rica","mujer",46,"2015",8101
"conchalí","estudiante","perú","mujer",30,"2015",13104
"concón","no tiene interés en trabajar","suecia","hombre",39,"2015",5103
"copiapó","está enfermo o tiene una discapacidad","brasil","mujer",23,"2015",3101
"copiapó","quehaceres del hogar","ecuador","mujer",19,"2015",3101
"copiapó","quehaceres del hogar","perú","mujer",12,"2015",3101
"coquimbo","jubilado(a), pensionado(a) o montepiado(a)","argentina","hombre",71,"2015",4102
"coquimbo","jubilado(a), pensionado(a) o montepiado(a)","argentina","mujer",71,"2015",4102
"coquimbo","quehaceres del hogar","perú","mujer",88,"2015",4102
"cunco","quehaceres del hogar","no contesta","mujer",20,"2015",9103
"iquique","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","españa","mujer",67,"2015",1101
"iquique","no tiene con quien dejar a los niños","perú","mujer",55,"2015",1101
"iquique","quehaceres del hogar","bolivia","mujer",77,"2015",1101
"la pintana","no tiene con quien dejar a los niños","perú","mujer",129,"2015",13112
"las condes","otra razón","alemania","mujer",52,"2015",13114
"las condes","quehaceres del hogar","polonia","mujer",39,"2015",13114
"las condes","quehaceres del hogar","venezuela","mujer",100,"2015",13114
"las condes","quehaceres del hogar","argentina","mujer",70,"2015",13114
"las condes","no tiene interés en trabajar","alemania","mujer",71,"2015",13114
"las condes","estudiante","uruguay","mujer",80,"2015",13114
"limache","está enfermo o tiene una discapacidad","alemania","mujer",73,"2015",5802
"providencia","no tiene interés en trabajar","venezuela","mujer",43,"2015",13123
"providencia","quehaceres del hogar","uruguay","mujer",62,"2015",13123
"providencia","jubilado(a), pensionado(a) o montepiado(a)","argentina","mujer",47,"2015",13123
"providencia","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","italia","mujer",39,"2015",13123
"providencia","no tiene con quien dejar a los niños","ecuador","mujer",28,"2015",13123
"providencia","otra razón","venezuela","mujer",131,"2015",13123
"puerto montt","otra razón","estados unidos","hombre",232,"2015",10101
"punta arenas","jubilado(a), pensionado(a) o montepiado(a)","argentina","mujer",51,"2015",12101
"putre","quehaceres del hogar","bolivia","mujer",2,"2015",15201
"quinta normal","no tiene con quien dejar a los niños","república dominicana","mujer",35,"2015",13126
"recoleta","quehaceres del hogar","perú","mujer",128,"2015",13127
"renca","no tiene con quien dejar a los niños","perú","mujer",79,"2015",13128
"san miguel","está enfermo o tiene una discapacidad","perú","hombre",24,"2015",13130
"san miguel","quehaceres del hogar","méxico","mujer",63,"2015",13130
"san miguel","quehaceres del hogar","españa","mujer",36,"2015",13130
"santiago","otra razón","china","mujer",37,"2015",13101
"santiago","no tiene con quien dejar a los niños","haití","mujer",40,"2015",13101
"santiago","no tiene con quien dejar a los niños","argentina","mujer",40,"2015",13101
"villarrica","está enfermo o tiene una discapacidad","eslovaquia","hombre",30,"2015",9120
"villarrica","quehaceres del hogar","colombia","mujer",73,"2015",9120
