"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"Alhué","No tiene con quien dejar a los niños","Perú","Mujer",16,"2017",13502
"Alto Hospicio","Otra razón","Colombia","Mujer",51,"2017",1107
"Alto Hospicio","Otra razón","Perú","Mujer",29,"2017",1107
"Alto Hospicio","No tiene interés en trabajar","Bolivia","Mujer",42,"2017",1107
"Alto Hospicio","No tiene con quien dejar a los niños","Bolivia","Mujer",28,"2017",1107
"Alto Hospicio","Quehaceres del hogar","Perú","Mujer",86,"2017",1107
"Alto Hospicio","Otra razón","Bolivia","Mujer",52,"2017",1107
"Angol","No tiene con quien dejar a los niños","Colombia","Mujer",66,"2017",9201
"Antofagasta","No tiene con quien dejar a los niños","Perú","Mujer",140,"2017",2101
"Antofagasta","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","Argentina","Mujer",79,"2017",2101
"Arica","Quehaceres del hogar","Colombia","Mujer",16,"2017",15101
"Arica","Quehaceres del hogar","Perú","Hombre",26,"2017",15101
"Arica","Se cansó de buscar o cree que no hay trabajo disponible","Bolivia","Mujer",9,"2017",15101
"Arica","Quehaceres del hogar","Bolivia","Mujer",33,"2017",15101
"Arica","Quehaceres del hogar","Perú","Mujer",96,"2017",15101
"Arica","Otra razón","Colombia","Mujer",17,"2017",15101
"Arica","No tiene con quien dejar a adultos mayores","Bolivia","Mujer",29,"2017",15101
"Arica","Otra razón","Colombia","Hombre",17,"2017",15101
"Chillán","Está esperando resultado de gestiones ya emprendidas","Suecia","Mujer",46,"2017",16101
"Chillán Viejo","Quehaceres del hogar","Bolivia","Mujer",227,"2017",16103
"Combarbalá","Quehaceres del hogar","Perú","Mujer",100,"2017",4302
"Conchalí","Jubilado(a), pensionado(a) o montepiado(a)","Colombia","Mujer",174,"2017",13104
"Copiapó","No tiene interés en trabajar","Argentina","Hombre",37,"2017",3101
"Coquimbo","Otra razón","Colombia","Mujer",100,"2017",4102
"Coquimbo","No tiene con quien dejar a los niños","Rusia","Mujer",114,"2017",4102
"Hijuelas","Se cansó de buscar o cree que no hay trabajo disponible","Argentina","Mujer",52,"2017",5503
"Independencia","No tiene con quien dejar a los niños","Perú","Mujer",42,"2017",13108
"Iquique","Las reglas, horarios y distancias de los trabajos no le acom","Bolivia","Mujer",21,"2017",1101
"Iquique","Quehaceres del hogar","Bolivia","Mujer",49,"2017",1101
"Iquique","Estudiante","Bolivia","Hombre",11,"2017",1101
"Iquique","No tiene con quien dejar a los niños","Perú","Mujer",26,"2017",1101
"Iquique","Quehaceres del hogar","Perú","Mujer",20,"2017",1101
"Iquique","No tiene interés en trabajar","Perú","Mujer",40,"2017",1101
"Iquique","Está enfermo o tiene una discapacidad","Perú","Mujer",58,"2017",1101
"Iquique","Otra razón","Palestina","Mujer",20,"2017",1101
"La Florida","Otra razón","Perú","Mujer",149,"2017",13110
"La Florida","Quehaceres del hogar","Venezuela","Mujer",111,"2017",13110
"La Florida","Quehaceres del hogar","Perú","Mujer",153,"2017",13110
"La Reina","Otra razón","Estados Unidos","Hombre",72,"2017",13113
"La Reina","No tiene con quien dejar a los niños","Argentina","Mujer",135,"2017",13113
"La Serena","No tiene interés en trabajar","Colombia","Mujer",103,"2017",4101
"Las Condes","Jubilado(a), pensionado(a) o montepiado(a)","Argentina","Mujer",66,"2017",13114
"Las Condes","Está enfermo o tiene una discapacidad","Argentina","Mujer",235,"2017",13114
"Las Condes","No tiene con quien dejar a los niños","Colombia","Mujer",85,"2017",13114
"Licantén","Está enfermo o tiene una discapacidad","Argentina","Hombre",22,"2017",7303
"Limache","Está enfermo o tiene una discapacidad","Alemania","Hombre",15,"2017",5802
"Limache","Está enfermo o tiene una discapacidad","Italia","Hombre",124,"2017",5802
"Limache","No tiene con quien dejar a adultos mayores","Italia","Mujer",124,"2017",5802
"Lo Prado","Otra razón","Haití","Mujer",172,"2017",13117
"Lo Prado","No tiene con quien dejar a los niños","Colombia","Mujer",149,"2017",13117
"Machalí","Jubilado(a), pensionado(a) o montepiado(a)","Marruecos","Mujer",41,"2017",6108
"María Elena","Quehaceres del hogar","Bolivia","Mujer",14,"2017",2302
"Mejillones","Quehaceres del hogar","Bolivia","Mujer",80,"2017",2102
"Paillaco","Está enfermo o tiene una discapacidad","Brasil","Mujer",38,"2017",14107
"Pozo Almonte","No tiene con quien dejar a los niños","Bolivia","Mujer",53,"2017",1401
"Puente Alto","No tiene con quien dejar a los niños","Perú","Mujer",71,"2017",13201
"Puente Alto","No tiene con quien dejar a los niños","Ecuador","Mujer",285,"2017",13201
"Puente Alto","Quehaceres del hogar","Perú","Mujer",892,"2017",13201
"Punta Arenas","No tiene con quien dejar a los niños","Paraguay","Mujer",16,"2017",12101
"Quilicura","No tiene con quien dejar a los niños","Perú","Mujer",298,"2017",13125
"Quilicura","No tiene con quien dejar a los niños","Haití","Mujer",881,"2017",13125
"Quinta Normal","No tiene interés en trabajar","Perú","Hombre",216,"2017",13126
"Quinta Normal","No tiene con quien dejar a los niños","Perú","Mujer",216,"2017",13126
"Rancagua","Quehaceres del hogar","Argentina","Mujer",63,"2017",6101
"San Carlos","No tiene interés en trabajar","Costa Rica","Mujer",63,"2017",16301
"San Joaquín","No tiene con quien dejar a los niños","Perú","Mujer",146,"2017",13129
"San Joaquín","Jubilado(a), pensionado(a) o montepiado(a)","Haití","Mujer",146,"2017",13129
"San José de Maipo","Quehaceres del hogar","Perú","Mujer",63,"2017",13203
"San Miguel","Otra razón","Haití","Mujer",104,"2017",13130
"San Rosendo","Quehaceres del hogar","Perú","Mujer",15,"2017",8310
"Santa Cruz","Quehaceres del hogar","No Responde","Mujer",49,"2017",6310
"Santa Cruz","No tiene interés en trabajar","No Responde","Mujer",49,"2017",6310
"Santiago","No tiene con quien dejar a los niños","Venezuela","Mujer",25,"2017",13101
"Santiago","Quehaceres del hogar","Perú","Mujer",22,"2017",13101
"Santiago","Las reglas, horarios y distancias de los trabajos no le acom","Venezuela","Mujer",25,"2017",13101
"Valparaíso","No tiene con quien dejar a los niños","Venezuela","Mujer",107,"2017",5101
"Vitacura","Quehaceres del hogar","Italia","Mujer",34,"2017",13132
