"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no pobre","no pobre","mujer",6162,"2011",5602
"algarrobo","no pobre","no pobre","hombre",5357,"2011",5602
"algarrobo","pobre","pobre","mujer",887,"2011",5602
"algarrobo","pobre","pobre","hombre",678,"2011",5602
"alhué","pobre","pobre","hombre",135,"2011",13502
"alhué","pobreza extrema","pobreza extrema","mujer",36,"2011",13502
"alhué","pobre","pobre","mujer",144,"2011",13502
"alhué","no pobre","no pobre","hombre",1953,"2011",13502
"alhué","no pobre","no pobre","mujer",2280,"2011",13502
"alhué","pobreza extrema","pobreza extrema","hombre",58,"2011",13502
"alto biobío","pobreza extrema","pobreza extrema","mujer",1138,"2011",8314
"alto biobío","pobre","pobre","mujer",572,"2011",8314
"alto biobío","no pobre","no pobre","hombre",3386,"2011",8314
"alto biobío","pobreza extrema","pobreza extrema","hombre",1013,"2011",8314
"alto biobío","pobre","pobre","hombre",792,"2011",8314
"alto biobío","no pobre","no pobre","mujer",4055,"2011",8314
"alto del carmen","pobreza extrema","pobreza extrema","mujer",25,"2011",3302
"alto del carmen","pobre","pobre","hombre",100,"2011",3302
"alto del carmen","pobre","pobre","mujer",49,"2011",3302
"alto del carmen","no pobre","no pobre","mujer",2293,"2011",3302
"alto del carmen","no pobre","no pobre","hombre",2040,"2011",3302
"alto del carmen","pobreza extrema","pobreza extrema","hombre",54,"2011",3302
"alto hospicio","pobre","pobre","mujer",7797,"2011",1107
"alto hospicio","pobreza extrema","pobreza extrema","hombre",1600,"2011",1107
"alto hospicio","no pobre","no pobre","hombre",37738,"2011",1107
"alto hospicio","pobre","pobre","hombre",5990,"2011",1107
"alto hospicio","pobreza extrema","pobreza extrema","mujer",2022,"2011",1107
"alto hospicio","no pobre","no pobre","mujer",40699,"2011",1107
"ancud","pobreza extrema","pobreza extrema","mujer",554,"2011",10202
"ancud","pobre","pobre","hombre",1911,"2011",10202
"ancud","no pobre","no pobre","hombre",16866,"2011",10202
"ancud","pobre","pobre","mujer",2518,"2011",10202
"ancud","no pobre","no pobre","mujer",18599,"2011",10202
"ancud","pobreza extrema","pobreza extrema","hombre",468,"2011",10202
"andacollo","pobreza extrema","pobreza extrema","mujer",204,"2011",4103
"andacollo","pobreza extrema","pobreza extrema","hombre",52,"2011",4103
"andacollo","no pobre","no pobre","mujer",3318,"2011",4103
"andacollo","pobre","pobre","hombre",503,"2011",4103
"andacollo","pobre","pobre","mujer",636,"2011",4103
"andacollo","no pobre","no pobre","hombre",3634,"2011",4103
"angol","pobreza extrema","pobreza extrema","mujer",1946,"2011",9201
"angol","pobreza extrema","pobreza extrema","hombre",2286,"2011",9201
"angol","no pobre","no pobre","mujer",20544,"2011",9201
"angol","pobre","pobre","mujer",2844,"2011",9201
"angol","pobre","pobre","hombre",1843,"2011",9201
"angol","no pobre","no pobre","hombre",19840,"2011",9201
"antofagasta","pobreza extrema","pobreza extrema","mujer",3572,"2011",2101
"antofagasta","pobre","pobre","hombre",9700,"2011",2101
"antofagasta","pobre","pobre","mujer",12507,"2011",2101
"antofagasta","no pobre","no pobre","hombre",156386,"2011",2101
"antofagasta","pobreza extrema","pobreza extrema","hombre",3235,"2011",2101
"antofagasta","no pobre","no pobre","mujer",168322,"2011",2101
"antuco","pobreza extrema","pobreza extrema","mujer",131,"2011",8302
"antuco","pobre","pobre","hombre",357,"2011",8302
"antuco","pobre","pobre","mujer",333,"2011",8302
"antuco","no pobre","no pobre","mujer",1275,"2011",8302
"antuco","no pobre","no pobre","hombre",1290,"2011",8302
"antuco","pobreza extrema","pobreza extrema","hombre",88,"2011",8302
"arauco","pobre","pobre","mujer",5646,"2011",8202
"arauco","pobreza extrema","pobreza extrema","mujer",1088,"2011",8202
"arauco","no pobre","no pobre","mujer",15523,"2011",8202
"arauco","pobreza extrema","pobreza extrema","hombre",839,"2011",8202
"arauco","pobre","pobre","hombre",4140,"2011",8202
"arauco","no pobre","no pobre","hombre",14863,"2011",8202
"arica","no pobre","no pobre","mujer",73256,"2011",15101
"arica","no pobre","no pobre","hombre",71340,"2011",15101
"arica","pobreza extrema","pobreza extrema","hombre",2172,"2011",15101
"arica","pobre","pobre","hombre",10185,"2011",15101
"arica","pobreza extrema","pobreza extrema","mujer",2239,"2011",15101
"arica","pobre","pobre","mujer",12849,"2011",15101
"aysén","pobreza extrema","pobreza extrema","hombre",277,"2011",11201
"aysén","pobreza extrema","pobreza extrema","mujer",288,"2011",11201
"aysén","pobre","pobre","mujer",1334,"2011",11201
"aysén","no pobre","no pobre","hombre",11143,"2011",11201
"aysén","pobre","pobre","hombre",1025,"2011",11201
"aysén","no pobre","no pobre","mujer",11347,"2011",11201
"buin","pobreza extrema","pobreza extrema","hombre",222,"2011",13402
"buin","no pobre","no pobre","mujer",33619,"2011",13402
"buin","pobreza extrema","pobreza extrema","mujer",956,"2011",13402
"buin","pobre","pobre","mujer",4144,"2011",13402
"buin","no pobre","no pobre","hombre",29355,"2011",13402
"buin","pobre","pobre","hombre",4664,"2011",13402
"bulnes","no pobre","no pobre","hombre",7806,"2011",16102
"bulnes","pobreza extrema","pobreza extrema","mujer",418,"2011",16102
"bulnes","pobre","pobre","hombre",1729,"2011",16102
"bulnes","pobre","pobre","mujer",1928,"2011",16102
"bulnes","no pobre","no pobre","mujer",8954,"2011",16102
"bulnes","pobreza extrema","pobreza extrema","hombre",363,"2011",16102
"cabildo","no pobre","no pobre","hombre",8526,"2011",5402
"cabildo","pobre","pobre","hombre",523,"2011",5402
"cabildo","pobreza extrema","pobreza extrema","mujer",302,"2011",5402
"cabildo","pobreza extrema","pobreza extrema","hombre",232,"2011",5402
"cabildo","no pobre","no pobre","mujer",10290,"2011",5402
"cabildo","pobre","pobre","mujer",902,"2011",5402
"cabrero","no pobre","no pobre","hombre",9653,"2011",8303
"cabrero","pobreza extrema","pobreza extrema","mujer",1261,"2011",8303
"cabrero","pobreza extrema","pobreza extrema","hombre",1385,"2011",8303
"cabrero","pobre","pobre","hombre",3544,"2011",8303
"cabrero","pobre","pobre","mujer",3234,"2011",8303
"cabrero","no pobre","no pobre","mujer",11266,"2011",8303
"calama","pobre","pobre","hombre",2666,"2011",2201
"calama","pobreza extrema","pobreza extrema","mujer",1006,"2011",2201
"calama","no pobre","no pobre","mujer",66914,"2011",2201
"calama","pobre","pobre","mujer",4579,"2011",2201
"calama","no pobre","no pobre","hombre",68757,"2011",2201
"calama","pobreza extrema","pobreza extrema","hombre",691,"2011",2201
"calbuco","pobre","pobre","hombre",1943,"2011",10102
"calbuco","pobre","pobre","mujer",2250,"2011",10102
"calbuco","no pobre","no pobre","hombre",15125,"2011",10102
"calbuco","pobreza extrema","pobreza extrema","mujer",219,"2011",10102
"calbuco","pobreza extrema","pobreza extrema","hombre",178,"2011",10102
"calbuco","no pobre","no pobre","mujer",15591,"2011",10102
"caldera","pobre","pobre","hombre",387,"2011",3102
"caldera","pobreza extrema","pobreza extrema","mujer",271,"2011",3102
"caldera","pobre","pobre","mujer",656,"2011",3102
"caldera","no pobre","no pobre","hombre",6275,"2011",3102
"caldera","pobreza extrema","pobreza extrema","hombre",282,"2011",3102
"caldera","no pobre","no pobre","mujer",6718,"2011",3102
"calera","pobre","pobre","hombre",3595,"2011",5502
"calera","pobreza extrema","pobreza extrema","hombre",1915,"2011",5502
"calera","no pobre","no pobre","mujer",21180,"2011",5502
"calera","pobre","pobre","mujer",6283,"2011",5502
"calera","pobreza extrema","pobreza extrema","mujer",2032,"2011",5502
"calera","no pobre","no pobre","hombre",19792,"2011",5502
"calera de tango","pobreza extrema","pobreza extrema","mujer",106,"2011",13403
"calera de tango","pobre","pobre","mujer",26,"2011",13403
"calera de tango","no pobre","no pobre","mujer",12444,"2011",13403
"calera de tango","pobre","pobre","hombre",104,"2011",13403
"calera de tango","no pobre","no pobre","hombre",14177,"2011",13403
"calle larga","no pobre","no pobre","mujer",4527,"2011",5302
"calle larga","pobreza extrema","pobreza extrema","mujer",78,"2011",5302
"calle larga","pobre","pobre","mujer",332,"2011",5302
"calle larga","pobre","pobre","hombre",275,"2011",5302
"calle larga","no pobre","no pobre","hombre",5658,"2011",5302
"camarones","no pobre","no pobre","hombre",730,"2011",15102
"camarones","pobre","pobre","mujer",78,"2011",15102
"camarones","pobre","pobre","hombre",52,"2011",15102
"camarones","no pobre","no pobre","mujer",453,"2011",15102
"camarones","pobreza extrema","pobreza extrema","mujer",33,"2011",15102
"camiña","pobreza extrema","pobreza extrema","hombre",9,"2011",1402
"camiña","pobreza extrema","pobreza extrema","mujer",2,"2011",1402
"camiña","pobre","pobre","hombre",9,"2011",1402
"camiña","no pobre","no pobre","hombre",442,"2011",1402
