"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","no pobre","no pobre","mujer",42551,"2015",1107
"alto hospicio","pobre","pobre","mujer",11052,"2015",1107
"alto hospicio","pobre","pobre","hombre",12384,"2015",1107
"alto hospicio","no pobre","no pobre","hombre",43272,"2015",1107
"ancud","pobre","pobre","mujer",5057,"2015",10202
"ancud","no pobre","no pobre","hombre",14333,"2015",10202
"ancud","pobre","pobre","hombre",4205,"2015",10202
"ancud","no pobre","no pobre","mujer",15674,"2015",10202
"angol","pobre","pobre","hombre",3933,"2015",9201
"angol","no pobre","no pobre","hombre",18003,"2015",9201
"angol","no pobre","no pobre","mujer",21692,"2015",9201
"angol","pobre","pobre","mujer",3960,"2015",9201
"antofagasta","pobre","pobre","mujer",24951,"2015",2101
"antofagasta","no pobre","no pobre","mujer",166192,"2015",2101
"antofagasta","pobre","pobre","hombre",25007,"2015",2101
"antofagasta","no pobre","no pobre","hombre",151370,"2015",2101
"arauco","no pobre","no pobre","hombre",17170,"2015",8202
"arauco","no pobre","no pobre","mujer",20491,"2015",8202
"arauco","pobre","pobre","hombre",1824,"2015",8202
"arauco","pobre","pobre","mujer",1795,"2015",8202
"arica","pobre","pobre","mujer",14668,"2015",15101
"arica","no pobre","no pobre","mujer",64898,"2015",15101
"arica","no pobre","no pobre","hombre",64712,"2015",15101
"arica","pobre","pobre","hombre",14363,"2015",15101
"aysén","no pobre","no pobre","mujer",10554,"2015",11201
"aysén","no pobre","no pobre","hombre",9900,"2015",11201
"aysén","pobre","pobre","hombre",2833,"2015",11201
"aysén","pobre","pobre","mujer",2882,"2015",11201
"calama","pobre","pobre","hombre",14095,"2015",2201
"calama","no pobre","no pobre","hombre",53921,"2015",2201
"calama","pobre","pobre","mujer",12908,"2015",2201
"calama","no pobre","no pobre","mujer",60012,"2015",2201
"calbuco","pobre","pobre","hombre",6810,"2015",10102
"calbuco","no pobre","no pobre","mujer",11228,"2015",10102
"calbuco","no pobre","no pobre","hombre",11311,"2015",10102
"calbuco","pobre","pobre","mujer",6167,"2015",10102
"calera","no pobre","no pobre","mujer",21227,"2015",5502
"calera","no pobre","no pobre","hombre",19530,"2015",5502
"calera","pobre","pobre","hombre",7535,"2015",5502
"calera","pobre","pobre","mujer",7224,"2015",5502
"cañete","no pobre","no pobre","hombre",11730,"2015",8203
"cañete","no pobre","no pobre","mujer",12792,"2015",8203
"cañete","pobre","pobre","hombre",4324,"2015",8203
"cañete","pobre","pobre","mujer",4581,"2015",8203
"carahue","no pobre","no pobre","hombre",6734,"2015",9102
"carahue","no pobre","no pobre","mujer",7542,"2015",9102
"carahue","pobre","pobre","hombre",4592,"2015",9102
"carahue","pobre","pobre","mujer",4250,"2015",9102
"castro","no pobre","no pobre","hombre",20735,"2015",10201
"castro","pobre","pobre","hombre",5032,"2015",10201
"castro","no pobre","no pobre","mujer",23257,"2015",10201
"castro","pobre","pobre","mujer",5387,"2015",10201
"cauquenes","no pobre","no pobre","hombre",14699,"2015",7201
"cauquenes","pobre","pobre","hombre",4636,"2015",7201
"cauquenes","no pobre","no pobre","mujer",17145,"2015",7201
"cauquenes","pobre","pobre","mujer",4432,"2015",7201
