"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"Algarrobo","No pobre","No pobre","Hombre",6514,"2017",5602
"Algarrobo","Pobre","Pobre","Mujer",530,"2017",5602
"Algarrobo","No pobre","No pobre","Mujer",7775,"2017",5602
"Algarrobo","Pobre","Pobre","Hombre",506,"2017",5602
"Alhué","Pobre","Pobre","Hombre",243,"2017",13502
"Alhué","No pobre","No pobre","Hombre",1981,"2017",13502
"Alhué","Pobre","Pobre","Mujer",206,"2017",13502
"Alhué","No pobre","No pobre","Mujer",1787,"2017",13502
"Alto Biobío","No pobre","No pobre","Hombre",2232,"2017",8314
"Alto Biobío","Pobre","Pobre","Mujer",2304,"2017",8314
"Alto Biobío","No pobre","No pobre","Mujer",2730,"2017",8314
"Alto Biobío","Pobre","Pobre","Hombre",2110,"2017",8314
"Alto del Carmen","No pobre","No pobre","Hombre",1341,"2017",3302
"Alto del Carmen","No pobre","No pobre","Mujer",1679,"2017",3302
"Alto del Carmen","Pobre","Pobre","Hombre",330,"2017",3302
"Alto del Carmen","Pobre","Pobre","Mujer",641,"2017",3302
"Alto Hospicio","No pobre","No pobre","Hombre",43597,"2017",1107
"Alto Hospicio","Pobre","Pobre","Hombre",16308,"2017",1107
"Alto Hospicio","Pobre","Pobre","Mujer",15293,"2017",1107
"Alto Hospicio","No pobre","No pobre","Mujer",45856,"2017",1107
"Ancud","Pobre","Pobre","Mujer",4007,"2017",10202
"Ancud","No pobre","No pobre","Mujer",16893,"2017",10202
"Ancud","Pobre","Pobre","Hombre",3797,"2017",10202
"Ancud","No pobre","No pobre","Hombre",14858,"2017",10202
"Andacollo","Pobre","Pobre","Hombre",806,"2017",4103
"Andacollo","No pobre","No pobre","Mujer",2439,"2017",4103
"Andacollo","No pobre","No pobre","Hombre",2761,"2017",4103
"Andacollo","Pobre","Pobre","Mujer",596,"2017",4103
"Angol","No pobre","No pobre","Hombre",18429,"2017",9201
"Angol","Pobre","Pobre","Mujer",4629,"2017",9201
"Angol","No pobre","No pobre","Mujer",20648,"2017",9201
"Angol","Pobre","Pobre","Hombre",3809,"2017",9201
"Antofagasta","No pobre","No pobre","Hombre",146721,"2017",2101
"Antofagasta","No pobre","No pobre","Mujer",156457,"2017",2101
"Antofagasta","Pobre","Pobre","Mujer",29721,"2017",2101
"Antofagasta","Pobre","Pobre","Hombre",29525,"2017",2101
"Antuco","Pobre","Pobre","Hombre",233,"2017",8302
"Antuco","No pobre","No pobre","Hombre",1260,"2017",8302
"Antuco","Pobre","Pobre","Mujer",328,"2017",8302
