"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"aisén ","indigente","indigente","hombre",270,"2006",11201
"aisén ","no pobre","no pobre","hombre",10935,"2006",11201
"aisén ","pobre no indigente","pobre no indigente","hombre",134,"2006",11201
"aisén ","pobre no indigente","pobre no indigente","mujer",268,"2006",11201
"aisén ","no pobre","no pobre","mujer",11517,"2006",11201
"aisén ","indigente","indigente","mujer",506,"2006",11201
"algarrobo ","pobre no indigente","pobre no indigente","hombre",318,"2006",5602
"algarrobo ","no pobre","no pobre","hombre",4614,"2006",5602
"algarrobo ","indigente","indigente","mujer",173,"2006",5602
"algarrobo ","no pobre","no pobre","mujer",5033,"2006",5602
"algarrobo ","pobre no indigente","pobre no indigente","mujer",513,"2006",5602
"algarrobo ","indigente","indigente","hombre",134,"2006",5602
"alhué ","pobre no indigente","pobre no indigente","hombre",191,"2006",13502
"alhué ","pobre no indigente","pobre no indigente","mujer",250,"2006",13502
"alhué ","no pobre","no pobre","mujer",1930,"2006",13502
"alhué ","no pobre","no pobre","hombre",2083,"2006",13502
"alhué ","indigente","indigente","hombre",68,"2006",13502
"alhué ","indigente","indigente","mujer",98,"2006",13502
"alto bío bío ","pobre no indigente","pobre no indigente","hombre",985,"2006",8314
"alto bío bío ","indigente","indigente","mujer",674,"2006",8314
"alto bío bío ","no pobre","no pobre","hombre",2868,"2006",8314
"alto bío bío ","pobre no indigente","pobre no indigente","mujer",951,"2006",8314
"alto bío bío ","no pobre","no pobre","mujer",2957,"2006",8314
"alto bío bío ","indigente","indigente","hombre",643,"2006",8314
"alto del carmen ","pobre no indigente","pobre no indigente","mujer",36,"2006",3302
"alto del carmen ","pobre no indigente","pobre no indigente","hombre",25,"2006",3302
"alto del carmen ","no pobre","no pobre","mujer",2052,"2006",3302
"alto del carmen ","no pobre","no pobre","hombre",2398,"2006",3302
"alto hospicio ","pobre no indigente","pobre no indigente","hombre",5538,"2006",1107
"alto hospicio ","indigente","indigente","hombre",2171,"2006",1107
"alto hospicio ","no pobre","no pobre","mujer",27635,"2006",1107
"alto hospicio ","no pobre","no pobre","hombre",30479,"2006",1107
"alto hospicio ","pobre no indigente","pobre no indigente","mujer",7363,"2006",1107
"alto hospicio ","indigente","indigente","mujer",1352,"2006",1107
"ancud ","pobre no indigente","pobre no indigente","mujer",1235,"2006",10202
"ancud ","no pobre","no pobre","hombre",18334,"2006",10202
"ancud ","indigente","indigente","hombre",132,"2006",10202
"ancud ","pobre no indigente","pobre no indigente","hombre",1344,"2006",10202
"ancud ","no pobre","no pobre","mujer",19597,"2006",10202
"ancud ","indigente","indigente","mujer",177,"2006",10202
"andacollo ","pobre no indigente","pobre no indigente","hombre",950,"2006",4103
"andacollo ","indigente","indigente","hombre",250,"2006",4103
"andacollo ","indigente","indigente","mujer",171,"2006",4103
"andacollo ","pobre no indigente","pobre no indigente","mujer",1091,"2006",4103
"andacollo ","no pobre","no pobre","hombre",3207,"2006",4103
"andacollo ","no pobre","no pobre","mujer",3539,"2006",4103
"angol ","no pobre","no pobre","hombre",18684,"2006",9201
"angol ","pobre no indigente","pobre no indigente","mujer",4561,"2006",9201
"angol ","pobre no indigente","pobre no indigente","hombre",3253,"2006",9201
"angol ","no pobre","no pobre","mujer",19173,"2006",9201
"angol ","indigente","indigente","hombre",1427,"2006",9201
"angol ","indigente","indigente","mujer",1875,"2006",9201
"antofagasta ","indigente","indigente","hombre",4170,"2006",2101
