"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","asalariado","mapuche","hombre",94,"2013",5602
"algarrobo","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",4243,"2013",5602
"algarrobo","menor de 12 años","mapuche","mujer",62,"2013",5602
"algarrobo","asalariado","no pertenece a ningún pueblo indígena","hombre",2885,"2013",5602
"algarrobo","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",1321,"2013",5602
"algarrobo","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",1773,"2013",5602
"algarrobo","menor de 12 años","mapuche","hombre",112,"2013",5602
"algarrobo","asalariado","no pertenece a ningún pueblo indígena","mujer",1544,"2013",5602
"algarrobo","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",673,"2013",5602
"algarrobo","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",622,"2013",5602
"algarrobo","patrón, empleador o trabajador cuenta propia","mapuche","hombre",19,"2013",5602
"algarrobo","familiar no remunerado, inactivo o desocupado","mapuche","mujer",164,"2013",5602
"algarrobo","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",270,"2013",5602
"algarrobo","asalariado","mapuche","mujer",180,"2013",5602
"alhué","asalariado","no pertenece a ningún pueblo indígena","hombre",1018,"2013",13502
"alhué","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",866,"2013",13502
"alhué","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",80,"2013",13502
"alhué","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",59,"2013",13502
"alhué","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",1391,"2013",13502
"alhué","asalariado","no pertenece a ningún pueblo indígena","mujer",488,"2013",13502
"alhué","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",355,"2013",13502
"alhué","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",280,"2013",13502
"alto biobío","menor de 12 años","ns/nr","mujer",13,"2013",8314
"alto biobío","menor de 12 años","mapuche","hombre",826,"2013",8314
"alto biobío","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",13,"2013",8314
"alto biobío","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",26,"2013",8314
"alto biobío","familiar no remunerado, inactivo o desocupado","mapuche","mujer",3184,"2013",8314
"alto biobío","asalariado","mapuche","hombre",1187,"2013",8314
"alto biobío","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",80,"2013",8314
"alto biobío","patrón, empleador o trabajador cuenta propia","mapuche","hombre",130,"2013",8314
"alto biobío","familiar no remunerado, inactivo o desocupado","mapuche","hombre",2783,"2013",8314
"alto biobío","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",405,"2013",8314
"alto biobío","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",166,"2013",8314
"alto biobío","asalariado","no pertenece a ningún pueblo indígena","hombre",532,"2013",8314
"alto biobío","familiar no remunerado, inactivo o desocupado","aymara","mujer",113,"2013",8314
"alto biobío","menor de 12 años","mapuche","mujer",1350,"2013",8314
"alto biobío","familiar no remunerado, inactivo o desocupado","aymara","hombre",24,"2013",8314
"alto biobío","menor de 12 años","aymara","mujer",12,"2013",8314
"alto biobío","asalariado","mapuche","mujer",504,"2013",8314
"alto biobío","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",92,"2013",8314
"alto biobío","patrón, empleador o trabajador cuenta propia","mapuche","mujer",12,"2013",8314
"alto biobío","asalariado","no pertenece a ningún pueblo indígena","mujer",195,"2013",8314
"alto del carmen","asalariado","diaguita","mujer",457,"2013",3302
"alto del carmen","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",194,"2013",3302
"alto del carmen","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",36,"2013",3302
"alto del carmen","familiar no remunerado, inactivo o desocupado","mapuche","mujer",18,"2013",3302
"alto del carmen","asalariado","no pertenece a ningún pueblo indígena","mujer",66,"2013",3302
"alto del carmen","asalariado","no pertenece a ningún pueblo indígena","hombre",224,"2013",3302
"alto del carmen","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",12,"2013",3302
"alto del carmen","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",49,"2013",3302
"alto del carmen","familiar no remunerado, inactivo o desocupado","diaguita","hombre",728,"2013",3302
"alto del carmen","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",36,"2013",3302
"alto del carmen","asalariado","mapuche","hombre",24,"2013",3302
"alto del carmen","menor de 12 años","diaguita","hombre",322,"2013",3302
"alto del carmen","patrón, empleador o trabajador cuenta propia","diaguita","mujer",36,"2013",3302
"alto del carmen","menor de 12 años","diaguita","mujer",481,"2013",3302
"alto del carmen","familiar no remunerado, inactivo o desocupado","diaguita","mujer",1112,"2013",3302
"alto del carmen","asalariado","diaguita","hombre",642,"2013",3302
"alto del carmen","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",85,"2013",3302
"alto hospicio","familiar no remunerado, inactivo o desocupado","coya","hombre",17,"2013",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","aymara","hombre",845,"2013",1107
"alto hospicio","asalariado","atacameño (likán antai)","mujer",18,"2013",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",11226,"2013",1107
"alto hospicio","asalariado","aymara","hombre",1700,"2013",1107
"alto hospicio","asalariado","aymara","mujer",1165,"2013",1107
"alto hospicio","menor de 12 años","quechua","mujer",319,"2013",1107
"alto hospicio","menor de 12 años","mapuche","mujer",838,"2013",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","quechua","mujer",265,"2013",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",5549,"2013",1107
"alto hospicio","menor de 12 años","coya","hombre",69,"2013",1107
