"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no","no pertenece a ningún pueblo indígena","mujer",5564,"2013",5602
"algarrobo","no","mapuche","mujer",312,"2013",5602
"algarrobo","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",164,"2013",5602
"algarrobo","sí","no pertenece a ningún pueblo indígena","mujer",64,"2013",5602
"algarrobo","no","no pertenece a ningún pueblo indígena","hombre",4758,"2013",5602
"algarrobo","no","mapuche","hombre",113,"2013",5602
"algarrobo","sí","no pertenece a ningún pueblo indígena","hombre",102,"2013",5602
"alhué","sí","no pertenece a ningún pueblo indígena","mujer",17,"2013",13502
"alhué","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",34,"2013",13502
"alhué","no","no pertenece a ningún pueblo indígena","hombre",1662,"2013",13502
"alhué","sí","no pertenece a ningún pueblo indígena","hombre",96,"2013",13502
"alhué","no","no pertenece a ningún pueblo indígena","mujer",1727,"2013",13502
"alto biobío","no","aymara","hombre",24,"2013",8314
"alto biobío","no","mapuche","mujer",3153,"2013",8314
"alto biobío","no","mapuche","hombre",3141,"2013",8314
"alto biobío","no","no pertenece a ningún pueblo indígena","mujer",513,"2013",8314
"alto biobío","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",13,"2013",8314
"alto biobío","sí","mapuche","mujer",25,"2013",8314
"alto biobío","no","aymara","mujer",113,"2013",8314
"alto biobío","sí","mapuche","hombre",13,"2013",8314
"alto biobío","no","no pertenece a ningún pueblo indígena","hombre",650,"2013",8314
"alto biobío","sí","no pertenece a ningún pueblo indígena","hombre",25,"2013",8314
"alto del carmen","no","no pertenece a ningún pueblo indígena","mujer",309,"2013",3302
"alto del carmen","no","mapuche","hombre",24,"2013",3302
"alto del carmen","no","diaguita","mujer",1411,"2013",3302
"alto del carmen","no","diaguita","hombre",1121,"2013",3302
"alto del carmen","no","no pertenece a ningún pueblo indígena","hombre",321,"2013",3302
"alto hospicio","sí","no pertenece a ningún pueblo indígena","mujer",1125,"2013",1107
"alto hospicio","no","coya","mujer",103,"2013",1107
"alto hospicio","no","atacameño (likán antai)","hombre",60,"2013",1107
"alto hospicio","sí","aymara","hombre",90,"2013",1107
"alto hospicio","no","ns/nr","mujer",50,"2013",1107
"alto hospicio","no","diaguita","mujer",582,"2013",1107
"alto hospicio","sí","aymara","mujer",91,"2013",1107
"alto hospicio","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",283,"2013",1107
"alto hospicio","no","diaguita","hombre",293,"2013",1107
"alto hospicio","no","quechua","hombre",408,"2013",1107
"alto hospicio","no","no pertenece a ningún pueblo indígena","hombre",24750,"2013",1107
"alto hospicio","sí","diaguita","mujer",23,"2013",1107
"alto hospicio","sí","mapuche","mujer",25,"2013",1107
"alto hospicio","no","coya","hombre",34,"2013",1107
"alto hospicio","no","no pertenece a ningún pueblo indígena","mujer",27078,"2013",1107
"alto hospicio","no","aymara","hombre",3142,"2013",1107
"alto hospicio","sí","no pertenece a ningún pueblo indígena","hombre",2117,"2013",1107
"alto hospicio","no sabe/no responde","aymara","hombre",307,"2013",1107
"alto hospicio","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",364,"2013",1107
"alto hospicio","no sabe/no responde","aymara","mujer",18,"2013",1107
"alto hospicio","no","mapuche","hombre",1026,"2013",1107
"alto hospicio","no","atacameño (likán antai)","mujer",18,"2013",1107
"alto hospicio","no","ns/nr","hombre",21,"2013",1107
"alto hospicio","no","quechua","mujer",560,"2013",1107
"alto hospicio","no","mapuche","mujer",1707,"2013",1107
"alto hospicio","no","aymara","mujer",4350,"2013",1107
"ancud","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",319,"2013",10202
"ancud","no","mapuche","hombre",3061,"2013",10202
"ancud","no","no pertenece a ningún pueblo indígena","hombre",10850,"2013",10202
"ancud","no","no pertenece a ningún pueblo indígena","mujer",11779,"2013",10202
"ancud","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",346,"2013",10202
"ancud","sí","mapuche","hombre",146,"2013",10202
"ancud","sí","no pertenece a ningún pueblo indígena","mujer",1073,"2013",10202
"ancud","sí","mapuche","mujer",48,"2013",10202
"ancud","no","mapuche","mujer",3461,"2013",10202
"ancud","sí","no pertenece a ningún pueblo indígena","hombre",1252,"2013",10202
"andacollo","no","no pertenece a ningún pueblo indígena","hombre",2376,"2013",4103
"andacollo","sí","no pertenece a ningún pueblo indígena","mujer",62,"2013",4103
"andacollo","no","mapuche","mujer",18,"2013",4103
"andacollo","no","no pertenece a ningún pueblo indígena","mujer",2777,"2013",4103
"andacollo","sí","no pertenece a ningún pueblo indígena","hombre",121,"2013",4103
"angol","no","no pertenece a ningún pueblo indígena","hombre",12285,"2013",9201
"angol","no","ns/nr","hombre",135,"2013",9201
"angol","no","diaguita","mujer",27,"2013",9201
"angol","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",186,"2013",9201
"angol","sí","no pertenece a ningún pueblo indígena","hombre",2115,"2013",9201
"angol","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",211,"2013",9201
"angol","no sabe/no responde","mapuche","hombre",54,"2013",9201
"angol","no sabe/no responde","mapuche","mujer",54,"2013",9201
"angol","no","no pertenece a ningún pueblo indígena","mujer",15772,"2013",9201
"angol","sí","no pertenece a ningún pueblo indígena","mujer",1776,"2013",9201
"angol","no","mapuche","mujer",1589,"2013",9201
"angol","no","mapuche","hombre",1558,"2013",9201
"angol","no","ns/nr","mujer",413,"2013",9201
"antofagasta","sí","mapuche","hombre",290,"2013",2101
"antofagasta","no","no pertenece a ningún pueblo indígena","mujer",118303,"2013",2101
"antofagasta","no sabe/no responde","aymara","mujer",43,"2013",2101
"antofagasta","no","rapa nui (pascuense)","hombre",90,"2013",2101
"antofagasta","no","coya","mujer",134,"2013",2101
"antofagasta","sí","no pertenece a ningún pueblo indígena","mujer",9063,"2013",2101
"antofagasta","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",1429,"2013",2101
"antofagasta","sí","aymara","hombre",180,"2013",2101
"antofagasta","sí","coya","hombre",134,"2013",2101
"antofagasta","sí","ns/nr","mujer",72,"2013",2101
"antofagasta","sí","mapuche","mujer",362,"2013",2101
"antofagasta","sí","no pertenece a ningún pueblo indígena","hombre",19479,"2013",2101
"antofagasta","no","aymara","hombre",657,"2013",2101
"antofagasta","sí","diaguita","hombre",271,"2013",2101
"antofagasta","sí","atacameño (likán antai)","mujer",145,"2013",2101
"antofagasta","no","coya","hombre",158,"2013",2101
"antofagasta","no","no pertenece a ningún pueblo indígena","hombre",95970,"2013",2101
"antofagasta","no","quechua","mujer",515,"2013",2101
"antofagasta","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",1347,"2013",2101
"antofagasta","no","ns/nr","hombre",139,"2013",2101
"antofagasta","no","mapuche","hombre",1107,"2013",2101
"antofagasta","sí","aymara","mujer",46,"2013",2101
"antofagasta","no","atacameño (likán antai)","mujer",1755,"2013",2101
"antofagasta","no","aymara","mujer",1060,"2013",2101
"antofagasta","no","quechua","hombre",369,"2013",2101
"antofagasta","no sabe/no responde","quechua","hombre",55,"2013",2101
"antofagasta","no","mapuche","mujer",2392,"2013",2101
"antofagasta","no","diaguita","mujer",574,"2013",2101
"antofagasta","no sabe/no responde","aymara","hombre",43,"2013",2101
"antofagasta","no","diaguita","hombre",641,"2013",2101
"antofagasta","no","atacameño (likán antai)","hombre",321,"2013",2101
"antuco","no","no pertenece a ningún pueblo indígena","mujer",1340,"2013",8302
"antuco","no","mapuche","hombre",30,"2013",8302
"antuco","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",10,"2013",8302
"antuco","no","no pertenece a ningún pueblo indígena","hombre",1211,"2013",8302
"antuco","sí","no pertenece a ningún pueblo indígena","mujer",17,"2013",8302
"antuco","no","ns/nr","mujer",14,"2013",8302
"antuco","no","mapuche","mujer",31,"2013",8302
"antuco","sí","no pertenece a ningún pueblo indígena","hombre",28,"2013",8302
"arauco","no","mapuche","mujer",1316,"2013",8202
"arauco","no","mapuche","hombre",686,"2013",8202
"arauco","sí","no pertenece a ningún pueblo indígena","hombre",844,"2013",8202
"arauco","sí","aymara","hombre",70,"2013",8202
"arauco","no","no pertenece a ningún pueblo indígena","hombre",12146,"2013",8202
"arauco","no","no pertenece a ningún pueblo indígena","mujer",16063,"2013",8202
"arauco","sí","ns/nr","mujer",67,"2013",8202
"arauco","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",76,"2013",8202
"arauco","sí","no pertenece a ningún pueblo indígena","mujer",1189,"2013",8202
"arauco","no sabe/no responde","no pertenece a ningún pueblo indígena","mujer",76,"2013",8202
"arauco","no","ns/nr","mujer",67,"2013",8202
"arica","no sabe/no responde","no pertenece a ningún pueblo indígena","hombre",877,"2013",15101
"arica","no","kawésqar (alacalufes)","mujer",27,"2013",15101
"arica","no","atacameño (likán antai)","mujer",197,"2013",15101
"arica","no","diaguita","hombre",365,"2013",15101
