"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no hay matrícula (vacantes)","no pertenece a ningún pueblo indígena","hombre",14,"2009",5602
"algarrobo","no hay matrícula (vacantes)","no pertenece a ningún pueblo indígena","mujer",81,"2009",5602
"algarrobo","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","mujer",277,"2009",5602
"algarrobo","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","hombre",65,"2009",5602
"algarrobo","no es necesario porque lo(a) cuidan en la casa.","mapuche","hombre",71,"2009",5602
"alhué","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","mujer",115,"2009",13502
"alhué","no existe establecimiento cercano","no pertenece a ningún pueblo indígena","mujer",6,"2009",13502
"alhué","no es necesario porque lo(a) cuidan en la casa.","mapuche","hombre",4,"2009",13502
"alhué","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",15,"2009",13502
"alhué","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","hombre",5,"2009",13502
"alhué","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","hombre",77,"2009",13502
"alhué","no existe establecimiento cercano","no pertenece a ningún pueblo indígena","hombre",6,"2009",13502
"alto bío bío","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","hombre",81,"2009",8314
"alto bío bío","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","hombre",17,"2009",8314
"alto bío bío","no existe establecimiento cercano","no pertenece a ningún pueblo indígena","mujer",10,"2009",8314
"alto bío bío","no veo utilidad en que asista a esta edad","mapuche","mujer",36,"2009",8314
"alto bío bío","otra razón. especifique","no pertenece a ningún pueblo indígena","mujer",13,"2009",8314
"alto bío bío","dificultad económica","no pertenece a ningún pueblo indígena","hombre",17,"2009",8314
"alto bío bío","no existe establecimiento cercano","mapuche","mujer",51,"2009",8314
"alto bío bío","no veo utilidad en que asista a esta edad","mapuche","hombre",7,"2009",8314
"alto bío bío","otra razón. especifique","mapuche","mujer",12,"2009",8314
"alto bío bío","se enfermaría mucho","mapuche","hombre",12,"2009",8314
"alto bío bío","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","mujer",87,"2009",8314
"alto bío bío","no es necesario porque lo(a) cuidan en la casa.","mapuche","hombre",200,"2009",8314
"alto bío bío","no es necesario porque lo(a) cuidan en la casa.","quechua","mujer",17,"2009",8314
"alto bío bío","no existe establecimiento cercano","mapuche","hombre",56,"2009",8314
"alto bío bío","no es necesario porque lo(a) cuidan en la casa.","mapuche","mujer",218,"2009",8314
"alto bío bío","no existe establecimiento cercano","no pertenece a ningún pueblo indígena","hombre",5,"2009",8314
"alto del carmen","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",22,"2009",3302
"alto del carmen","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","mujer",68,"2009",3302
"alto del carmen","el horario no me acomoda","diaguita","mujer",8,"2009",3302
"alto del carmen","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","hombre",58,"2009",3302
"alto del carmen","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","hombre",24,"2009",3302
"alto del carmen","no es necesario porque lo(a) cuidan en la casa.","diaguita","hombre",18,"2009",3302
"alto del carmen","no es necesario porque lo(a) cuidan en la casa.","diaguita","mujer",36,"2009",3302
"alto del carmen","otra razón. especifique","no pertenece a ningún pueblo indígena","mujer",16,"2009",3302
"alto del carmen","tiene una discapacidad","kawésqar","mujer",9,"2009",3302
"alto hospicio","no es necesario porque lo(a) cuidan en la casa.","aymara","hombre",697,"2009",1107
"alto hospicio","no veo utilidad en que asista a esta edad","aymara","hombre",52,"2009",1107
"alto hospicio","no es necesario porque lo(a) cuidan en la casa.","mapuche","hombre",61,"2009",1107
"alto hospicio","no es necesario porque lo(a) cuidan en la casa.","rapa nui ","hombre",378,"2009",1107
"alto hospicio","no es necesario porque lo(a) cuidan en la casa.","aymara","mujer",262,"2009",1107
"alto hospicio","dificultad de acceso o movilización","aymara","hombre",55,"2009",1107
"alto hospicio","no lo aceptan","no pertenece a ningún pueblo indígena","hombre",46,"2009",1107
"alto hospicio","no es necesario porque lo(a) cuidan en la casa.","rapa nui ","mujer",64,"2009",1107
"alto hospicio","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","hombre",50,"2009",1107
"alto hospicio","no es necesario porque lo(a) cuidan en la casa.","no pertenece a ningún pueblo indígena","mujer",1343,"2009",1107
"alto hospicio","el horario no me acomoda","no pertenece a ningún pueblo indígena","hombre",46,"2009",1107
"alto hospicio","se enfermaría mucho","no pertenece a ningún pueblo indígena","hombre",204,"2009",1107
"alto hospicio","no veo utilidad en que asista a esta edad","no pertenece a ningún pueblo indígena","mujer",171,"2009",1107
"alto hospicio","el horario no me acomoda","no pertenece a ningún pueblo indígena","mujer",48,"2009",1107
"alto hospicio","se enfermaría mucho","quechua","hombre",55,"2009",1107
