"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","jornada completa","atacameño (likán-antai)","mujer",31,"2015",1107
"alto hospicio","jornada completa","diaguita","mujer",161,"2015",1107
"alto hospicio","jornada completa","mapuche","hombre",492,"2015",1107
"alto hospicio","jornada parcial","sin dato","mujer",27,"2015",1107
"alto hospicio","jornada parcial","quechua","hombre",71,"2015",1107
"alto hospicio","jornada parcial","quechua","mujer",44,"2015",1107
"alto hospicio","jornada parcial","no pertenece a ningún pueblo indígena","hombre",488,"2015",1107
"alto hospicio","jornada prolongada","aimara","hombre",177,"2015",1107
"alto hospicio","jornada parcial","diaguita","hombre",38,"2015",1107
"alto hospicio","otra","no pertenece a ningún pueblo indígena","hombre",183,"2015",1107
"alto hospicio","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",95,"2015",1107
"alto hospicio","jornada prolongada","aimara","mujer",78,"2015",1107
"alto hospicio","jornada parcial","no pertenece a ningún pueblo indígena","mujer",1038,"2015",1107
"alto hospicio","jornada prolongada","mapuche","hombre",50,"2015",1107
"alto hospicio","jornada completa","no pertenece a ningún pueblo indígena","hombre",16474,"2015",1107
"alto hospicio","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",1124,"2015",1107
"alto hospicio","jornada parcial","aimara","mujer",54,"2015",1107
"alto hospicio","jornada completa","quechua","hombre",263,"2015",1107
"alto hospicio","jornada parcial","mapuche","mujer",31,"2015",1107
"alto hospicio","jornada completa","aimara","hombre",1169,"2015",1107
"alto hospicio","jornada prolongada","quechua","hombre",38,"2015",1107
"alto hospicio","jornada parcial","mapuche","hombre",75,"2015",1107
"alto hospicio","jornada completa","quechua","mujer",411,"2015",1107
"alto hospicio","jornada completa","mapuche","mujer",288,"2015",1107
"alto hospicio","jornada completa","diaguita","hombre",293,"2015",1107
"alto hospicio","jornada completa","aimara","mujer",747,"2015",1107
"alto hospicio","jornada completa","no pertenece a ningún pueblo indígena","mujer",7619,"2015",1107
"alto hospicio","otra","no pertenece a ningún pueblo indígena","mujer",71,"2015",1107
"ancud","jornada completa","mapuche","hombre",1171,"2015",10202
"ancud","jornada completa","no pertenece a ningún pueblo indígena","hombre",3199,"2015",10202
"ancud","otra","aimara","hombre",28,"2015",10202
"ancud","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",113,"2015",10202
"ancud","jornada parcial","mapuche","mujer",181,"2015",10202
"ancud","otra","no pertenece a ningún pueblo indígena","hombre",370,"2015",10202
"ancud","jornada parcial","mapuche","hombre",139,"2015",10202
"ancud","jornada completa","no pertenece a ningún pueblo indígena","mujer",3554,"2015",10202
"ancud","jornada parcial","no pertenece a ningún pueblo indígena","hombre",566,"2015",10202
"ancud","jornada prolongada","mapuche","mujer",82,"2015",10202
"ancud","jornada parcial","no pertenece a ningún pueblo indígena","mujer",686,"2015",10202
"ancud","jornada prolongada","mapuche","hombre",59,"2015",10202
"ancud","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",698,"2015",10202
"ancud","otra","mapuche","hombre",59,"2015",10202
"ancud","jornada completa","mapuche","mujer",1147,"2015",10202
"angol","jornada completa","mapuche","mujer",318,"2015",9201
"angol","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",424,"2015",9201
"angol","jornada completa","mapuche","hombre",550,"2015",9201
"angol","otra","mapuche","mujer",30,"2015",9201
"angol","jornada completa","no pertenece a ningún pueblo indígena","mujer",4085,"2015",9201
"angol","otra","mapuche","hombre",40,"2015",9201
"angol","sin dato","no pertenece a ningún pueblo indígena","hombre",67,"2015",9201
"angol","jornada parcial","no pertenece a ningún pueblo indígena","hombre",461,"2015",9201
