"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","jornada completa","no pertenece a ningún pueblo indígena","mujer",1483,"2009",5602
"algarrobo","jornada completa","no pertenece a ningún pueblo indígena","hombre",1825,"2009",5602
"algarrobo","jornada parcial","no pertenece a ningún pueblo indígena","mujer",300,"2009",5602
"algarrobo","jornada completa","mapuche","hombre",118,"2009",5602
"algarrobo","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",8,"2009",5602
"algarrobo","jornada completa","mapuche","mujer",81,"2009",5602
"algarrobo","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",72,"2009",5602
"algarrobo","jornada parcial","no pertenece a ningún pueblo indígena","hombre",266,"2009",5602
"alhué","jornada parcial","no pertenece a ningún pueblo indígena","mujer",28,"2009",13502
"alhué","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",102,"2009",13502
"alhué","jornada completa","no pertenece a ningún pueblo indígena","hombre",791,"2009",13502
"alhué","jornada completa","mapuche","mujer",6,"2009",13502
"alhué","jornada prolongada","mapuche","hombre",13,"2009",13502
"alhué","jornada completa","mapuche","hombre",12,"2009",13502
"alhué","jornada completa","no pertenece a ningún pueblo indígena","mujer",316,"2009",13502
"alhué","jornada prolongada","aymara","hombre",9,"2009",13502
"alhué","jornada parcial","no pertenece a ningún pueblo indígena","hombre",27,"2009",13502
"alto bío bío","jornada completa","mapuche","mujer",117,"2009",8314
"alto bío bío","jornada completa","mapuche","hombre",435,"2009",8314
"alto bío bío","jornada completa","quechua","hombre",7,"2009",8314
"alto bío bío","jornada parcial","no pertenece a ningún pueblo indígena","hombre",14,"2009",8314
"alto bío bío","jornada prolongada","mapuche","mujer",14,"2009",8314
"alto bío bío","jornada parcial","mapuche","mujer",28,"2009",8314
"alto bío bío","jornada prolongada","mapuche","hombre",17,"2009",8314
"alto bío bío","jornada completa","no pertenece a ningún pueblo indígena","mujer",168,"2009",8314
"alto bío bío","jornada completa","no pertenece a ningún pueblo indígena","hombre",426,"2009",8314
"alto bío bío","jornada parcial","no pertenece a ningún pueblo indígena","mujer",83,"2009",8314
"alto bío bío","jornada parcial","mapuche","hombre",34,"2009",8314
"alto bío bío","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",28,"2009",8314
"alto del carmen","jornada completa","no pertenece a ningún pueblo indígena","mujer",289,"2009",3302
"alto del carmen","jornada parcial","diaguita","mujer",20,"2009",3302
"alto del carmen","jornada completa","diaguita","hombre",184,"2009",3302
"alto del carmen","jornada parcial","no pertenece a ningún pueblo indígena","hombre",56,"2009",3302
"alto del carmen","jornada parcial","diaguita","hombre",28,"2009",3302
"alto del carmen","jornada prolongada","diaguita","hombre",10,"2009",3302
"alto del carmen","jornada completa","diaguita","mujer",89,"2009",3302
"alto del carmen","jornada prolongada","diaguita","mujer",8,"2009",3302
"alto del carmen","jornada completa","aymara","hombre",8,"2009",3302
"alto del carmen","jornada parcial","no pertenece a ningún pueblo indígena","mujer",41,"2009",3302
"alto del carmen","jornada completa","aymara","mujer",8,"2009",3302
"alto del carmen","jornada completa","no pertenece a ningún pueblo indígena","hombre",673,"2009",3302
"alto hospicio","jornada completa","mapuche","hombre",180,"2009",1107
"alto hospicio","jornada completa","aymara","hombre",804,"2009",1107
"alto hospicio","jornada prolongada","aymara","hombre",107,"2009",1107
"alto hospicio","jornada completa","aymara","mujer",274,"2009",1107
"alto hospicio","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",2895,"2009",1107
"alto hospicio","jornada parcial","no pertenece a ningún pueblo indígena","mujer",798,"2009",1107
"alto hospicio","jornada completa","no pertenece a ningún pueblo indígena","mujer",4860,"2009",1107
"alto hospicio","jornada completa","no pertenece a ningún pueblo indígena","hombre",9709,"2009",1107
"alto hospicio","jornada parcial","no pertenece a ningún pueblo indígena","hombre",156,"2009",1107
"alto hospicio","jornada parcial","aymara","mujer",55,"2009",1107
"alto hospicio","jornada parcial","aymara","hombre",58,"2009",1107
"alto hospicio","jornada completa","mapuche","mujer",101,"2009",1107
"alto hospicio","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",96,"2009",1107
"alto hospicio","jornada completa","quechua","mujer",116,"2009",1107
"alto hospicio","jornada completa","kawésqar","hombre",64,"2009",1107
"alto hospicio","jornada prolongada","mapuche","hombre",146,"2009",1107
"ancud","jornada completa","mapuche","mujer",541,"2009",10202
"ancud","jornada parcial","no pertenece a ningún pueblo indígena","hombre",684,"2009",10202
"ancud","jornada completa","mapuche","hombre",581,"2009",10202
"ancud","jornada completa","no pertenece a ningún pueblo indígena","hombre",2422,"2009",10202
"ancud","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",98,"2009",10202
"ancud","jornada completa","no pertenece a ningún pueblo indígena","mujer",3584,"2009",10202
"ancud","jornada parcial","mapuche","hombre",132,"2009",10202
"ancud","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",350,"2009",10202
"ancud","jornada parcial","no pertenece a ningún pueblo indígena","mujer",1082,"2009",10202
"ancud","jornada parcial","mapuche","mujer",212,"2009",10202
"andacollo","jornada completa","diaguita","hombre",10,"2009",4103
"andacollo","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",46,"2009",4103
"andacollo","jornada completa","no pertenece a ningún pueblo indígena","mujer",373,"2009",4103
"andacollo","jornada completa","no pertenece a ningún pueblo indígena","hombre",1167,"2009",4103
"andacollo","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",65,"2009",4103
"andacollo","jornada parcial","no pertenece a ningún pueblo indígena","mujer",189,"2009",4103
"andacollo","jornada parcial","no pertenece a ningún pueblo indígena","hombre",39,"2009",4103
"angol","jornada parcial","no pertenece a ningún pueblo indígena","mujer",665,"2009",9201
"angol","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",48,"2009",9201
"angol","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",244,"2009",9201
"angol","jornada completa","no pertenece a ningún pueblo indígena","hombre",6578,"2009",9201
"angol","jornada parcial","no pertenece a ningún pueblo indígena","hombre",436,"2009",9201
"angol","jornada completa","mapuche","mujer",264,"2009",9201
"angol","jornada completa","no pertenece a ningún pueblo indígena","mujer",3816,"2009",9201
"angol","jornada completa","mapuche","hombre",74,"2009",9201
"angol","jornada parcial","mapuche","mujer",61,"2009",9201
"antofagasta","jornada parcial","coya","mujer",163,"2009",2101
"antofagasta","jornada completa","mapuche","hombre",408,"2009",2101
"antofagasta","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",6157,"2009",2101
"antofagasta","jornada completa","aymara","hombre",523,"2009",2101
"antofagasta","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",2505,"2009",2101
"antofagasta","jornada completa","no pertenece a ningún pueblo indígena","mujer",30243,"2009",2101
"antofagasta","jornada parcial","no pertenece a ningún pueblo indígena","hombre",6395,"2009",2101
"antofagasta","jornada completa","aymara","mujer",232,"2009",2101
"antofagasta","jornada completa","quechua","mujer",408,"2009",2101
"antofagasta","jornada completa","mapuche","mujer",197,"2009",2101
"antofagasta","jornada completa","quechua","hombre",408,"2009",2101
"antofagasta","jornada completa","no pertenece a ningún pueblo indígena","hombre",60679,"2009",2101
"antofagasta","jornada parcial","no pertenece a ningún pueblo indígena","mujer",7178,"2009",2101
"antuco","jornada completa","no pertenece a ningún pueblo indígena","hombre",384,"2009",8302
"antuco","jornada parcial","no pertenece a ningún pueblo indígena","mujer",47,"2009",8302
"antuco","jornada completa","mapuche","mujer",5,"2009",8302
"antuco","jornada completa","kawésqar","hombre",4,"2009",8302
"antuco","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",42,"2009",8302
"antuco","jornada completa","no pertenece a ningún pueblo indígena","mujer",127,"2009",8302
"antuco","jornada parcial","no pertenece a ningún pueblo indígena","hombre",45,"2009",8302
"arauco","jornada completa","mapuche","hombre",359,"2009",8202
"arauco","jornada completa","mapuche","mujer",39,"2009",8202
"arauco","jornada parcial","no pertenece a ningún pueblo indígena","hombre",357,"2009",8202
"arauco","jornada completa","no pertenece a ningún pueblo indígena","hombre",6550,"2009",8202
"arauco","jornada completa","no pertenece a ningún pueblo indígena","mujer",3141,"2009",8202
"arauco","jornada prolongada","mapuche","mujer",40,"2009",8202
"arauco","jornada parcial","no pertenece a ningún pueblo indígena","mujer",374,"2009",8202
"arauco","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",67,"2009",8202
"arauco","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",393,"2009",8202
"arica","jornada completa","diaguita","mujer",99,"2009",15101
"arica","jornada parcial","no pertenece a ningún pueblo indígena","mujer",3320,"2009",15101
"arica","jornada prolongada","mapuche","hombre",259,"2009",15101
"arica","jornada parcial","aymara","mujer",521,"2009",15101
"arica","jornada parcial","mapuche","hombre",99,"2009",15101
"arica","jornada completa","aymara","hombre",4998,"2009",15101
"arica","jornada completa","no pertenece a ningún pueblo indígena","hombre",18251,"2009",15101
"arica","jornada completa","quechua","hombre",28,"2009",15101
"arica","jornada completa","mapuche","hombre",719,"2009",15101
"arica","jornada completa","quechua","mujer",150,"2009",15101
"arica","jornada completa","diaguita","hombre",99,"2009",15101
"arica","jornada parcial","aymara","hombre",303,"2009",15101
"arica","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",3219,"2009",15101
"arica","jornada completa","aymara","mujer",2062,"2009",15101
"arica","jornada completa","mapuche","mujer",19,"2009",15101
"arica","jornada completa","no pertenece a ningún pueblo indígena","mujer",11137,"2009",15101
"arica","jornada parcial","no pertenece a ningún pueblo indígena","hombre",1596,"2009",15101
"aysén","jornada completa","no pertenece a ningún pueblo indígena","hombre",2603,"2009",11201
"aysén","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",201,"2009",11201
"aysén","jornada completa","mapuche","mujer",344,"2009",11201
"aysén","jornada completa","quechua","hombre",19,"2009",11201
"aysén","jornada parcial","mapuche","hombre",6,"2009",11201
"aysén","jornada prolongada","mapuche","hombre",32,"2009",11201
"aysén","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",365,"2009",11201
"aysén","jornada completa","no pertenece a ningún pueblo indígena","mujer",2143,"2009",11201
"aysén","jornada parcial","mapuche","mujer",27,"2009",11201
"aysén","jornada parcial","no pertenece a ningún pueblo indígena","hombre",477,"2009",11201
"aysén","jornada prolongada","mapuche","mujer",70,"2009",11201
"aysén","jornada parcial","no pertenece a ningún pueblo indígena","mujer",126,"2009",11201
"aysén","jornada completa","mapuche","hombre",684,"2009",11201
"buin","jornada completa","no pertenece a ningún pueblo indígena","hombre",16402,"2009",13402
"buin","jornada parcial","no pertenece a ningún pueblo indígena","hombre",520,"2009",13402
"buin","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",325,"2009",13402
"buin","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",1109,"2009",13402
"buin","jornada parcial","no pertenece a ningún pueblo indígena","mujer",670,"2009",13402
"buin","jornada completa","no pertenece a ningún pueblo indígena","mujer",8699,"2009",13402
"buin","jornada completa","mapuche","mujer",152,"2009",13402
"bulnes","jornada completa","no pertenece a ningún pueblo indígena","hombre",3306,"2009",16102
"bulnes","jornada parcial","no pertenece a ningún pueblo indígena","hombre",563,"2009",16102
"bulnes","jornada completa","no pertenece a ningún pueblo indígena","mujer",1830,"2009",16102
"bulnes","jornada completa","mapuche","hombre",77,"2009",16102
"bulnes","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",310,"2009",16102
"bulnes","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",35,"2009",16102
"bulnes","jornada parcial","no pertenece a ningún pueblo indígena","mujer",346,"2009",16102
"bulnes","jornada prolongada","aymara","hombre",28,"2009",16102
"cabildo","jornada completa","mapuche","hombre",98,"2009",5402
"cabildo","jornada completa","mapuche","mujer",28,"2009",5402
"cabildo","jornada completa","no pertenece a ningún pueblo indígena","hombre",3679,"2009",5402
"cabildo","jornada completa","no pertenece a ningún pueblo indígena","mujer",1205,"2009",5402
"cabildo","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",216,"2009",5402
"cabildo","jornada prolongada","mapuche","hombre",25,"2009",5402
"cabildo","jornada parcial","no pertenece a ningún pueblo indígena","mujer",450,"2009",5402
"cabildo","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",49,"2009",5402
"cabildo","jornada parcial","mapuche","mujer",98,"2009",5402
"cabildo","jornada parcial","no pertenece a ningún pueblo indígena","hombre",137,"2009",5402
"cabildo","jornada parcial","diaguita","hombre",38,"2009",5402
"cabo de hornos","jornada completa","no pertenece a ningún pueblo indígena","mujer",102,"2009",12201
"cabo de hornos","jornada completa","yagán","hombre",8,"2009",12201
"cabo de hornos","jornada parcial","no pertenece a ningún pueblo indígena","mujer",8,"2009",12201
"cabo de hornos","jornada completa","no pertenece a ningún pueblo indígena","hombre",432,"2009",12201
"cabo de hornos","jornada completa","mapuche","hombre",14,"2009",12201
"cabrero","jornada completa","no pertenece a ningún pueblo indígena","mujer",2133,"2009",8303
"cabrero","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",180,"2009",8303
"cabrero","jornada completa","no pertenece a ningún pueblo indígena","hombre",4462,"2009",8303
"cabrero","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",303,"2009",8303
"cabrero","jornada parcial","no pertenece a ningún pueblo indígena","hombre",315,"2009",8303
"cabrero","jornada parcial","mapuche","hombre",110,"2009",8303
"cabrero","jornada completa","mapuche","hombre",260,"2009",8303
"cabrero","jornada parcial","no pertenece a ningún pueblo indígena","mujer",396,"2009",8303
"cabrero","jornada completa","mapuche","mujer",170,"2009",8303
"calama","jornada completa","aymara","hombre",126,"2009",2201
"calama","jornada completa","mapuche","hombre",156,"2009",2201
"calama","jornada prolongada","diaguita","hombre",4,"2009",2201
"calama","jornada parcial","atacameño","mujer",14,"2009",2201
"calama","jornada parcial","atacameño","hombre",215,"2009",2201
"calama","jornada prolongada","atacameño","hombre",4,"2009",2201
"calama","jornada completa","no pertenece a ningún pueblo indígena","mujer",10547,"2009",2201
"calama","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",2948,"2009",2201
"calama","jornada completa","atacameño","hombre",1618,"2009",2201
"calama","jornada parcial","no pertenece a ningún pueblo indígena","mujer",641,"2009",2201
"calama","jornada completa","diaguita","hombre",180,"2009",2201
"calama","jornada parcial","no pertenece a ningún pueblo indígena","hombre",702,"2009",2201
"calama","jornada completa","quechua","mujer",332,"2009",2201
"calama","jornada completa","quechua","hombre",329,"2009",2201
"calama","jornada completa","coya","mujer",154,"2009",2201
"calama","jornada completa","atacameño","mujer",1439,"2009",2201
"calama","jornada parcial","aymara","hombre",78,"2009",2201
"calama","jornada completa","no pertenece a ningún pueblo indígena","hombre",18222,"2009",2201
"calama","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",315,"2009",2201
"calama","jornada completa","aymara","mujer",78,"2009",2201
"calama","jornada parcial","aymara","mujer",142,"2009",2201
"calbuco","jornada parcial","no pertenece a ningún pueblo indígena","hombre",464,"2009",10102
"calbuco","jornada parcial","no pertenece a ningún pueblo indígena","mujer",235,"2009",10102
"calbuco","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",154,"2009",10102
"calbuco","jornada completa","mapuche","hombre",594,"2009",10102
"calbuco","jornada completa","no pertenece a ningún pueblo indígena","mujer",977,"2009",10102
"calbuco","jornada parcial","mapuche","mujer",54,"2009",10102
"calbuco","jornada completa","mapuche","mujer",626,"2009",10102
"calbuco","jornada completa","no pertenece a ningún pueblo indígena","hombre",2526,"2009",10102
"calbuco","jornada parcial","mapuche","hombre",538,"2009",10102
"caldera","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",529,"2009",3102
"caldera","jornada parcial","no pertenece a ningún pueblo indígena","hombre",67,"2009",3102
"caldera","jornada completa","diaguita","mujer",12,"2009",3102
"caldera","jornada completa","no pertenece a ningún pueblo indígena","mujer",1382,"2009",3102
"caldera","jornada completa","no pertenece a ningún pueblo indígena","hombre",1493,"2009",3102
"caldera","jornada parcial","yagán","hombre",170,"2009",3102
"caldera","jornada parcial","no pertenece a ningún pueblo indígena","mujer",261,"2009",3102
"caldera","jornada parcial","mapuche","mujer",37,"2009",3102
"calera de tango","jornada parcial","mapuche","mujer",25,"2009",13403
"calera de tango","jornada parcial","no pertenece a ningún pueblo indígena","hombre",158,"2009",13403
"calera de tango","jornada parcial","no pertenece a ningún pueblo indígena","mujer",152,"2009",13403
"calera de tango","jornada completa","mapuche","hombre",32,"2009",13403
"calera de tango","jornada completa","no pertenece a ningún pueblo indígena","mujer",2825,"2009",13403
"calera de tango","jornada completa","mapuche","mujer",59,"2009",13403
"calera de tango","jornada prolongada","no pertenece a ningún pueblo indígena","hombre",234,"2009",13403
"calera de tango","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",26,"2009",13403
"calera de tango","jornada completa","no pertenece a ningún pueblo indígena","hombre",4706,"2009",13403
"calle larga","jornada prolongada","mapuche","hombre",10,"2009",5302
"calle larga","jornada prolongada","no pertenece a ningún pueblo indígena","mujer",26,"2009",5302
