"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"Algarrobo","No, sólo lee","No pertenece a ningún pueblo indígena","Mujer",41,"2017",5602
"Algarrobo","No, sólo lee","Mapuche","Hombre",188,"2017",5602
"Algarrobo","Sí, lee y escribe","No pertenece a ningún pueblo indígena","Mujer",6577,"2017",5602
"Algarrobo","Sí, lee y escribe","No pertenece a ningún pueblo indígena","Hombre",5640,"2017",5602
"Algarrobo","Sí, lee y escribe","No sabe/no responde","Hombre",99,"2017",5602
"Algarrobo","Sí, lee y escribe","Mapuche","Hombre",185,"2017",5602
"Algarrobo","Sí, lee y escribe","Mapuche","Mujer",415,"2017",5602
"Algarrobo","No, ninguno","No pertenece a ningún pueblo indígena","Mujer",82,"2017",5602
"Algarrobo","No, sólo lee","No pertenece a ningún pueblo indígena","Hombre",56,"2017",5602
"Alhué","Sí, lee y escribe","Mapuche","Hombre",16,"2017",13502
"Alhué","Sí, lee y escribe","Aimara","Mujer",16,"2017",13502
"Alhué","No, sólo lee","No pertenece a ningún pueblo indígena","Mujer",16,"2017",13502
"Alhué","No sabe/responde","No pertenece a ningún pueblo indígena","Hombre",15,"2017",13502
"Alhué","Sí, lee y escribe","No pertenece a ningún pueblo indígena","Hombre",1732,"2017",13502
"Alhué","No, sólo lee","No pertenece a ningún pueblo indígena","Hombre",41,"2017",13502
"Alhué","No, ninguno","No pertenece a ningún pueblo indígena","Hombre",143,"2017",13502
"Alhué","No, ninguno","No pertenece a ningún pueblo indígena","Mujer",16,"2017",13502
"Alhué","Sí, lee y escribe","Mapuche","Mujer",15,"2017",13502
"Alhué","Sí, lee y escribe","No pertenece a ningún pueblo indígena","Mujer",1670,"2017",13502
"Alto Biobío","Sí, lee y escribe","Mapuche","Mujer",1816,"2017",8314
"Alto Biobío","No, ninguno","No pertenece a ningún pueblo indígena","Hombre",28,"2017",8314
"Alto Biobío","Sí, lee y escribe","No sabe/no responde","Hombre",24,"2017",8314
"Alto Biobío","Sí, lee y escribe","No sabe/no responde","Mujer",24,"2017",8314
"Alto Biobío","Sí, lee y escribe","No pertenece a ningún pueblo indígena","Hombre",840,"2017",8314
"Alto Biobío","Sí, lee y escribe","Mapuche","Hombre",1834,"2017",8314
"Alto Biobío","No, ninguno","Mapuche","Hombre",748,"2017",8314
"Alto Biobío","No, sólo lee","No pertenece a ningún pueblo indígena","Hombre",12,"2017",8314
"Alto Biobío","No, ninguno","No pertenece a ningún pueblo indígena","Mujer",162,"2017",8314
"Alto Biobío","Sí, lee y escribe","No pertenece a ningún pueblo indígena","Mujer",1026,"2017",8314
