"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no, ninguno","mapuche","mujer",19,"2013",5602
"algarrobo","no, sólo lee","no pertenece a ningún pueblo indígena","hombre",19,"2013",5602
"algarrobo","no, ninguno","no pertenece a ningún pueblo indígena","hombre",74,"2013",5602
"algarrobo","sí, lee y escribe","mapuche","mujer",325,"2013",5602
"algarrobo","sí, lee y escribe","no pertenece a ningún pueblo indígena","hombre",5074,"2013",5602
"algarrobo","sí, lee y escribe","mapuche","hombre",113,"2013",5602
"algarrobo","no, ninguno","no pertenece a ningún pueblo indígena","mujer",213,"2013",5602
"algarrobo","sí, lee y escribe","no pertenece a ningún pueblo indígena","mujer",5537,"2013",5602
"alhué","sí, lee y escribe","no pertenece a ningún pueblo indígena","mujer",1667,"2013",13502
"alhué","sí, lee y escribe","no pertenece a ningún pueblo indígena","hombre",1567,"2013",13502
"alhué","no, sólo lee","no pertenece a ningún pueblo indígena","mujer",43,"2013",13502
"alhué","no, sólo lee","no pertenece a ningún pueblo indígena","hombre",33,"2013",13502
"alhué","no, ninguno","no pertenece a ningún pueblo indígena","hombre",191,"2013",13502
"alhué","no, ninguno","no pertenece a ningún pueblo indígena","mujer",170,"2013",13502
"alhué","no, sólo escribe","no pertenece a ningún pueblo indígena","hombre",14,"2013",13502
"alto biobío","no, ninguno","no pertenece a ningún pueblo indígena","mujer",40,"2013",8314
"alto biobío","no, ninguno","mapuche","hombre",448,"2013",8314
"alto biobío","sí, lee y escribe","aymara","mujer",113,"2013",8314
"alto biobío","no, ninguno","mapuche","mujer",507,"2013",8314
"alto biobío","no, sólo lee","mapuche","hombre",57,"2013",8314
"alto biobío","no, ninguno","no pertenece a ningún pueblo indígena","hombre",12,"2013",8314
"alto biobío","no, sólo escribe","mapuche","mujer",135,"2013",8314
"alto biobío","no, sólo lee","mapuche","mujer",14,"2013",8314
"alto biobío","sí, lee y escribe","mapuche","hombre",3104,"2013",8314
"alto biobío","no, sólo lee","no pertenece a ningún pueblo indígena","mujer",27,"2013",8314
"alto biobío","sí, lee y escribe","no pertenece a ningún pueblo indígena","mujer",522,"2013",8314
"alto biobío","sí, lee y escribe","aymara","hombre",24,"2013",8314
"alto biobío","no, sólo escribe","mapuche","hombre",90,"2013",8314
"alto biobío","sí, lee y escribe","mapuche","mujer",2999,"2013",8314
"alto biobío","sí, lee y escribe","no pertenece a ningún pueblo indígena","hombre",675,"2013",8314
"alto del carmen","sí, lee y escribe","diaguita","hombre",1072,"2013",3302
"alto del carmen","sí, lee y escribe","no pertenece a ningún pueblo indígena","mujer",236,"2013",3302
"alto del carmen","no, sólo lee","diaguita","hombre",18,"2013",3302
"alto del carmen","sí, lee y escribe","no pertenece a ningún pueblo indígena","hombre",309,"2013",3302
"alto del carmen","no, ninguno","diaguita","mujer",36,"2013",3302
"alto del carmen","sí, lee y escribe","mapuche","hombre",24,"2013",3302
"alto del carmen","sí, lee y escribe","diaguita","mujer",1515,"2013",3302
"alto del carmen","no, ninguno","no pertenece a ningún pueblo indígena","mujer",73,"2013",3302
"alto del carmen","no, ninguno","no pertenece a ningún pueblo indígena","hombre",12,"2013",3302
"alto del carmen","no, ninguno","diaguita","hombre",67,"2013",3302
"alto hospicio","sí, lee y escribe","aymara","mujer",4828,"2013",1107
"alto hospicio","no, ninguno","aymara","mujer",24,"2013",1107
"alto hospicio","sí, lee y escribe","aymara","hombre",3995,"2013",1107
"alto hospicio","sí, lee y escribe","quechua","mujer",560,"2013",1107
"alto hospicio","no, ninguno","no pertenece a ningún pueblo indígena","mujer",84,"2013",1107
"alto hospicio","sí, lee y escribe","diaguita","mujer",605,"2013",1107
"alto hospicio","sí, lee y escribe","coya","mujer",86,"2013",1107
"alto hospicio","sí, lee y escribe","no pertenece a ningún pueblo indígena","hombre",29124,"2013",1107
"alto hospicio","no, sólo lee","aymara","mujer",71,"2013",1107
"alto hospicio","sí, lee y escribe","ns/nr","mujer",50,"2013",1107
