"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"aisén ","si, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","hombre",143,"2006",11201
"aisén ","está afiliado pero no está cotizando","no pertenece a ningún pueblo indígena","mujer",1370,"2006",11201
"aisén ","está afiliado pero no está cotizando","mapuche ","hombre",51,"2006",11201
"aisén ","si, inp (canaempu, empart, sss)","no pertenece a ningún pueblo indígena","hombre",306,"2006",11201
"aisén ","si, afp (administradora de fondos de pensiones)","no pertenece a ningún pueblo indígena","mujer",2246,"2006",11201
"aisén ","si, afp (administradora de fondos de pensiones)","kawaskar","mujer",35,"2006",11201
"aisén ","si, afp (administradora de fondos de pensiones)","mapuche ","mujer",363,"2006",11201
"aisén ","está afiliado pero no está cotizando","no pertenece a ningún pueblo indígena","hombre",1585,"2006",11201
"aisén ","no está afiliado","kawaskar","hombre",35,"2006",11201
"aisén ","no está afiliado","no pertenece a ningún pueblo indígena","mujer",3308,"2006",11201
"aisén ","no sabe / sin dato","mapuche ","mujer",77,"2006",11201
"aisén ","si, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","mujer",47,"2006",11201
"aisén ","no está afiliado","mapuche ","hombre",81,"2006",11201
"aisén ","no está afiliado","mapuche ","mujer",476,"2006",11201
"aisén ","no sabe / sin dato","no pertenece a ningún pueblo indígena","mujer",530,"2006",11201
"aisén ","no está afiliado","no pertenece a ningún pueblo indígena","hombre",1636,"2006",11201
"aisén ","si, afp (administradora de fondos de pensiones)","no pertenece a ningún pueblo indígena","hombre",3561,"2006",11201
"aisén ","no sabe / sin dato","no pertenece a ningún pueblo indígena","hombre",518,"2006",11201
"aisén ","no sabe / sin dato","mapuche ","hombre",28,"2006",11201
"aisén ","si, inp (canaempu, empart, sss)","no pertenece a ningún pueblo indígena","mujer",359,"2006",11201
"aisén ","está afiliado pero no está cotizando","mapuche ","mujer",186,"2006",11201
"aisén ","si, afp (administradora de fondos de pensiones)","mapuche ","hombre",669,"2006",11201
"algarrobo ","si, inp (canaempu, empart, sss)","no pertenece a ningún pueblo indígena","mujer",43,"2006",5602
"algarrobo ","si, inp (canaempu, empart, sss)","no pertenece a ningún pueblo indígena","hombre",28,"2006",5602
"algarrobo ","no está afiliado","no pertenece a ningún pueblo indígena","hombre",1219,"2006",5602
"algarrobo ","no sabe / sin dato","no pertenece a ningún pueblo indígena","mujer",44,"2006",5602
"algarrobo ","está afiliado pero no está cotizando","mapuche ","mujer",16,"2006",5602
"algarrobo ","está afiliado pero no está cotizando","atacameño","hombre",15,"2006",5602
"algarrobo ","si, afp (administradora de fondos de pensiones)","mapuche ","hombre",38,"2006",5602
"algarrobo ","está afiliado pero no está cotizando","no pertenece a ningún pueblo indígena","hombre",1092,"2006",5602
"algarrobo ","si, afp (administradora de fondos de pensiones)","no pertenece a ningún pueblo indígena","hombre",1392,"2006",5602
"algarrobo ","si, afp (administradora de fondos de pensiones)","no pertenece a ningún pueblo indígena","mujer",936,"2006",5602
"algarrobo ","no está afiliado","no pertenece a ningún pueblo indígena","mujer",2280,"2006",5602
"algarrobo ","si, afp (administradora de fondos de pensiones)","atacameño","hombre",15,"2006",5602
"algarrobo ","si, dirección de previsión de carabineros (dipreca)","no pertenece a ningún pueblo indígena","mujer",13,"2006",5602
"algarrobo ","no está afiliado","mapuche ","hombre",3,"2006",5602
"algarrobo ","no sabe / sin dato","no pertenece a ningún pueblo indígena","hombre",122,"2006",5602
