"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"Algarrobo","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","Mapuche","Hombre",99,"2017",5602
"Algarrobo","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","Mapuche","Mujer",88,"2017",5602
"Algarrobo","No está cotizando","Mapuche","Mujer",239,"2017",5602
"Algarrobo","No sabe","No pertenece a ningún pueblo indígena","Mujer",99,"2017",5602
"Algarrobo","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No pertenece a ningún pueblo indígena","Hombre",2578,"2017",5602
"Algarrobo","No está cotizando","Mapuche","Hombre",145,"2017",5602
"Algarrobo","No está cotizando","No pertenece a ningún pueblo indígena","Mujer",2926,"2017",5602
"Algarrobo","Sí, Dirección de Previsión de Carabineros (DIPRECA)","No pertenece a ningún pueblo indígena","Hombre",99,"2017",5602
"Algarrobo","No está cotizando","No pertenece a ningún pueblo indígena","Hombre",1899,"2017",5602
"Algarrobo","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No pertenece a ningún pueblo indígena","Mujer",2048,"2017",5602
"Algarrobo","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No sabe/no responde","Hombre",99,"2017",5602
"Algarrobo","Sí, Caja de Previsión de la Defensa Nacional (CAPREDENA)","No pertenece a ningún pueblo indígena","Hombre",71,"2017",5602
"Alhué","No está cotizando","No pertenece a ningún pueblo indígena","Hombre",533,"2017",13502
"Alhué","Sí, Caja de Previsión de la Defensa Nacional (CAPREDENA)","No pertenece a ningún pueblo indígena","Hombre",57,"2017",13502
"Alhué","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No pertenece a ningún pueblo indígena","Hombre",968,"2017",13502
"Alhué","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No pertenece a ningún pueblo indígena","Mujer",534,"2017",13502
"Alhué","No está cotizando","Mapuche","Mujer",15,"2017",13502
"Alhué","No está cotizando","No pertenece a ningún pueblo indígena","Mujer",525,"2017",13502
"Alhué","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","Mapuche","Hombre",16,"2017",13502
"Alhué","Sí, Caja de Previsión de la Defensa Nacional (CAPREDENA)","No pertenece a ningún pueblo indígena","Mujer",17,"2017",13502
"Alto Biobío","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","Mapuche","Mujer",390,"2017",8314
"Alto Biobío","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No pertenece a ningún pueblo indígena","Hombre",392,"2017",8314
"Alto Biobío","No está cotizando","Mapuche","Mujer",360,"2017",8314
"Alto Biobío","Sí, AFP (Administradora de Fondos de Pensiones). Cotización","No sabe/no responde","Mujer",12,"2017",8314
"Alto Biobío","No está cotizando","No pertenece a ningún pueblo indígena","Hombre",332,"2017",8314
