"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","mapuche","mapudungun","mujer",49,"2013",5602
"alto biobío","mapuche","mapudungun","hombre",3482,"2013",8314
"alto biobío","aymara","mapudungun","hombre",12,"2013",8314
"alto biobío","mapuche","mapudungun","mujer",3482,"2013",8314
"alto biobío","mapuche","aymara","mujer",113,"2013",8314
"alto hospicio","mapuche","mapudungun","hombre",196,"2013",1107
"alto hospicio","mapuche","mapudungun","mujer",676,"2013",1107
"alto hospicio","aymara","aymara","hombre",1530,"2013",1107
"alto hospicio","diaguita","quechua","hombre",169,"2013",1107
"alto hospicio","quechua","quechua","hombre",198,"2013",1107
"alto hospicio","diaguita","ns/nr","hombre",17,"2013",1107
"alto hospicio","aymara","aymara","mujer",2011,"2013",1107
"alto hospicio","quechua","quechua","mujer",372,"2013",1107
"alto hospicio","diaguita","quechua","mujer",106,"2013",1107
"ancud","mapuche","mapudungun","hombre",629,"2013",10202
"ancud","mapuche","mapudungun","mujer",248,"2013",10202
"angol","mapuche","mapudungun","mujer",564,"2013",9201
"angol","diaguita","mapudungun","mujer",27,"2013",9201
"angol","mapuche","mapudungun","hombre",425,"2013",9201
"angol","mapuche","ns/nr","hombre",25,"2013",9201
"antofagasta","quechua","quechua","mujer",373,"2013",2101
"antofagasta","quechua","quechua","hombre",173,"2013",2101
"antofagasta","mapuche","ns/nr","hombre",64,"2013",2101
"antofagasta","aymara","aymara","mujer",362,"2013",2101
"antofagasta","mapuche","ns/nr","mujer",64,"2013",2101
"antofagasta","mapuche","mapudungun","hombre",119,"2013",2101
"antofagasta","aymara","aymara","hombre",419,"2013",2101
"antofagasta","atacameño (likán antai)","aymara","mujer",49,"2013",2101
"antofagasta","mapuche","mapudungun","mujer",673,"2013",2101
"antuco","mapuche","mapudungun","mujer",49,"2013",8302
"antuco","mapuche","mapudungun","hombre",22,"2013",8302
"arauco","mapuche","mapudungun","mujer",547,"2013",8202
"arauco","mapuche","mapudungun","hombre",320,"2013",8202
"arica","quechua","quechua","hombre",54,"2013",15101
"arica","mapuche","quechua","hombre",57,"2013",15101
"arica","aymara","aymara","hombre",4413,"2013",15101
"arica","aymara","ns/nr","mujer",12,"2013",15101
"arica","mapuche","mapudungun","hombre",303,"2013",15101
"arica","aymara","quechua","mujer",14,"2013",15101
"arica","kawésqar (alacalufes)","aymara","mujer",7,"2013",15101
"arica","mapuche","quechua","mujer",13,"2013",15101
"arica","kawésqar (alacalufes)","aymara","hombre",13,"2013",15101
"arica","mapuche","aymara","mujer",57,"2013",15101
"arica","mapuche","mapudungun","mujer",278,"2013",15101
"arica","aymara","aymara","mujer",6486,"2013",15101
"arica","aymara","rapa nui","mujer",39,"2013",15101
"arica","quechua","quechua","mujer",159,"2013",15101
"aysén","mapuche","mapudungun","mujer",134,"2013",11201
"aysén","mapuche","mapudungun","hombre",159,"2013",11201
"bulnes","mapuche","mapudungun","mujer",71,"2013",16102
"cabrero","mapuche","mapudungun","mujer",93,"2013",8303
"calama","diaguita","quechua","hombre",209,"2013",2201
"calama","atacameño (likán antai)","ns/nr","mujer",90,"2013",2201
"calama","quechua","quechua","mujer",817,"2013",2201
"calama","atacameño (likán antai)","ns/nr","hombre",4,"2013",2201
"calama","quechua","quechua","hombre",369,"2013",2201
"calama","atacameño (likán antai)","aymara","hombre",130,"2013",2201
"calama","aymara","aymara","mujer",307,"2013",2201
"calama","atacameño (likán antai)","quechua","mujer",86,"2013",2201
"calama","mapuche","aymara","hombre",68,"2013",2201
"calama","aymara","aymara","hombre",361,"2013",2201
"calama","atacameño (likán antai)","aymara","mujer",612,"2013",2201
"calbuco","mapuche","mapudungun","hombre",279,"2013",10102
"calbuco","mapuche","quechua","mujer",33,"2013",10102
"caldera","atacameño (likán antai)","quechua","mujer",33,"2013",3102
"caldera","diaguita","aymara","hombre",20,"2013",3102
"calera","aymara","aymara","mujer",324,"2013",5502
"calera de tango","mapuche","mapudungun","mujer",23,"2013",13403
"calera de tango","mapuche","rapa nui","hombre",27,"2013",13403
"camarones","mapuche","mapudungun","mujer",14,"2013",15102
"camarones","aymara","aymara","mujer",250,"2013",15102
"camarones","quechua","quechua","mujer",14,"2013",15102
"camarones","aymara","aymara","hombre",232,"2013",15102
"camarones","aymara","ns/nr","mujer",14,"2013",15102
"camarones","quechua","quechua","hombre",14,"2013",15102
"camiña","aymara","aymara","hombre",230,"2013",1402
"camiña","aymara","quechua","mujer",21,"2013",1402
"camiña","aymara","ns/nr","hombre",14,"2013",1402
"camiña","aymara","aymara","mujer",201,"2013",1402
"camiña","quechua","quechua","mujer",9,"2013",1402
"camiña","aymara","ns/nr","mujer",14,"2013",1402
"camiña","aymara","quechua","hombre",14,"2013",1402
"cañete","mapuche","ns/nr","mujer",70,"2013",8203
"cañete","mapuche","kawésqar","hombre",92,"2013",8203
"cañete","mapuche","mapudungun","mujer",1690,"2013",8203
"cañete","mapuche","mapudungun","hombre",1330,"2013",8203
"carahue","mapuche","ns/nr","mujer",132,"2013",9102
"carahue","mapuche","ns/nr","hombre",66,"2013",9102
"carahue","mapuche","mapudungun","mujer",1639,"2013",9102
"carahue","mapuche","mapudungun","hombre",2387,"2013",9102
"cartagena","mapuche","mapudungun","hombre",814,"2013",5603
"castro","mapuche","quechua","hombre",72,"2013",10201
"castro","mapuche","mapudungun","mujer",216,"2013",10201
"castro","mapuche","ns/nr","mujer",193,"2013",10201
"castro","mapuche","mapudungun","hombre",211,"2013",10201
"cerrillos","mapuche","mapudungun","mujer",208,"2013",13102
"cerrillos","mapuche","mapudungun","hombre",482,"2013",13102
"cerro navia","mapuche","mapudungun","hombre",650,"2013",13103
"cerro navia","mapuche","mapudungun","mujer",1361,"2013",13103
"chañaral","mapuche","mapudungun","mujer",68,"2013",3201
"chañaral","mapuche","mapudungun","hombre",216,"2013",3201
"chiguayante","mapuche","mapudungun","mujer",135,"2013",8103
"chiguayante","mapuche","mapudungun","hombre",194,"2013",8103
"chillán","mapuche","mapudungun","hombre",289,"2013",16101
"chillán","mapuche","mapudungun","mujer",120,"2013",16101
"chillán viejo","mapuche","mapudungun","hombre",21,"2013",16103
"chimbarongo","mapuche","mapudungun","hombre",41,"2013",6303
"chimbarongo","mapuche","mapudungun","mujer",813,"2013",6303
"cholchol","kawésqar (alacalufes)","mapudungun","mujer",107,"2013",9121
"cholchol","mapuche","ns/nr","hombre",114,"2013",9121
"cholchol","mapuche","mapudungun","hombre",2262,"2013",9121
"cholchol","mapuche","mapudungun","mujer",2131,"2013",9121
"cholchol","mapuche","ns/nr","mujer",57,"2013",9121
"chonchi","mapuche","mapudungun","mujer",695,"2013",10203
"chonchi","mapuche","mapudungun","hombre",671,"2013",10203
"chonchi","aymara","mapudungun","hombre",62,"2013",10203
"codegua","mapuche","mapudungun","hombre",33,"2013",6102
"colina","mapuche","mapudungun","mujer",599,"2013",13301
"colina","mapuche","ns/nr","hombre",196,"2013",13301
"colina","mapuche","ns/nr","mujer",196,"2013",13301
"colina","mapuche","mapudungun","hombre",597,"2013",13301
"collipulli","mapuche","mapudungun","hombre",406,"2013",9202
"collipulli","mapuche","ns/nr","hombre",41,"2013",9202
"collipulli","mapuche","mapudungun","mujer",598,"2013",9202
"coltauco","quechua","quechua","hombre",70,"2013",6104
"combarbalá","mapuche","mapudungun","mujer",54,"2013",4302
"concepción","mapuche","ns/nr","hombre",141,"2013",8101
"concepción","mapuche","mapudungun","mujer",421,"2013",8101
"concepción","mapuche","ns/nr","mujer",141,"2013",8101
"concepción","mapuche","mapudungun","hombre",254,"2013",8101
"conchalí","mapuche","mapudungun","mujer",252,"2013",13104
"conchalí","mapuche","mapudungun","hombre",557,"2013",13104
"contulmo","mapuche","mapudungun","hombre",359,"2013",8204
"contulmo","mapuche","mapudungun","mujer",354,"2013",8204
"contulmo","mapuche","ns/nr","mujer",17,"2013",8204
"copiapó","diaguita","aymara","hombre",156,"2013",3101
"copiapó","diaguita","ns/nr","mujer",28,"2013",3101
"copiapó","coya","ns/nr","hombre",32,"2013",3101
"copiapó","mapuche","mapudungun","hombre",228,"2013",3101
"copiapó","diaguita","aymara","mujer",141,"2013",3101
"copiapó","rapa nui (pascuense)","rapa nui","mujer",30,"2013",3101
"copiapó","coya","quechua","hombre",39,"2013",3101
"copiapó","coya","aymara","hombre",23,"2013",3101
"copiapó","mapuche","mapudungun","mujer",108,"2013",3101
"copiapó","coya","quechua","mujer",39,"2013",3101
"coquimbo","aymara","aymara","mujer",46,"2013",4102
