"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"1","Alhué","Alhué","Colombia","Hombre",17,"2017",13502
"2","Alto Hospicio","Iquique","Ecuador","Mujer",35,"2017",1107
"3","Alto Hospicio","Alto Hospicio","México","Mujer",72,"2017",1107
"4","Alto Hospicio","Alto Hospicio","Colombia","Mujer",51,"2017",1107
"5","Alto Hospicio","Iquique","Perú","Mujer",93,"2017",1107
"6","Alto Hospicio","Iquique","Perú","Hombre",46,"2017",1107
"7","Alto Hospicio","Alto Hospicio","Bolivia","Mujer",103,"2017",1107
"8","Alto Hospicio","Alto Hospicio","Bolivia","Hombre",370,"2017",1107
"9","Alto Hospicio","Alto Hospicio","Perú","Hombre",174,"2017",1107
"10","Alto Hospicio","Iquique","Venezuela","Mujer",88,"2017",1107
"11","Alto Hospicio","Alto Hospicio","Argentina","Hombre",39,"2017",1107
"12","Alto Hospicio","Alto Hospicio","Perú","Mujer",181,"2017",1107
"13","Alto Hospicio","Iquique","Venezuela","Hombre",44,"2017",1107
"14","Ancud","Ancud","Ecuador","Hombre",84,"2017",10202
"15","Ancud","Ancud","Ecuador","Mujer",168,"2017",10202
"16","Angol","Angol","Colombia","Hombre",78,"2017",9201
"17","Antofagasta","Antofagasta","Argentina","Mujer",77,"2017",2101
"18","Antofagasta","Antofagasta","Colombia","Hombre",757,"2017",2101
"19","Antofagasta","No responde","Perú","Mujer",127,"2017",2101
"20","Antofagasta","Antofagasta","Bolivia","Hombre",341,"2017",2101
"21","Antofagasta","Antofagasta","Perú","Mujer",221,"2017",2101
"22","Antofagasta","Antofagasta","Colombia","Mujer",395,"2017",2101
"23","Antofagasta","Antofagasta","Paraguay","Hombre",71,"2017",2101
"24","Antofagasta","Antofagasta","Perú","Hombre",207,"2017",2101
"25","Antofagasta","Antofagasta","Ecuador","Mujer",75,"2017",2101
"26","Antofagasta","Antofagasta","China","Mujer",51,"2017",2101
"27","Antofagasta","Antofagasta","Venezuela","Mujer",119,"2017",2101
"28","Antofagasta","Cabo De Hornos","Bolivia","Hombre",59,"2017",2101
"29","Antofagasta","Antofagasta","No Responde","Hombre",73,"2017",2101
"30","Antofagasta","Antofagasta","Bolivia","Mujer",413,"2017",2101
"31","Antuco","Los Ángeles","Argentina","Mujer",10,"2017",8302
"32","Arauco","Arauco","España","Mujer",61,"2017",8202
"33","Arica","Arica","Bolivia","Hombre",346,"2017",15101
"34","Arica","Arica","Venezuela","Hombre",55,"2017",15101
"35","Arica","Arica","España","Mujer",11,"2017",15101
"36","Arica","Arica","Paraguay","Hombre",40,"2017",15101
"37","Arica","Arica","Colombia","Mujer",138,"2017",15101
"38","Arica","Arica","Ecuador","Mujer",23,"2017",15101
"39","Arica","Arica","Perú","Mujer",176,"2017",15101
"40","Arica","Arica","Cuba","Hombre",13,"2017",15101
"41","Arica","No responde","Bolivia","Hombre",13,"2017",15101
"42","Arica","Arica","Venezuela","Mujer",28,"2017",15101
"43","Arica","Arica","Ecuador","Hombre",46,"2017",15101
"44","Arica","Arica","Colombia","Hombre",140,"2017",15101
"45","Arica","Arica","Cuba","Mujer",13,"2017",15101
"46","Arica","Arica","Bolivia","Mujer",476,"2017",15101
"47","Arica","Arica","Perú","Hombre",211,"2017",15101
"48","Aysén","Aysén","Bolivia","Hombre",37,"2017",11201
"49","Aysén","Coyhaique","Argentina","Hombre",16,"2017",11201
"50","Aysén","Aysén","Argentina","Hombre",19,"2017",11201
"51","Aysén","Aysén","Colombia","Hombre",62,"2017",11201
"52","Calama","Calama","Perú","Mujer",61,"2017",2201
"53","Calama","No responde","Bolivia","Mujer",108,"2017",2201
"54","Calama","Calama","Bolivia","Mujer",976,"2017",2201
"55","Calama","Calama","Bolivia","Hombre",569,"2017",2201
"56","Calama","Calama","Ecuador","Mujer",61,"2017",2201
"57","Calama","Calama","Perú","Hombre",132,"2017",2201
"58","Caldera","Caldera","Colombia","Hombre",110,"2017",3102
"59","Caldera","Caldera","Colombia","Mujer",55,"2017",3102
"60","Calle Larga","Los Andes","Argentina","Hombre",32,"2017",5302
"61","Casablanca","No responde","Haití","Hombre",204,"2017",5102
"62","Castro","Santiago","Colombia","Hombre",88,"2017",10201
"63","Castro","Castro","Argentina","Mujer",123,"2017",10201
"64","Cerro Navia","Cerro Navia","Perú","Mujer",223,"2017",13103
"65","Cerro Navia","Cerro Navia","Perú","Hombre",223,"2017",13103
"66","Cerro Navia","Quinta Normal","Colombia","Mujer",251,"2017",13103
"67","Chiguayante","Chiguayante","Argentina","Hombre",75,"2017",8103
"68","Chiguayante","Chiguayante","Argentina","Mujer",75,"2017",8103
"69","Chimbarongo","Chimbarongo","Haití","Mujer",59,"2017",6303
"70","Cholchol","Temuco","Bolivia","Mujer",15,"2017",9121
"71","Cholchol","Cholchol","Bolivia","Hombre",15,"2017",9121
"72","Cobquecura","Santiago","Venezuela","Mujer",30,"2017",16202
"73","Colina","Colina","Bolivia","Mujer",114,"2017",13301
"74","Concepción","Concepción","Ecuador","Hombre",317,"2017",8101
"75","Concepción","Concepción","Venezuela","Mujer",72,"2017",8101
"76","Concepción","Chiguayante","Italia","Hombre",54,"2017",8101
"77","Concepción","Concepción","Venezuela","Hombre",101,"2017",8101
"78","Concepción","Concepción","Ecuador","Mujer",317,"2017",8101
"79","Concepción","Concepción","Cuba","Mujer",415,"2017",8101
"80","Concepción","Concepción","Perú","Hombre",58,"2017",8101
"81","Concepción","Concepción","Colombia","Mujer",1093,"2017",8101
"82","Conchalí","Santiago","Perú","Hombre",115,"2017",13104
"83","Conchalí","Santiago","Perú","Mujer",115,"2017",13104
"84","Copiapó","Copiapó","Perú","Mujer",82,"2017",3101
"85","Copiapó","Copiapó","Uruguay","Mujer",53,"2017",3101
"86","Copiapó","Copiapó","Argentina","Hombre",114,"2017",3101
"87","Copiapó","Copiapó","Colombia","Hombre",111,"2017",3101
"88","Copiapó","Copiapó","Colombia","Mujer",106,"2017",3101
"89","Copiapó","Copiapó","Bolivia","Hombre",160,"2017",3101
"90","Coquimbo","Coquimbo","Colombia","Hombre",180,"2017",4102
"91","Coquimbo","Coquimbo","República Dominicana","Mujer",64,"2017",4102
"92","Coquimbo","Coquimbo","Colombia","Mujer",137,"2017",4102
"93","Coquimbo","Coquimbo","Argentina","Hombre",78,"2017",4102
