"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no habla ni entiende ninguna","mapuche","hombre",359,"2009",5602
"algarrobo","no habla ni entiende ninguna","mapuche","mujer",496,"2009",5602
"alhué","no habla ni entiende ninguna","mapuche","mujer",16,"2009",13502
"alhué","sólo entiende","mapuche","mujer",11,"2009",13502
"alhué","sólo entiende","mapuche","hombre",6,"2009",13502
"alhué","no habla ni entiende ninguna","aymara","mujer",6,"2009",13502
"alhué","no habla ni entiende ninguna","aymara","hombre",9,"2009",13502
"alhué","habla y entiende","aymara","hombre",9,"2009",13502
"alhué","no habla ni entiende ninguna","mapuche","hombre",33,"2009",13502
"alhué","habla y entiende","mapuche","hombre",9,"2009",13502
"alto bío bío","sólo entiende","mapuche","hombre",438,"2009",8314
"alto bío bío","no habla ni entiende ninguna","mapuche","mujer",672,"2009",8314
"alto bío bío","no habla ni entiende ninguna","mapuche","hombre",512,"2009",8314
"alto bío bío","habla y entiende","mapuche","mujer",2598,"2009",8314
"alto bío bío","sólo entiende","mapuche","mujer",452,"2009",8314
"alto bío bío","no habla ni entiende ninguna","quechua","hombre",7,"2009",8314
"alto bío bío","no habla ni entiende ninguna","quechua","mujer",17,"2009",8314
"alto bío bío","habla y entiende","mapuche","hombre",2742,"2009",8314
"alto del carmen","no habla ni entiende ninguna","diaguita","mujer",652,"2009",3302
"alto del carmen","no habla ni entiende ninguna","diaguita","hombre",494,"2009",3302
"alto del carmen","no habla ni entiende ninguna","aymara","mujer",16,"2009",3302
"alto del carmen","no habla ni entiende ninguna","kawésqar","mujer",27,"2009",3302
"alto del carmen","no habla ni entiende ninguna","aymara","hombre",8,"2009",3302
"alto hospicio","habla y entiende","quechua","mujer",61,"2009",1107
"alto hospicio","habla y entiende","aymara","hombre",920,"2009",1107
"alto hospicio","no habla ni entiende ninguna","mapuche","mujer",1521,"2009",1107
"alto hospicio","habla y entiende","mapuche","mujer",104,"2009",1107
"alto hospicio","no habla ni entiende ninguna","mapuche","hombre",1406,"2009",1107
"alto hospicio","no habla ni entiende ninguna","rapa nui ","mujer",442,"2009",1107
"alto hospicio","habla y entiende","quechua","hombre",64,"2009",1107
"alto hospicio","sólo entiende","mapuche","hombre",91,"2009",1107
"alto hospicio","habla y entiende","mapuche","hombre",212,"2009",1107
"alto hospicio","no habla ni entiende ninguna","kawésqar","hombre",64,"2009",1107
"alto hospicio","habla y entiende","aymara","mujer",1524,"2009",1107
