"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"algarrobo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",6730,"2013",5602
"algarrobo","mapuche","mapuche","mujer",406,"2013",5602
"algarrobo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",6601,"2013",5602
"algarrobo","mapuche","mapuche","hombre",225,"2013",5602
"alhué","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",2223,"2013",13502
"alhué","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",2314,"2013",13502
"alto biobío","mapuche","mapuche","mujer",5050,"2013",8314
"alto biobío","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",705,"2013",8314
"alto biobío","aymara","aymara","hombre",24,"2013",8314
"alto biobío","mapuche","mapuche","hombre",4926,"2013",8314
"alto biobío","ns/nr","ns/nr","mujer",13,"2013",8314
"alto biobío","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",804,"2013",8314
"alto biobío","aymara","aymara","mujer",125,"2013",8314
"alto del carmen","mapuche","mapuche","mujer",18,"2013",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",357,"2013",3302
"alto del carmen","diaguita","diaguita","hombre",1692,"2013",3302
"alto del carmen","diaguita","diaguita","mujer",2086,"2013",3302
"alto del carmen","mapuche","mapuche","hombre",24,"2013",3302
"alto del carmen","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",345,"2013",3302
"alto hospicio","atacameño (likán antai)","atacameño (likán antai)","hombre",60,"2013",1107
"alto hospicio","aymara","aymara","hombre",6499,"2013",1107
"alto hospicio","diaguita","diaguita","mujer",795,"2013",1107
"alto hospicio","quechua","quechua","hombre",673,"2013",1107
"alto hospicio","quechua","quechua","mujer",927,"2013",1107
"alto hospicio","coya","coya","mujer",155,"2013",1107
"alto hospicio","mapuche","mapuche","hombre",2299,"2013",1107
"alto hospicio","aymara","aymara","mujer",7112,"2013",1107
"alto hospicio","atacameño (likán antai)","atacameño (likán antai)","mujer",18,"2013",1107
"alto hospicio","diaguita","diaguita","hombre",781,"2013",1107
"alto hospicio","ns/nr","ns/nr","hombre",41,"2013",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",42131,"2013",1107
"alto hospicio","mapuche","mapuche","mujer",3084,"2013",1107
"alto hospicio","coya","coya","hombre",103,"2013",1107
"alto hospicio","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",40711,"2013",1107
"alto hospicio","ns/nr","ns/nr","mujer",50,"2013",1107
"ancud","mapuche","mapuche","mujer",5115,"2013",10202
"ancud","mapuche","mapuche","hombre",4316,"2013",10202
"ancud","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",16180,"2013",10202
"ancud","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",15604,"2013",10202
"andacollo","mapuche","mapuche","mujer",18,"2013",4103
"andacollo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",4214,"2013",4103
"andacollo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",3770,"2013",4103
"angol","mapuche","mapuche","mujer",2202,"2013",9201
"angol","mapuche","mapuche","hombre",2347,"2013",9201
"angol","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",20823,"2013",9201
"angol","ns/nr","ns/nr","mujer",781,"2013",9201
"angol","ns/nr","ns/nr","hombre",170,"2013",9201
"angol","diaguita","diaguita","mujer",54,"2013",9201
"angol","diaguita","diaguita","hombre",27,"2013",9201
"angol","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",23107,"2013",9201
"antofagasta","atacameño (likán antai)","atacameño (likán antai)","hombre",854,"2013",2101
"antofagasta","quechua","quechua","mujer",771,"2013",2101
"antofagasta","mapuche","mapuche","hombre",2565,"2013",2101
"antofagasta","diaguita","diaguita","mujer",941,"2013",2101
"antofagasta","aymara","aymara","hombre",2027,"2013",2101
"antofagasta","atacameño (likán antai)","atacameño (likán antai)","mujer",2547,"2013",2101
"antofagasta","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",179714,"2013",2101
"antofagasta","mapuche","mapuche","mujer",4110,"2013",2101
"antofagasta","rapa nui (pascuense)","rapa nui (pascuense)","hombre",135,"2013",2101
"antofagasta","aymara","aymara","mujer",1950,"2013",2101
"antofagasta","quechua","quechua","hombre",549,"2013",2101
"antofagasta","coya","coya","mujer",134,"2013",2101
"antofagasta","ns/nr","ns/nr","mujer",123,"2013",2101
"antofagasta","coya","coya","hombre",426,"2013",2101
"antofagasta","ns/nr","ns/nr","hombre",139,"2013",2101
"antofagasta","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",167119,"2013",2101
"antofagasta","diaguita","diaguita","hombre",1564,"2013",2101
"antuco","mapuche","mapuche","mujer",49,"2013",8302
"antuco","mapuche","mapuche","hombre",30,"2013",8302
"antuco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",1662,"2013",8302
"antuco","ns/nr","ns/nr","mujer",42,"2013",8302
"antuco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",1679,"2013",8302
"arauco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",22313,"2013",8202
"arauco","mapuche","mapuche","mujer",1629,"2013",8202
"arauco","aymara","aymara","hombre",70,"2013",8202
"arauco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",17697,"2013",8202
"arauco","ns/nr","ns/nr","mujer",134,"2013",8202
"arauco","mapuche","mapuche","hombre",1572,"2013",8202
"arica","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",60847,"2013",15101
"arica","ns/nr","ns/nr","mujer",251,"2013",15101
"arica","aymara","aymara","mujer",24373,"2013",15101
"arica","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",56583,"2013",15101
"arica","kawésqar (alacalufes)","kawésqar (alacalufes)","mujer",27,"2013",15101
"arica","mapuche","mapuche","hombre",1704,"2013",15101
"arica","quechua","quechua","mujer",563,"2013",15101
"arica","atacameño (likán antai)","atacameño (likán antai)","mujer",247,"2013",15101
"arica","diaguita","diaguita","mujer",702,"2013",15101
"arica","coya","coya","mujer",40,"2013",15101
"arica","aymara","aymara","hombre",19575,"2013",15101
"arica","coya","coya","hombre",28,"2013",15101
"arica","diaguita","diaguita","hombre",526,"2013",15101
"arica","mapuche","mapuche","mujer",2003,"2013",15101
"arica","ns/nr","ns/nr","hombre",189,"2013",15101
"arica","kawésqar (alacalufes)","kawésqar (alacalufes)","hombre",13,"2013",15101
"arica","quechua","quechua","hombre",316,"2013",15101
"arica","atacameño (likán antai)","atacameño (likán antai)","hombre",80,"2013",15101
"aysén","coya","coya","hombre",27,"2013",11201
"aysén","aymara","aymara","hombre",139,"2013",11201
"aysén","ns/nr","ns/nr","hombre",15,"2013",11201
"aysén","ns/nr","ns/nr","mujer",30,"2013",11201
"aysén","yagán (yámana)","yagán (yámana)","mujer",32,"2013",11201
"aysén","kawésqar (alacalufes)","kawésqar (alacalufes)","hombre",62,"2013",11201
"aysén","mapuche","mapuche","hombre",3530,"2013",11201
"aysén","rapa nui (pascuense)","rapa nui (pascuense)","hombre",84,"2013",11201
"aysén","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",9662,"2013",11201
"aysén","yagán (yámana)","yagán (yámana)","hombre",64,"2013",11201
"aysén","aymara","aymara","mujer",33,"2013",11201
"aysén","atacameño (likán antai)","atacameño (likán antai)","hombre",13,"2013",11201
"aysén","mapuche","mapuche","mujer",3763,"2013",11201
"aysén","atacameño (likán antai)","atacameño (likán antai)","mujer",13,"2013",11201
"aysén","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",8534,"2013",11201
"aysén","coya","coya","mujer",9,"2013",11201
"aysén","kawésqar (alacalufes)","kawésqar (alacalufes)","mujer",75,"2013",11201
"aysén","diaguita","diaguita","mujer",32,"2013",11201
"buin","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",33133,"2013",13402
"buin","mapuche","mapuche","hombre",637,"2013",13402
"buin","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",39034,"2013",13402
"buin","mapuche","mapuche","mujer",1167,"2013",13402
"bulnes","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10497,"2013",16102
"bulnes","mapuche","mapuche","mujer",71,"2013",16102
"bulnes","mapuche","mapuche","hombre",254,"2013",16102
"bulnes","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",10474,"2013",16102
"cabildo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10209,"2013",5402
"cabildo","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",10546,"2013",5402
"cabildo","diaguita","diaguita","mujer",210,"2013",5402
"cabildo","mapuche","mapuche","mujer",182,"2013",5402
"cabrero","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",16893,"2013",8303
"cabrero","mapuche","mapuche","hombre",400,"2013",8303
"cabrero","mapuche","mapuche","mujer",379,"2013",8303
"cabrero","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",13016,"2013",8303
"cabrero","ns/nr","ns/nr","mujer",80,"2013",8303
"cabrero","ns/nr","ns/nr","hombre",516,"2013",8303
"calama","mapuche","mapuche","mujer",875,"2013",2201
"calama","quechua","quechua","hombre",2963,"2013",2201
"calama","coya","coya","mujer",93,"2013",2201
"calama","quechua","quechua","mujer",3557,"2013",2201
"calama","diaguita","diaguita","hombre",1258,"2013",2201
"calama","ns/nr","ns/nr","mujer",43,"2013",2201
"calama","atacameño (likán antai)","atacameño (likán antai)","mujer",7123,"2013",2201
"calama","diaguita","diaguita","mujer",1937,"2013",2201
"calama","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",58005,"2013",2201
"calama","aymara","aymara","mujer",983,"2013",2201
"calama","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",60606,"2013",2201
"calama","aymara","aymara","hombre",1235,"2013",2201
"calama","mapuche","mapuche","hombre",553,"2013",2201
"calama","atacameño (likán antai)","atacameño (likán antai)","hombre",6021,"2013",2201
"calbuco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",11680,"2013",10102
"calbuco","mapuche","mapuche","mujer",6549,"2013",10102
"calbuco","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",10789,"2013",10102
"calbuco","rapa nui (pascuense)","rapa nui (pascuense)","hombre",78,"2013",10102
"calbuco","ns/nr","ns/nr","hombre",40,"2013",10102
"calbuco","mapuche","mapuche","hombre",6698,"2013",10102
"calbuco","quechua","quechua","hombre",54,"2013",10102
"caldera","atacameño (likán antai)","atacameño (likán antai)","mujer",174,"2013",3102
"caldera","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",7445,"2013",3102
"caldera","diaguita","diaguita","mujer",321,"2013",3102
"caldera","diaguita","diaguita","hombre",285,"2013",3102
"caldera","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",5726,"2013",3102
"caldera","coya","coya","hombre",70,"2013",3102
"caldera","atacameño (likán antai)","atacameño (likán antai)","hombre",58,"2013",3102
"caldera","mapuche","mapuche","hombre",271,"2013",3102
"caldera","mapuche","mapuche","mujer",386,"2013",3102
"caldera","coya","coya","mujer",56,"2013",3102
"calera","mapuche","mapuche","mujer",154,"2013",5502
"calera","mapuche","mapuche","hombre",154,"2013",5502
"calera","aymara","aymara","mujer",438,"2013",5502
"calera","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",30125,"2013",5502
"calera","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",24513,"2013",5502
"calera de tango","mapuche","mapuche","hombre",216,"2013",13403
"calera de tango","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",11975,"2013",13403
"calera de tango","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",15884,"2013",13403
"calera de tango","mapuche","mapuche","mujer",547,"2013",13403
"calle larga","mapuche","mapuche","mujer",238,"2013",5302
"calle larga","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","mujer",5573,"2013",5302
"calle larga","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",4792,"2013",5302
"calle larga","mapuche","mapuche","hombre",192,"2013",5302
"camarones","aymara","aymara","hombre",325,"2013",15102
"camarones","quechua","quechua","hombre",28,"2013",15102
"camarones","no pertenece a ningún pueblo indígena","no pertenece a ningún pueblo indígena","hombre",321,"2013",15102
