"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alto hospicio","asalariado","atacameño (likán-antai)","mujer",31,"2015",1107
"alto hospicio","menor de 12 años","sin dato","hombre",27,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",23722,"2015",1107
"alto hospicio","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",8567,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","sin dato","hombre",27,"2015",1107
"alto hospicio","menor de 12 años","aimara","mujer",2087,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",12790,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","mapuche","hombre",385,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","collas","hombre",38,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","quechua","hombre",264,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","quechua","hombre",143,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","aimara","hombre",960,"2015",1107
"alto hospicio","menor de 12 años","atacameño (likán-antai)","hombre",61,"2015",1107
"alto hospicio","asalariado","mapuche","mujer",319,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","diaguita","mujer",196,"2015",1107
"alto hospicio","asalariado","mapuche","hombre",617,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","mapuche","mujer",653,"2015",1107
"alto hospicio","menor de 12 años","aimara","hombre",2612,"2015",1107
"alto hospicio","asalariado","no pertenece a ningún pueblo indígena","mujer",8823,"2015",1107
"alto hospicio","asalariado","sin dato","mujer",27,"2015",1107
"alto hospicio","menor de 12 años","mapuche","hombre",556,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","atacameño (likán-antai)","mujer",191,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",4159,"2015",1107
"alto hospicio","asalariado","aimara","mujer",879,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","sin dato","mujer",27,"2015",1107
"alto hospicio","asalariado","no pertenece a ningún pueblo indígena","hombre",18269,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","quechua","mujer",71,"2015",1107
"alto hospicio","menor de 12 años","mapuche","mujer",462,"2015",1107
"alto hospicio","asalariado","quechua","mujer",455,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","aimara","hombre",794,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","aimara","mujer",1135,"2015",1107
"alto hospicio","menor de 12 años","quechua","mujer",211,"2015",1107
"alto hospicio","asalariado","aimara","hombre",1346,"2015",1107
"alto hospicio","asalariado","diaguita","mujer",161,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","diaguita","hombre",42,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","mapuche","mujer",192,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","diaguita","hombre",145,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","aimara","mujer",3463,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",5437,"2015",1107
"alto hospicio","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",12647,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","mapuche","hombre",184,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","atacameño (likán-antai)","hombre",73,"2015",1107
"alto hospicio","asalariado","quechua","hombre",372,"2015",1107
"alto hospicio","menor de 12 años","collas","mujer",38,"2015",1107
"alto hospicio","menor de 12 años","diaguita","mujer",71,"2015",1107
"alto hospicio","familiar no remunerado, inactivo o desocupado","quechua","mujer",242,"2015",1107
"alto hospicio","asalariado","diaguita","hombre",331,"2015",1107
"alto hospicio","menor de 12 años","diaguita","hombre",127,"2015",1107
"alto hospicio","menor de 12 años","quechua","hombre",353,"2015",1107
"alto hospicio","patrón, empleador o trabajador cuenta propia","collas","mujer",38,"2015",1107
"ancud","familiar no remunerado, inactivo o desocupado","mapuche","hombre",1615,"2015",10202
"ancud","menor de 12 años","mapuche","mujer",1048,"2015",10202
"ancud","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",1938,"2015",10202
"ancud","menor de 12 años","mapuche","hombre",869,"2015",10202
"ancud","patrón, empleador o trabajador cuenta propia","mapuche","mujer",470,"2015",10202
"ancud","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",5066,"2015",10202
"ancud","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",2305,"2015",10202
"ancud","asalariado","mapuche","mujer",1410,"2015",10202
"ancud","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",2710,"2015",10202
"ancud","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",1480,"2015",10202
"ancud","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",8268,"2015",10202
"ancud","asalariado","no pertenece a ningún pueblo indígena","hombre",4833,"2015",10202
"ancud","familiar no remunerado, inactivo o desocupado","mapuche","mujer",2545,"2015",10202
"ancud","asalariado","mapuche","hombre",1428,"2015",10202
"ancud","familiar no remunerado, inactivo o desocupado","aimara","hombre",28,"2015",10202
"ancud","familiar no remunerado, inactivo o desocupado","aimara","mujer",56,"2015",10202
"ancud","patrón, empleador o trabajador cuenta propia","mapuche","hombre",704,"2015",10202
"ancud","asalariado","aimara","hombre",28,"2015",10202
"ancud","asalariado","no pertenece a ningún pueblo indígena","mujer",4353,"2015",10202
"ancud","familiar no remunerado, inactivo o desocupado","kawashkar o alacalufes","mujer",29,"2015",10202
"angol","asalariado","no pertenece a ningún pueblo indígena","mujer",5092,"2015",9201
"angol","menor de 12 años","no pertenece a ningún pueblo indígena","hombre",4008,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","aimara","hombre",34,"2015",9201
"angol","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","hombre",2966,"2015",9201
"angol","patrón, empleador o trabajador cuenta propia","aimara","hombre",23,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","mapuche","hombre",292,"2015",9201
"angol","patrón, empleador o trabajador cuenta propia","mapuche","mujer",49,"2015",9201
"angol","patrón, empleador o trabajador cuenta propia","no pertenece a ningún pueblo indígena","mujer",1436,"2015",9201
"angol","asalariado","mapuche","mujer",348,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","mapuche","mujer",774,"2015",9201
"angol","asalariado","aimara","hombre",62,"2015",9201
"angol","menor de 12 años","aimara","hombre",23,"2015",9201
"angol","menor de 12 años","no pertenece a ningún pueblo indígena","mujer",3858,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","hombre",5945,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","collas","hombre",172,"2015",9201
"angol","menor de 12 años","mapuche","mujer",373,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","atacameño (likán-antai)","mujer",23,"2015",9201
"angol","asalariado","mapuche","hombre",650,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","aimara","mujer",68,"2015",9201
"angol","patrón, empleador o trabajador cuenta propia","mapuche","hombre",116,"2015",9201
"angol","menor de 12 años","mapuche","hombre",902,"2015",9201
"angol","asalariado","aimara","mujer",31,"2015",9201
"angol","asalariado","no pertenece a ningún pueblo indígena","hombre",7744,"2015",9201
"angol","familiar no remunerado, inactivo o desocupado","no pertenece a ningún pueblo indígena","mujer",14481,"2015",9201
"antofagasta","familiar no remunerado, inactivo o desocupado","atacameño (likán-antai)","mujer",219,"2015",2101
"antofagasta","menor de 12 años","aimara","hombre",420,"2015",2101
"antofagasta","asalariado","atacameño (likán-antai)","mujer",449,"2015",2101
"antofagasta","menor de 12 años","mapuche","hombre",1335,"2015",2101
"antofagasta","patrón, empleador o trabajador cuenta propia","mapuche","mujer",334,"2015",2101
"antofagasta","familiar no remunerado, inactivo o desocupado","mapuche","hombre",1897,"2015",2101
